player_id,o_rapm,d_rapm,net_rapm,possessions,end_season,start_season,stint_years
2207,2.2668840885571497,0.38406305307238525,1.8828210354847645,27900.50000000037,2013,2011,2011-2013
2209,-1.658674824227255,-1.1650806296942826,-0.4935941945329725,3455.4999999999964,2013,2011,2011-2013
2210,-0.10504196037229244,1.8333745775092134,-1.938416537881506,17370.200000000103,2013,2011,2011-2013
2211,-0.38572082951369846,-0.17583163089524553,-0.20988919861845293,4566.5999999999785,2013,2011,2011-2013
2215,-1.3452660799644014,-0.6627488130090782,-0.6825172669553232,3305.1999999999985,2013,2011,2011-2013
2216,-0.2887413642198568,0.5074674131048303,-0.7962087773246871,22971.0000000003,2013,2011,2011-2013
2217,-1.6717217480129773,-1.628988268469912,-0.04273347954306539,8921.899999999974,2013,2011,2011-2013
2222,-1.2570000027268402,-1.9212478902413883,0.6642478875145481,21696.000000000324,2013,2011,2011-2013
2223,-2.0489909668224997,-1.5536032943275064,-0.49538767249499327,15060.300000000076,2013,2011,2011-2013
2224,-0.2506833175392654,-0.2559514453389404,0.005268127799674949,7126.999999999977,2013,2011,2011-2013
2225,1.722487393743868,-0.10116608017485301,1.8236534739187211,23773.300000000374,2013,2011,2011-2013
2229,1.38525496631901,0.93493861295268,0.4503163533663299,4061.799999999992,2013,2011,2011-2013
2230,-0.5158380748600842,-2.32711806206725,1.8112799872071659,1381.8000000000015,2013,2011,2011-2013
2240,1.26886043207585,-2.6539437812569044,3.9228042133327543,821.2000000000003,2013,2011,2011-2013
2246,-3.374619918149781,2.1539619392629503,-5.528581857412732,1680.8000000000027,2013,2011,2011-2013
2248,-1.4901292796514731,-1.437396481351115,-0.05273279830035804,8073.099999999948,2013,2011,2011-2013
2250,-1.1140112879032225,0.37463418432680873,-1.488645472230031,1620.600000000002,2013,2011,2011-2013
2365,-1.3784494615432275,-3.150863141711604,1.7724136801683765,9739.299999999977,2013,2011,2011-2013
2399,1.4361730608904273,-0.7502484620137944,2.1864215229042214,23604.700000000328,2013,2011,2011-2013
2400,-0.5698136205277902,1.613758733191666,-2.1835723537194562,8093.799999999964,2013,2011,2011-2013
2403,-0.9535058906462712,-1.2755876386704992,0.32208174802422795,16917.40000000014,2013,2011,2011-2013
2404,-1.2768127331616674,-1.341213144091977,0.06440041093030957,5196.099999999983,2013,2011,2011-2013
2405,-2.3857653984719995,1.2342440250573028,-3.6200094235293023,14240.600000000068,2013,2011,2011-2013
2406,0.16211581408818646,2.1009084685051063,-1.9387926544169198,20015.200000000234,2013,2011,2011-2013
2407,-2.5565567381446934,-2.569665133087007,0.013108394942313417,4227.199999999985,2013,2011,2011-2013
2419,-0.2525508545006637,0.5412232865277324,-0.7937741410283962,25244.70000000036,2013,2011,2011-2013
2422,-0.3689143739233339,0.1204866678091105,-0.4894010417324444,20929.40000000032,2013,2011,2011-2013
2427,1.9359778300338781,1.4258052665865184,0.5101725634473597,8329.799999999954,2013,2011,2011-2013
2430,-2.0824666277245876,0.9372843501315038,-3.0197509778560914,25382.900000000292,2013,2011,2011-2013
2440,1.49990955300796,-0.5626186448548038,2.062528197862764,21010.000000000342,2013,2011,2011-2013
2446,-1.9157162781332426,0.44604180487765477,-2.3617580830108973,3190.699999999999,2013,2011,2011-2013
2449,-0.9152022414358486,-0.7426823843268006,-0.17251985710904805,22221.800000000298,2013,2011,2011-2013
2457,1.0306925113592293,1.8341282810601092,-0.8034357697008798,5429.4999999999745,2013,2011,2011-2013
2501,-1.2863994424929346,0.7886725017380717,-2.075071944231006,13899.100000000064,2013,2011,2011-2013
2544,3.4935894478871927,-0.205294924545486,3.6988843724326785,31557.50000000066,2013,2011,2011-2013
2545,-2.9573135751073907,-2.3745604187095632,-0.5827531563978274,1832.3999999999999,2013,2011,2011-2013
2546,1.0999156280075604,0.3958309343427822,0.7040846936647782,28321.900000000507,2013,2011,2011-2013
2547,0.0006313605491948764,-0.6005495862306672,0.6011809467798621,26868.300000000483,2013,2011,2011-2013
2548,0.9330434993954219,-0.2368506852489477,1.1698941846443696,22519.40000000031,2013,2011,2011-2013
2549,-0.5019850932332354,-0.7924055788955647,0.29042048566232936,13627.300000000057,2013,2011,2011-2013
2550,0.647768346510337,0.011969894364164034,0.6357984521461729,19519.400000000216,2013,2011,2011-2013
2551,-0.6773065661820181,-1.3414581564835102,0.6641515903014921,744.3000000000002,2013,2011,2011-2013
2554,-0.03421797095751977,-1.2619603823582275,1.2277424114007078,4991.3999999999905,2013,2011,2011-2013
2555,1.2901088027853422,-2.177985966378647,3.468094769163989,16911.70000000015,2013,2011,2011-2013
2557,-0.32077568531786743,1.4126848550632505,-1.7334605403811179,21163.700000000346,2013,2011,2011-2013
2561,-0.0232501486332986,-1.2862215925094185,1.26297144387612,26583.90000000039,2013,2011,2011-2013
2562,-0.6769927312318254,-1.8426960218675252,1.1657032906356999,4005.59999999999,2013,2011,2011-2013
2563,-0.2823241883946153,1.379863475482775,-1.6621876638773903,8163.2999999999465,2013,2011,2011-2013
2564,0.45102989470461063,0.328049980705069,0.12297991399954161,20132.00000000029,2013,2011,2011-2013
2566,-1.2092338790291017,-0.06997931987232558,-1.1392545591567762,8178.0999999999485,2013,2011,2011-2013
2567,-2.1809629244181616,-2.4158783397159986,0.234915415297837,1126.2000000000003,2013,2011,2011-2013
2568,0.7617766530840138,0.042345881265554795,0.7194307718184589,13037.80000000007,2013,2011,2011-2013
2570,-3.0089386366014157,0.4600385144607559,-3.4689771510621714,19506.800000000127,2013,2011,2011-2013
2571,-0.022004718212385567,-0.7921135757884751,0.7701088575760895,8923.399999999954,2013,2011,2011-2013
2572,-1.1054264929662827,-0.5881246154467027,-0.51730187751958,4722.499999999989,2013,2011,2011-2013
2574,1.561420009671683,-2.648543234544359,4.209963244216042,988.0000000000007,2013,2011,2011-2013
2575,0.32327003118331504,0.2291293965497696,0.09414063463354544,4736.799999999984,2013,2011,2011-2013
2581,-0.3486759159925704,0.18001910633820775,-0.5286950223307781,15539.6000000001,2013,2011,2011-2013
2584,-0.10879467486943478,1.178421541606497,-1.2872162164759318,11536.900000000083,2013,2011,2011-2013
2585,-1.0559711439322046,-0.14836901041585676,-0.9076021335163478,15729.600000000111,2013,2011,2011-2013
2586,-1.5399135018156562,0.1514833426182439,-1.6913968444339,5951.999999999966,2013,2011,2011-2013
2588,2.6206794827495434,0.03823629140552768,2.582443191344016,11416.500000000024,2013,2011,2011-2013
2590,0.04725525024646078,0.421772364226187,-0.37451711397972626,18642.40000000027,2013,2011,2011-2013
2592,0.31179380372858956,-0.6573846524114281,0.9691784561400176,4272.799999999995,2013,2011,2011-2013
2594,2.037254774961977,-0.09994304850222682,2.137197823464204,23900.90000000044,2013,2011,2011-2013
2605,-1.7415338090440289,-1.0237052249469178,-0.717828584097111,6179.99999999998,2013,2011,2011-2013
2617,-2.7505315772416687,-1.3212998438527648,-1.429231733388904,13989.900000000041,2013,2011,2011-2013
2668,-3.318104720214784,-0.020186538662455355,-3.297918181552329,535.7,2013,2011,2011-2013
2679,0.04916517418114764,0.019388122332501513,0.029777051848646124,2315.200000000001,2013,2011,2011-2013
2730,-0.8267358747660901,-2.677290352356403,1.8505544775903129,28390.100000000413,2013,2011,2011-2013
2731,-2.2408183975758065,-0.871783198302052,-1.3690351992737546,10846.60000000001,2013,2011,2011-2013
2732,-0.8556314523497789,1.763518073040809,-2.619149525390588,12704.400000000067,2013,2011,2011-2013
2733,-0.31402443891179166,0.3118395762758997,-0.6258640151876913,17582.600000000126,2013,2011,2011-2013
2734,1.080396076135308,-0.7389627378515533,1.8193588139868613,15632.800000000156,2013,2011,2011-2013
2735,-0.49184496193533195,0.21732273842395877,-0.7091677003592907,2434.5,2013,2011,2011-2013
2736,0.5532243710223004,-0.47781882069512516,1.0310431917174254,28027.30000000054,2013,2011,2011-2013
2738,0.41621799894365447,-1.9423581527973413,2.3585761517409956,27965.30000000049,2013,2011,2011-2013
2740,-3.4269280970813614,0.29161475475059334,-3.7185428518319545,4950.199999999985,2013,2011,2011-2013
2742,-0.4035536280635725,-1.9072275868696478,1.5036739588060752,7313.799999999964,2013,2011,2011-2013
2743,-1.0837290627919656,0.5688086684957884,-1.652537731287754,18333.900000000172,2013,2011,2011-2013
2744,1.222512175304067,1.7213919026838083,-0.4988797273797412,27719.60000000043,2013,2011,2011-2013
2746,0.015481671951348683,-0.7986462449991217,0.8141279169504704,30633.700000000514,2013,2011,2011-2013
2747,0.1779423995431562,-0.3835497178428685,0.5614921173860247,23317.40000000036,2013,2011,2011-2013
2748,-0.27035045237567934,0.7507257165018865,-1.0210761688775658,17401.00000000024,2013,2011,2011-2013
2749,2.3714713784675667,1.1891369895480801,1.1823343889194866,22650.900000000223,2013,2011,2011-2013
2753,-2.1116036274973284,-0.7890271457540021,-1.3225764817433263,4001.399999999996,2013,2011,2011-2013
2754,-1.0313899744289658,-2.342679874515441,1.311289900086475,18846.200000000204,2013,2011,2011-2013
2755,1.0506222100503853,2.2291576321259714,-1.1785354220755861,22627.100000000297,2013,2011,2011-2013
2757,0.5380344881266051,-0.20896942844875366,0.7470039165753588,12659.200000000052,2013,2011,2011-2013
2760,0.02207339915796141,-2.2040336145637696,2.226107013721731,13775.900000000072,2013,2011,2011-2013
2767,-1.3352265229846587,-0.2092385174852016,-1.125988005499457,4118.999999999988,2013,2011,2011-2013
2768,-0.5352513598892293,0.00046330214561407523,-0.5357146620348434,7892.599999999959,2013,2011,2011-2013
2772,-0.4947710684658765,-0.8203498036702542,0.32557873520437774,21788.100000000275,2013,2011,2011-2013
2853,-2.1485286490128415,-2.7290687840066736,0.5805401349938322,664.4999999999999,2013,2011,2011-2013
2863,0.016226413595381798,0.10003384265207345,-0.08380742905669165,7751.799999999966,2013,2011,2011-2013
101106,-1.5413926178210158,-1.0051145633986036,-0.5362780544224122,11572.8,2013,2011,2011-2013
101107,-0.632074773478723,0.031581478598441695,-0.6636562520771647,18761.300000000167,2013,2011,2011-2013
101108,3.0271036793242123,-1.2207729878576394,4.247876667181852,26440.600000000573,2013,2011,2011-2013
101109,2.737591620013486,1.5541554320469184,1.1834361879665676,23819.800000000283,2013,2011,2011-2013
101110,1.6585612814154818,1.7764982214044869,-0.11793693998900512,21598.600000000297,2013,2011,2011-2013
101111,-0.09217612630968061,0.7822107135713733,-0.8743868398810539,5765.299999999983,2013,2011,2011-2013
101112,4.126524374224807,0.6978469425575677,3.428677431667239,15849.50000000007,2013,2011,2011-2013
101114,2.614671163035296,1.2006079225796007,1.4140632404556952,26693.500000000407,2013,2011,2011-2013
101115,-2.671016595145997,-0.8813926153817935,-1.7896239797642037,10185.599999999997,2013,2011,2011-2013
101122,0.8409186021514746,0.017249976964636985,0.8236686251868376,11792.900000000063,2013,2011,2011-2013
101123,0.07560266487094593,-0.06961154556874212,0.14521421043968805,16796.300000000156,2013,2011,2011-2013
101124,-2.178146792300259,2.71686865556355,-4.895015447863809,3948.29999999999,2013,2011,2011-2013
101126,1.606420148117059,-0.17520191764520587,1.781622065762265,16151.700000000197,2013,2011,2011-2013
101127,-1.1209247430788878,0.7667090805180572,-1.887633823596945,24028.80000000052,2013,2011,2011-2013
101128,-1.2007636372862243,-0.5052851773340766,-0.6954784599521476,11816.700000000033,2013,2011,2011-2013
101130,-2.956212047616896,1.053174148162852,-4.009386195779748,4936.899999999987,2013,2011,2011-2013
101131,-0.8308246395435567,-1.3387374363972775,0.5079127968537208,14361.20000000005,2013,2011,2011-2013
101132,-0.48174115218838603,-1.1777760858865576,0.6960349336981715,5489.69999999998,2013,2011,2011-2013
101133,-2.273138905745959,-1.6013058912246558,-0.6718330145213032,14211.000000000073,2013,2011,2011-2013
101135,0.426877463400044,-0.0694981697913569,0.4963756331914009,29144.400000000423,2013,2011,2011-2013
101138,-0.6200679372674878,2.0686908333683562,-2.688758770635844,24554.200000000354,2013,2011,2011-2013
101139,1.1171037150375698,-0.38480599846822355,1.5019097135057933,13901.800000000057,2013,2011,2011-2013
101141,0.00023592622887408423,-0.5815942740685276,0.5818302002974017,20831.500000000324,2013,2011,2011-2013
101142,-3.2604031372371804,-0.6086854402454063,-2.651717696991774,6295.299999999978,2013,2011,2011-2013
101144,0.4430066332638519,1.0488327994734195,-0.6058261662095675,1739.0000000000018,2013,2011,2011-2013
101145,1.243039689141073,0.7874859250475476,0.45555376409352555,33261.900000000795,2013,2011,2011-2013
101150,0.12352060221785512,0.4907608257847086,-0.3672402235668535,16533.700000000164,2013,2011,2011-2013
101153,0.27052618577175064,0.6308974248068812,-0.3603712390351305,2507.400000000001,2013,2011,2011-2013
101154,-1.1688839042602381,-0.1620921292328033,-1.0067917750274349,14825.500000000093,2013,2011,2011-2013
101155,-3.0914504569490355,-1.4915466965128634,-1.599903760436172,1832.3000000000036,2013,2011,2011-2013
101161,1.1908601438264765,-2.043504432223193,3.2343645760496695,23366.700000000343,2013,2011,2011-2013
101162,-0.3536079705052698,-1.0144834454610543,0.6608754749557845,26228.300000000327,2013,2011,2011-2013
101179,-1.3645776738859878,-1.7851250400843641,0.4205473661983763,5450.599999999975,2013,2011,2011-2013
101181,0.9418719140759693,2.1997164284369726,-1.2578445143610033,24791.600000000453,2013,2011,2011-2013
101183,3.45701793345395,-1.2948101249961035,4.751828058450053,1163.2000000000005,2013,2011,2011-2013
101187,-0.538729413023543,0.7204861957725273,-1.2592156087960702,14296.100000000048,2013,2011,2011-2013
101189,1.1033275106798324,-0.28781708682807683,1.391144597507909,1019.8000000000006,2013,2011,2011-2013
101198,-1.3797378708983876,0.8297428395609581,-2.2094807104593457,11268.40000000002,2013,2011,2011-2013
101236,-0.8871734988335247,-1.815963651682228,0.9287901528487033,11942.100000000044,2013,2011,2011-2013
101249,-0.755870614819088,-0.4327253641925206,-0.3231452506265674,8223.999999999945,2013,2011,2011-2013
200745,-0.7697162916326278,1.7511584164992484,-2.5208747081318763,12549.700000000072,2013,2011,2011-2013
200746,0.6345000022158717,-1.5386501091498317,2.1731501113657035,28508.40000000051,2013,2011,2011-2013
200748,-1.5884666309110544,0.49855994827612343,-2.087026579187178,5351.999999999975,2013,2011,2011-2013
200749,-2.8722099952168803,0.6760644621002082,-3.5482744573170883,4916.199999999987,2013,2011,2011-2013
200751,0.6108863778775342,0.16996913508288392,0.4409172427946503,25598.200000000357,2013,2011,2011-2013
200752,-0.1645197449976892,-0.0035074698149582216,-0.16101227518273098,29891.600000000573,2013,2011,2011-2013
200755,1.8736517739312395,1.449615505271338,0.4240362686599015,20181.50000000028,2013,2011,2011-2013
200757,0.23633052854529019,-0.9183787659700565,1.1547092945153468,18927.500000000207,2013,2011,2011-2013
200758,-0.37768327025479853,0.0998815626304384,-0.47756483288523693,10255.999999999976,2013,2011,2011-2013
200761,-0.5044543167511591,-1.5927767089771885,1.0883223922260292,5074.799999999992,2013,2011,2011-2013
200765,0.3633507193140305,0.22380700953352975,0.13954370978050076,16991.100000000148,2013,2011,2011-2013
200768,1.1917406264874038,-0.6751033913848555,1.8668440178722592,25304.200000000463,2013,2011,2011-2013
200769,-1.3914243909339532,1.3280979541969589,-2.719522345130912,12144.700000000026,2013,2011,2011-2013
200770,1.4418401235110567,1.146627500318222,0.2952126231928347,7031.9999999999745,2013,2011,2011-2013
200777,-2.701773635361131,-1.5420088138768322,-1.1597648214842988,4806.499999999992,2013,2011,2011-2013
200778,-1.6823197599994226,4.581721251519059,-6.264041011518481,1673.900000000002,2013,2011,2011-2013
200779,1.8046896244564417,-0.19171034319050323,1.9963999676469448,12390.300000000045,2013,2011,2011-2013
200780,-3.139770027367756,1.353574479332952,-4.4933445067007085,1559.9000000000015,2013,2011,2011-2013
200782,-0.8450236433027949,0.12021856530006476,-0.9652422086028597,17890.300000000127,2013,2011,2011-2013
200783,-1.1066725104991444,0.2956341879909945,-1.402306698490139,1835.700000000002,2013,2011,2011-2013
200789,-0.8710615234766342,0.798292056105252,-1.6693535795818861,7288.499999999963,2013,2011,2011-2013
200794,-0.2107088457784395,-0.1436348150574704,-0.06707403072096912,27218.6000000005,2013,2011,2011-2013
200797,-1.5242531135805426,-2.782366572922241,1.2581134593416983,6581.599999999955,2013,2011,2011-2013
200811,-2.6571742246246997,-0.8119881806571468,-1.8451860439675527,5173.79999999997,2013,2011,2011-2013
200826,-0.7618854183141174,0.04270324576516979,-0.8045886640792872,16983.40000000017,2013,2011,2011-2013
200839,0.15585064377717373,-2.060838589363753,2.2166892331409267,924.6000000000001,2013,2011,2011-2013
201041,-2.2064934298638685,-0.030411532690552735,-2.176081897173316,1399.8000000000018,2013,2011,2011-2013
201141,-3.4431776598000052,0.7484449272806204,-4.191622587080626,826.0999999999999,2013,2011,2011-2013
201142,2.850750040497313,0.2076899821394313,2.643060058357882,35406.800000000396,2013,2011,2011-2013
201143,0.6292820916570057,-0.03653930775029687,0.6658213994073026,15643.30000000011,2013,2011,2011-2013
201144,3.053036524315029,-0.6425288278689003,3.6955653521839293,28163.800000000403,2013,2011,2011-2013
201145,-1.6084770000842261,0.4165335328164732,-2.0250105329006995,19895.900000000183,2013,2011,2011-2013
201146,-3.317233035820933,-0.0890101796770293,-3.228222856143904,836.2000000000004,2013,2011,2011-2013
201147,0.2654326593419424,-0.2657821017415716,0.531214761083514,24754.50000000036,2013,2011,2011-2013
201148,0.41353266709977043,0.40189182825943076,0.011640838840339673,11949.400000000054,2013,2011,2011-2013
201149,-0.15907986397602622,-1.9147617810053137,1.7556819170292874,27570.100000000362,2013,2011,2011-2013
201150,-1.5426571341545479,0.6258338501471126,-2.1684909843016604,22411.20000000024,2013,2011,2011-2013
201152,0.6362954066044945,-0.6215187085574487,1.2578141151619433,28260.100000000446,2013,2011,2011-2013
201155,0.2475499219244312,0.9596495451246978,-0.7120996232002665,22762.80000000049,2013,2011,2011-2013
201156,0.15564429722277096,-0.29372254437157114,0.4493668415943421,19867.10000000025,2013,2011,2011-2013
201158,0.1375526598350207,2.122455779729671,-1.9849031198946503,22649.900000000387,2013,2011,2011-2013
201160,-1.0561423802018957,-0.8957698988679366,-0.1603724813339591,10115.199999999986,2013,2011,2011-2013
201161,-1.2148586452086525,0.842426152390008,-2.0572847975986606,5643.499999999982,2013,2011,2011-2013
201162,-0.4905395798256649,0.07012725837020517,-0.56066683819587,23632.000000000444,2013,2011,2011-2013
201163,1.0186788421801016,0.48516859897116765,0.533510243208934,13414.200000000037,2013,2011,2011-2013
201164,-0.5228030962644515,0.5983538768638863,-1.121156973128338,2855.4999999999973,2013,2011,2011-2013
201166,1.0681641646280053,1.5290774140016627,-0.4609132493736574,10457.600000000019,2013,2011,2011-2013
201167,-0.061311132396654006,2.4721652072900144,-2.5334763396866684,27184.70000000034,2013,2011,2011-2013
201168,0.10996972858648585,-2.5168776247744993,2.626847353360985,17240.40000000009,2013,2011,2011-2013
201171,-0.8802250478130377,-0.09514824924806536,-0.7850767985649723,12181.50000000008,2013,2011,2011-2013
201175,-1.2212638058901426,-1.1170975149974123,-0.10416629089273033,15792.300000000063,2013,2011,2011-2013
201177,0.2329765551584149,0.6213318920086079,-0.3883553368501931,17335.100000000133,2013,2011,2011-2013
201187,-1.941513343652895,0.5500928648715753,-2.4916062085244706,5892.399999999978,2013,2011,2011-2013
201188,-0.8217982340059539,-1.286200069533107,0.4644018355271532,27054.300000000436,2013,2011,2011-2013
201189,-1.8362060571583394,1.4661292266650625,-3.302335283823402,6393.499999999974,2013,2011,2011-2013
201196,0.004501884834455868,0.3352441751368819,-0.330742290302426,22233.60000000046,2013,2011,2011-2013
201202,-1.5629738580136052,-0.8000479286724517,-0.7629259293411536,8136.499999999954,2013,2011,2011-2013
201228,-0.03141487169411454,-0.9497532083301611,0.9183383366360466,15027.900000000081,2013,2011,2011-2013
201229,0.2219547473363092,-0.9106550109243249,1.132609758260634,12378.300000000067,2013,2011,2011-2013
201274,-1.8466982050279177,-1.8736782664867369,0.02698006145881915,7699.399999999963,2013,2011,2011-2013
201563,-1.4408641390016288,1.9176096609637714,-3.3584737999654,13827.70000000006,2013,2011,2011-2013
201564,-0.9190578635493647,0.27481632883744056,-1.1938741923868053,23931.700000000426,2013,2011,2011-2013
201565,1.8926392939931056,-0.2551318209955984,2.147771114988704,6603.099999999969,2013,2011,2011-2013
201566,1.7420649038252347,-0.8529657616329573,2.595030665458192,26776.300000000367,2013,2011,2011-2013
201567,1.4603265780913026,-0.22509110053410414,1.6854176786254067,22852.20000000031,2013,2011,2011-2013
201568,1.1585142009747975,-0.7682318495638811,1.9267460505386786,14764.000000000078,2013,2011,2011-2013
201569,1.1766085377819049,2.8888888799153816,-1.7122803421334767,14361.400000000089,2013,2011,2011-2013
201571,0.8401162093481136,1.8562113016901474,-1.0160950923420338,17679.400000000118,2013,2011,2011-2013
201572,-0.5119562610654652,-0.6013682387406813,0.08941197767521614,11170.600000000028,2013,2011,2011-2013
201573,0.5007466677732341,0.9494184079411776,-0.44867174016794353,16121.700000000128,2013,2011,2011-2013
201574,0.5331912878533878,0.6238207959126892,-0.09062950805930148,23915.600000000333,2013,2011,2011-2013
201575,0.25074242497130217,0.9063806168892905,-0.6556381919179883,8534.099999999962,2013,2011,2011-2013
201576,-1.6351183970800314,0.29625470363996276,-1.9313731007199941,5740.599999999983,2013,2011,2011-2013
201577,-1.2235089041053502,-1.2021173937834075,-0.02139151032194264,22037.20000000027,2013,2011,2011-2013
201578,-2.5138069806217973,0.582619221140014,-3.0964262017618114,14319.500000000075,2013,2011,2011-2013
