player_id,o_rapm,d_rapm,net_rapm,possessions,end_season,start_season,stint_years
203475,0.05155101992066358,-0.3029465840008152,0.3544976039214788,1719.1000000000029,2014,2012,2012-2014
203476,-1.9021082787346872,-0.31865874908703734,-1.5834495296476498,12231.30000000005,2014,2012,2012-2014
203477,-0.14750088246908558,-0.18560875967387325,0.03810787720478767,4884.599999999986,2014,2012,2012-2014
203479,1.3350850901971532,-0.4909371760674073,1.8260222662645604,703.2000000000003,2014,2012,2012-2014
203481,-0.35553332936260956,-0.2838728703221104,-0.07166045904049917,3778.1999999999903,2014,2012,2012-2014
203482,1.2167696617322916,-0.6862729912906056,1.9030426530228972,11479.300000000021,2014,2012,2012-2014
203484,0.9102123964933241,-0.918266757496503,1.828479153989827,16862.300000000152,2014,2012,2012-2014
203485,0.9109745285616593,-1.5249322362192026,2.435906764780862,3137.799999999997,2014,2012,2012-2014
203486,-1.2857599175554213,1.0402531688865975,-2.3260130864420185,11794.300000000003,2014,2012,2012-2014
203487,-0.31969910747259705,-0.7849003173896465,0.46520120991704944,18822.90000000023,2014,2012,2012-2014
203488,-0.3437129213256175,0.11950936563822005,-0.46322228696383755,2855.599999999997,2014,2012,2012-2014
203489,0.10478892106005261,-1.178673398686421,1.2834623197464736,6091.199999999973,2014,2012,2012-2014
203490,0.5768389893738812,-0.6033300282918707,1.1801690176657518,6903.0999999999585,2014,2012,2012-2014
203491,-1.8893384565965465,3.0574020144098606,-4.946740471006407,875.400000000001,2014,2012,2012-2014
203492,0.3226640702783849,1.7090982704767963,-1.3864342001984113,9473.199999999972,2014,2012,2012-2014
203493,-2.3374825979437874,-1.652109481287459,-0.6853731166563284,2938.199999999999,2014,2012,2012-2014
203495,-0.16890723482713213,0.47758800843070853,-0.6464952432578407,1116.1000000000006,2014,2012,2012-2014
203496,2.2145482520632362,-1.2932059088564674,3.5077541609197036,8067.299999999949,2014,2012,2012-2014
203497,-3.606168113259797,-2.7191221987189165,-0.8870459145408804,10083.49999999998,2014,2012,2012-2014
203498,-0.6134236619892889,0.9863248727669287,-1.5997485347562175,4801.499999999994,2014,2012,2012-2014
203499,-0.7271313589407836,0.6989919996633829,-1.4261233586041664,9127.299999999968,2014,2012,2012-2014
203500,-1.9623349632896536,0.7175243052873899,-2.6798592685770437,11951.199999999999,2014,2012,2012-2014
203501,-0.8369302630991868,1.6505489305576222,-2.4874791936568093,13930.800000000094,2014,2012,2012-2014
203503,-0.3749324578374726,0.8358196779663641,-1.2107521358038367,10278.800000000001,2014,2012,2012-2014
203504,1.7122422036501161,2.745817575182485,-1.0335753715323688,17621.500000000226,2014,2012,2012-2014
203506,-0.5022102593108088,0.8804683674410487,-1.3826786267518574,19998.60000000024,2014,2012,2012-2014
203507,0.7953814578902141,-0.647147662421928,1.442529120312142,17693.400000000147,2014,2012,2012-2014
203508,0.7090892918871727,-0.06319453536356869,0.7722838272507414,2818.9,2014,2012,2012-2014
203515,-0.6355606366645543,-0.6934131177190799,0.05785248105452556,6934.199999999957,2014,2012,2012-2014
203516,-0.26809296579863023,-1.4421298350184484,1.1740368692198182,4065.1999999999916,2014,2012,2012-2014
203517,-3.911931624342532,1.2862290943453312,-5.198160718687863,614.6999999999997,2014,2012,2012-2014
203521,1.4116576830986345,-1.5362826832483893,2.947940366347024,10375.400000000009,2014,2012,2012-2014
203524,0.21482229389071258,3.1789908220544403,-2.964168528163728,10058.799999999976,2014,2012,2012-2014
203527,1.6929561942519813,0.863795619837963,0.8291605744140182,10260.799999999985,2014,2012,2012-2014
203530,-4.702315809164868,1.0376185367843336,-5.739934345949202,1129.7000000000007,2014,2012,2012-2014
203539,0.528202437281895,1.7155366623402433,-1.1873342250583483,1344.1000000000006,2014,2012,2012-2014
203540,0.9514970161649761,-2.822690172906109,3.7741871890710854,1797.700000000002,2014,2012,2012-2014
203543,-3.5154814353186175,-0.5612186491444258,-2.9542627861741915,1913.7000000000019,2014,2012,2012-2014
203544,0.6358298026584722,-2.285243484739974,2.921073287398446,7812.7999999999165,2014,2012,2012-2014
203545,-1.6036255850859669,-0.19288413652434874,-1.410741448561618,1948.1000000000033,2014,2012,2012-2014
203546,0.553941021556618,-0.7827750901822426,1.3367161117388604,1466.4000000000024,2014,2012,2012-2014
203561,-0.14308557897854934,0.48182813319549805,-0.6249137121740473,4165.899999999993,2014,2012,2012-2014
203569,-1.3098588068552046,0.07823082238357681,-1.3880896292387814,525.1999999999996,2014,2012,2012-2014
203580,-2.135625284424509,0.3745950602272316,-2.5102203446517404,866.0000000000002,2014,2012,2012-2014
203584,0.30702732157349155,1.2008932711073155,-0.8938659495338239,1904.7000000000023,2014,2012,2012-2014
203798,0.17804545898699584,0.9367110559282287,-0.7586655969412328,2730.2999999999984,2014,2012,2012-2014
203894,-1.1948496246065803,0.18614193539757568,-1.380991560004156,3817.899999999996,2014,2012,2012-2014
203897,-1.3142235360053736,1.331972605766369,-2.6461961417717426,7690.899999999961,2014,2012,2012-2014
203898,-1.1162821623690817,0.7162078542817468,-1.8324900166508287,1660.8000000000022,2014,2012,2012-2014
203900,0.4491889863846215,1.5238641726404403,-1.0746751862558188,3122.999999999998,2014,2012,2012-2014
203901,0.8262369041832189,0.20592475567416016,0.6203121485090588,9890.400000000001,2014,2012,2012-2014
203903,0.23950046901766292,2.15068532395554,-1.911184854937877,5731.699999999981,2014,2012,2012-2014
203906,-0.06474969449056998,-0.960534869520652,0.895785175030082,869.1000000000003,2014,2012,2012-2014
203909,-2.4274205100953115,-1.6322955560008705,-0.795124954094441,5593.399999999977,2014,2012,2012-2014
203910,-2.7705902936953377,0.8554761878924978,-3.6260664815878356,1108.4000000000005,2014,2012,2012-2014
203913,-0.40642046682003036,1.6597734593378297,-2.06619392615786,2275.7000000000016,2014,2012,2012-2014
203914,-0.992212206864197,2.204033592072139,-3.196245798936336,3018.1000000000013,2014,2012,2012-2014
203915,-2.9876850929560077,-0.3207248431368501,-2.666960249819158,1776.1000000000022,2014,2012,2012-2014
203917,0.38509567564613056,1.3792227008912974,-0.9941270252451668,4599.899999999982,2014,2012,2012-2014
203918,0.4988708771542277,-2.44117822056816,2.9400490977223876,4078.1999999999916,2014,2012,2012-2014
203919,0.9429445272574521,0.011896507811618587,0.9310480194458336,1005.0000000000007,2014,2012,2012-2014
203921,-1.516142684487028,-0.6166737884736497,-0.8994688960133783,2502.3999999999974,2014,2012,2012-2014
203922,2.989603396217657,-1.907918448148776,4.897521844366433,1099.1000000000013,2014,2012,2012-2014
203923,-0.7810880251819644,1.2249024945379792,-2.0059905197199437,1376.8000000000004,2014,2012,2012-2014
203924,-1.042979298233371,-1.6049926470370293,0.5620133488036583,5685.799999999969,2014,2012,2012-2014
203925,-0.5486700823741952,3.213641157741027,-3.7623112401152223,1936.800000000003,2014,2012,2012-2014
203926,-2.223862454787448,3.5230928059339215,-5.74695526072137,1253.400000000001,2014,2012,2012-2014
203928,1.3550338807083342,-5.5565647157196425,6.911598596427977,2150.5000000000014,2014,2012,2012-2014
203932,-1.3812400655307189,-0.1682118366906195,-1.2130282288400993,3205.499999999995,2014,2012,2012-2014
203933,-0.2666404308576361,0.39454945486414456,-0.6611898857217806,2504.5999999999976,2014,2012,2012-2014
203935,1.2109585516985037,-0.5538269652758318,1.7647855169743356,7277.699999999965,2014,2012,2012-2014
203937,-1.5947313449140021,1.1889896012503853,-2.7837209461643875,1407.5000000000018,2014,2012,2012-2014
203939,0.016642724219703624,-0.3683255923667246,0.3849683165864282,980.0000000000005,2014,2012,2012-2014
203940,-1.2647722543325997,3.1634802626163543,-4.4282525169489535,2903.9999999999964,2014,2012,2012-2014
203943,-2.4995088102106027,0.19031899656526258,-2.6898278067758654,995.3000000000001,2014,2012,2012-2014
203948,-4.469506757694503,1.2176822485211851,-5.687189006215688,1442.1000000000008,2014,2012,2012-2014
203949,3.3666186901804203,0.1355114462218063,3.231107243958614,586.9,2014,2012,2012-2014
203950,-1.862426499995605,-3.443924617011905,1.5814981170163,529.4999999999999,2014,2012,2012-2014
203952,-0.535173028025981,0.974320104929496,-1.5094931329554768,11983.80000000005,2014,2012,2012-2014
203953,-1.3561270452162801,2.094796022357513,-3.450923067573793,3015.9999999999995,2014,2012,2012-2014
203955,0.6151346126998432,1.6252639407177878,-1.0101293280179446,671.7999999999998,2014,2012,2012-2014
203956,0.5176246349468748,-1.0282849251638702,1.5459095601107449,2037.300000000003,2014,2012,2012-2014
203957,1.514736865096234,-0.5917370851532,2.106473950249434,6898.399999999957,2014,2012,2012-2014
203960,-2.040100881115167,1.36983305102332,-3.409933932138487,4753.299999999983,2014,2012,2012-2014
203994,-1.0086519928876967,-3.7080712121716366,2.69941921928394,4526.899999999994,2014,2012,2012-2014
204014,1.496915287800923,-0.022725906201639487,1.5196411940025625,4109.8999999999905,2014,2012,2012-2014
204020,-0.8492826117630129,-0.4283675114615121,-0.4209151003015008,2413.9000000000005,2014,2012,2012-2014
204025,1.7014472865623835,-0.2950825034492376,1.9965297900116212,967.9000000000002,2014,2012,2012-2014
204028,-0.8724036778284446,-0.7038717499118036,-0.16853192791664107,4630.099999999985,2014,2012,2012-2014
204037,-0.7464547536690956,-1.9045052195491434,1.1580504658800477,2571.6000000000017,2014,2012,2012-2014
204038,1.0661721980810501,-0.5188641277551431,1.5850363258361932,5644.69999999998,2014,2012,2012-2014
204060,-1.0656039383240525,-0.15651072030299024,-0.9090932180210622,6387.299999999956,2014,2012,2012-2014
708,-0.9807178805715517,-1.4397118077693223,0.45899392719777055,9905.499999999973,2015,2013,2013-2015
951,1.003356321318392,0.5020191008400177,0.5013372204783744,7408.699999999962,2015,2013,2013-2015
959,-0.34763331714307116,1.946292032764357,-2.293925349907428,1312.3000000000004,2015,2013,2013-2015
965,0.6636910163989423,-0.27423995326337836,0.9379309696623207,5739.399999999971,2015,2013,2013-2015
977,0.40959254648458926,2.932186290499487,-2.5225937440148978,13228.900000000041,2015,2013,2013-2015
979,-3.6715844371890585,0.7467981648459487,-4.418382602035007,3512.8999999999937,2015,2013,2013-2015
1495,-0.7606496823926789,-0.5226703078589586,-0.2379793745337203,23052.500000000375,2015,2013,2013-2015
1497,-0.47758327417059243,-0.10110375013097554,-0.3764795240396169,1252.4000000000015,2015,2013,2013-2015
1712,-0.21242739889937248,-3.798574937686865,3.5861475387874924,984.4000000000004,2015,2013,2013-2015
1713,0.07952545745067598,-1.0074214215372514,1.0869468789879275,16186.700000000137,2015,2013,2013-2015
1717,3.463308904313204,0.5816568171117054,2.8816520872014983,28531.700000000554,2015,2013,2013-2015
1718,-0.16147332035744855,0.6367927802293469,-0.7982661005867955,20455.200000000266,2015,2013,2013-2015
1733,0.4213680542684162,-2.521598206159543,2.9429662604279594,2029.8000000000045,2015,2013,2013-2015
1737,-3.9249291817813363,-2.4521277741622347,-1.4728014076191016,2655.100000000001,2015,2013,2013-2015
1740,0.589970119577486,-0.6435344593391682,1.233504578916654,3683.5999999999945,2015,2013,2013-2015
1882,-1.053255978121902,-0.6353528784967487,-0.41790309962515326,8412.399999999952,2015,2013,2013-2015
1889,1.7007156314427097,-0.3677844189853759,2.0685000504280855,10502.800000000005,2015,2013,2013-2015
1890,-0.5962034605858276,0.7818649076767468,-1.3780683682625745,13926.60000000005,2015,2013,2013-2015
1891,0.05528920944354033,-0.3156606350291004,0.37094984447264073,14321.800000000112,2015,2013,2013-2015
1897,-1.6399715343031744,-2.171716348395412,0.5317448140922376,3877.0999999999876,2015,2013,2013-2015
1905,-2.5109876391255477,0.2237720617609809,-2.7347597008865288,3528.8999999999983,2015,2013,2013-2015
1938,1.3744284412111971,-2.039450547608973,3.41387898882017,17209.900000000267,2015,2013,2013-2015
2030,-0.10187327532435096,-2.3471616250134355,2.2452883496890848,2776.1999999999966,2015,2013,2013-2015
2034,-1.3397335010538338,2.2429671325716343,-3.582700633625468,10879.200000000012,2015,2013,2013-2015
2037,-0.5535670547403497,0.32127398147624986,-0.8748410362165996,24025.500000000593,2015,2013,2013-2015
2045,2.0477129009705988,1.0085041505601233,1.0392087504104754,4266.9999999999845,2015,2013,2013-2015
2199,-1.32219119747732,-0.5227715169613851,-0.7994196805159348,22034.000000000244,2015,2013,2013-2015
2200,-0.5822415813848487,1.0434197723260499,-1.6256613537108986,27862.300000000516,2015,2013,2013-2015
2202,-0.35854937971726597,-1.1075309628535779,0.7489815831363119,1652.2000000000025,2015,2013,2013-2015
2203,0.6052922025966028,0.014727513585990242,0.5905646890106125,5697.39999999998,2015,2013,2013-2015
2207,2.06059031516897,0.8976472990354354,1.1629430161335346,31365.10000000054,2015,2013,2013-2015
2210,-1.7045574997343724,0.9498100422968557,-2.654367542031228,18641.400000000307,2015,2013,2013-2015
2215,0.3415987810443878,2.166073445279331,-1.8244746642349434,683.6000000000001,2015,2013,2013-2015
2216,1.0923823198902902,0.21017055155067058,0.8822117683396197,27007.00000000058,2015,2013,2013-2015
2222,-0.8233789417255445,-0.5553137768572073,-0.2680651648683372,6803.399999999969,2015,2013,2013-2015
2223,-3.4735884111465443,-1.199192844007861,-2.2743955671386833,8435.39999999997,2015,2013,2013-2015
2225,0.5185112129634063,2.7307243572011286,-2.2122131442377224,23056.900000000333,2015,2013,2013-2015
2248,-0.8353357075018374,-0.8698848868708976,0.03454917936906021,650.6999999999996,2015,2013,2013-2015
2365,-2.0067809713685056,-1.291402329950241,-0.7153786414182646,11271.00000000001,2015,2013,2013-2015
2399,1.7287196212619726,0.10521931401107608,1.6235003072508967,19826.30000000023,2015,2013,2013-2015
2400,-1.2552378645524787,0.3548177312419057,-1.6100555957943843,6155.199999999971,2015,2013,2013-2015
2403,-0.08448795275846244,-1.9108252387887978,1.8263372860303355,17233.500000000204,2015,2013,2013-2015
2405,-1.6617559594101603,0.8514527813649239,-2.513208740775084,13326.40000000003,2015,2013,2013-2015
2406,-0.5902331878683783,1.7064773493927234,-2.296710537261102,12606.900000000058,2015,2013,2013-2015
2419,-1.8146389736942932,0.21288917586840453,-2.0275281495626976,18393.10000000024,2015,2013,2013-2015
2422,-3.4083989722327677,0.3727608960756447,-3.7811598683084124,7855.1999999999425,2015,2013,2013-2015
2427,2.1791929540831525,1.9366109608395137,0.24258199324363883,1009.1000000000005,2015,2013,2013-2015
2430,-1.9792618319680568,1.638946503949385,-3.6182083359174415,15047.800000000125,2015,2013,2013-2015
2440,0.6085538207721044,0.3870535301680067,0.2215002906040977,25111.700000000452,2015,2013,2013-2015
2446,-0.23380845101328893,0.16102865034836542,-0.39483710136165434,9101.099999999964,2015,2013,2013-2015
2449,0.04078650021052722,0.4168114958884214,-0.3760249956778942,18323.300000000218,2015,2013,2013-2015
2457,-0.0856908354805884,3.4107475696268863,-3.4964384051074746,1216.8000000000002,2015,2013,2013-2015
2501,-2.1418174581111566,-0.48470229775793344,-1.6571151603532233,6587.3999999999505,2015,2013,2013-2015
2544,3.6142648186335187,-0.9185071131119767,4.532771931745495,31724.500000000633,2015,2013,2013-2015
2546,2.7568780881276957,-0.08477145670108932,2.841649544828785,26847.500000000466,2015,2013,2013-2015
2547,-0.14201335339221643,-0.19206064371019105,0.05004729031797461,22446.100000000304,2015,2013,2013-2015
2548,0.20310269519821708,1.055793629541507,-0.8526909343432898,23469.900000000376,2015,2013,2013-2015
2549,-2.4386238289275313,-0.03757153223428422,-2.401052296693247,8980.899999999961,2015,2013,2013-2015
2550,-1.1415092178786392,-1.5937377998413482,0.452228581962709,17036.900000000194,2015,2013,2013-2015
2555,0.22700717266096673,-1.548249248753418,1.7752564214143849,12678.000000000035,2015,2013,2013-2015
2557,-0.3858471888722925,2.0664318826810746,-2.452279071553367,7092.599999999959,2015,2013,2013-2015
2561,0.11379808843389749,-0.8966205020763509,1.0104185905102483,22504.700000000437,2015,2013,2013-2015
2563,-2.828516643629146,3.6003365845180646,-6.428853228147211,674.6999999999999,2015,2013,2013-2015
2564,0.5012651110346619,0.2879069927851743,0.21335811824948758,21075.500000000386,2015,2013,2013-2015
2566,-1.4689382394690094,-0.19915553593471977,-1.2697827035342897,4302.999999999988,2015,2013,2013-2015
2570,-2.792428803643607,1.0425200561812555,-3.8349488598248627,11550.70000000001,2015,2013,2013-2015
2571,0.34115065723699795,0.010259723743831706,0.33089093349316623,10020.599999999986,2015,2013,2013-2015
2581,-0.02697149346840484,-0.1545489862258389,0.12757749275743407,16032.500000000124,2015,2013,2013-2015
2584,-1.9718042514520264,-1.7953769183410024,-0.176427333111024,7261.09999999994,2015,2013,2013-2015
2585,-1.6593621259501514,-0.5723615988200418,-1.0870005271301095,19751.600000000206,2015,2013,2013-2015
2588,0.8774370249112227,0.7655831676962145,0.11185385721500818,7148.999999999972,2015,2013,2013-2015
2590,-0.5188280480207802,0.6016576273340554,-1.1204856753548356,18278.200000000146,2015,2013,2013-2015
2592,-1.0437933045420587,1.5242481421332401,-2.5680414466752985,5288.699999999984,2015,2013,2013-2015
2594,3.809352664824007,-1.1101761916439152,4.919528856467922,28745.300000000607,2015,2013,2013-2015
2617,-3.1182709098786687,1.4258519864245691,-4.544122896303238,7318.699999999954,2015,2013,2013-2015
2730,-1.0763014039807415,-1.8101106658389163,0.7338092618581749,24103.600000000402,2015,2013,2013-2015
2732,-2.4143240167729103,-0.2633255069769871,-2.150998509795923,4220.899999999987,2015,2013,2013-2015
2733,0.2290694030270735,-0.42014502336066384,0.6492144263877373,19676.10000000033,2015,2013,2013-2015
2734,0.22328684917539549,-0.45800216910608677,0.6812890182814823,15341.700000000163,2015,2013,2013-2015
2736,1.1665249112383769,-0.10883609097783478,1.2753610022162116,27520.000000000535,2015,2013,2013-2015
2738,0.5679368302723863,-1.7682211908895265,2.336158021161913,24084.300000000516,2015,2013,2013-2015
2742,-3.364359329182196,-0.5956860669221576,-2.7686732622600383,1250.1000000000013,2015,2013,2013-2015
2743,-1.5749556907980926,-0.15250846895854187,-1.4224472218395507,14116.700000000137,2015,2013,2013-2015
2744,-0.5157924860695858,0.7390624787815475,-1.2548549648511333,21570.300000000294,2015,2013,2013-2015
2746,-1.8403917508895677,-0.45810846263240745,-1.3822832882571603,24353.500000000357,2015,2013,2013-2015
2747,0.40390158686765,1.026520994420823,-0.6226194075531729,26722.700000000477,2015,2013,2013-2015
2748,0.8342473853889374,-0.4350513493481045,1.269298734737042,6298.899999999971,2015,2013,2013-2015
2749,0.8886106692633923,2.132434583410379,-1.243823914146987,18245.20000000021,2015,2013,2013-2015
2754,-0.12106429680312121,-2.343499758873659,2.2224354620705378,17771.400000000187,2015,2013,2013-2015
2755,-0.3220027262570358,2.55539809106629,-2.8774008173233256,18799.500000000222,2015,2013,2013-2015
2756,0.23168131826132568,0.593078887419656,-0.3613975691583303,3658.899999999998,2015,2013,2013-2015
2757,0.4276940098492987,1.7102935983001488,-1.28259958845085,11015.700000000012,2015,2013,2013-2015
2760,-0.4371775149449181,-1.1116029088317723,0.6744253938868542,11495.500000000031,2015,2013,2013-2015
2772,-0.5003722168417474,0.4323941953395888,-0.9327664121813362,34706.400000000496,2015,2013,2013-2015
2853,-2.9882443357552937,0.13547059241024206,-3.1237149281655356,555.7999999999997,2015,2013,2013-2015
101106,-1.7874865675655167,-1.512138359125273,-0.27534820844024366,19237.500000000193,2015,2013,2013-2015
101107,2.075524064794978,1.101528217467862,0.973995847327116,23394.600000000344,2015,2013,2013-2015
101108,3.920822453548193,-1.8745620262869807,5.795384479835174,30186.90000000066,2015,2013,2013-2015
101109,0.33902059726363776,1.227091055323944,-0.8880704580603063,17427.00000000022,2015,2013,2013-2015
101110,0.2396577017962158,2.538342197826035,-2.2986844960298196,9881.399999999998,2015,2013,2013-2015
101111,-0.3538485215465707,2.1005035956520546,-2.454352117198625,6206.799999999967,2015,2013,2013-2015
101112,1.7790318085293542,0.6994671771775327,1.0795646313518215,21223.300000000254,2015,2013,2013-2015
101114,0.37095743839043155,-0.4088359257477849,0.7797933641382164,24440.40000000042,2015,2013,2013-2015
101115,-3.651465968872023,-0.06521600267197608,-3.586249966200047,2067.100000000002,2015,2013,2013-2015
101122,-0.8527280339710385,-0.27810529580417176,-0.5746227381668667,5680.599999999966,2015,2013,2013-2015
101123,0.545398486267933,1.087030295338393,-0.54163180907046,21509.80000000033,2015,2013,2013-2015
101126,-0.9983098074168103,-1.5683456038211456,0.5700357964043353,5967.099999999978,2015,2013,2013-2015
101127,-2.052506782610132,1.045747758365699,-3.098254540975831,21817.30000000029,2015,2013,2013-2015
101128,-0.8273337772229801,-0.5942555082680813,-0.2330782689548988,5273.299999999983,2015,2013,2013-2015
101131,-2.337038815312199,-0.7717501434829133,-1.5652886718292855,5377.799999999978,2015,2013,2013-2015
101133,-2.870600435838008,-1.317996044180039,-1.552604391657969,16667.600000000108,2015,2013,2013-2015
101135,-2.5213452493469717,-0.0884389645144457,-2.432906284832526,16672.000000000142,2015,2013,2013-2015
101138,-0.6615289185231086,0.3714167186307972,-1.0329456371539059,22099.600000000366,2015,2013,2013-2015
101139,0.9685988327493681,-0.5656643231608807,1.5342631559102489,17258.100000000166,2015,2013,2013-2015
101141,-1.335482294258736,0.9107491943640232,-2.2462314886227595,18778.300000000167,2015,2013,2013-2015
101142,-2.0921138186177237,0.16672733105898827,-2.258841149676712,2526.7000000000016,2015,2013,2013-2015
101145,1.3979359105266147,-0.8254997622852809,2.2234356728118954,34277.70000000062,2015,2013,2013-2015
101150,0.19816074194882746,2.18668437193183,-1.9885236299830025,21634.500000000353,2015,2013,2013-2015
101154,0.12998750701531822,0.2673868000832269,-0.13739929306790868,6378.599999999977,2015,2013,2013-2015
101161,-0.5786992061866045,-1.018904056248659,0.44020485006205456,23791.300000000338,2015,2013,2013-2015
101162,0.10975314866831591,-1.9756319342273303,2.0853850828956464,29342.700000000586,2015,2013,2013-2015
101179,-0.08269380441518771,-1.6573658102549,1.5746720058397123,10376.699999999993,2015,2013,2013-2015
101181,0.21012636295359183,2.818222750450947,-2.6080963874973553,22567.50000000025,2015,2013,2013-2015
101183,-1.6567403120073039,-2.8463629647933013,1.1896226527859974,905.8000000000004,2015,2013,2013-2015
101187,-0.6635132739219741,-1.8921906291878468,1.2286773552658725,14557.600000000086,2015,2013,2013-2015
101198,-0.9596832720445545,1.0019123929989793,-1.9615956650435338,4627.799999999986,2015,2013,2013-2015
101236,0.6900059227726074,-1.9314511396992935,2.621457062471901,4060.9999999999895,2015,2013,2013-2015
101249,-4.28842564107416,-0.3259373451841233,-3.962488295890037,3381.3999999999933,2015,2013,2013-2015
200745,-2.547351710221512,3.0967763258969176,-5.644128036118429,10281.300000000017,2015,2013,2013-2015
200746,0.6506016732614306,-0.7064263258051626,1.3570279990665932,28732.700000000616,2015,2013,2013-2015
200751,0.07675068406756476,0.03679494035455407,0.03995574371301069,21658.2000000004,2015,2013,2013-2015
200752,0.6362918002983776,1.3841279533609692,-0.7478361530625915,29904.600000000635,2015,2013,2013-2015
200755,1.5669005111206453,-0.43524325322119084,2.0021437643418363,22117.80000000033,2015,2013,2013-2015
200757,-1.0794664105605167,-1.7666598880572455,0.6871934774967288,17319.000000000276,2015,2013,2013-2015
200758,-1.117718126244789,3.6428987600588587,-4.760616886303648,654.2,2015,2013,2013-2015
200761,0.12920988105388267,-0.1165380078893961,0.24574788894327876,7184.19999999996,2015,2013,2013-2015
200765,-0.49787257968918897,1.3540154678277267,-1.8518880475169157,22945.80000000039,2015,2013,2013-2015
200768,2.1619693306585144,-1.4215388768526829,3.5835082075111973,32155.300000000763,2015,2013,2013-2015
200769,-1.4815404813993782,2.1133924315244355,-3.594932912923814,1374.5000000000014,2015,2013,2013-2015
200770,-0.021885949137085515,1.077159445831972,-1.0990453949690575,7061.699999999956,2015,2013,2013-2015
200777,-1.4078058097313122,-1.63935868756399,0.23155287783267786,5399.099999999981,2015,2013,2013-2015
200779,0.6798193494303477,1.1248765772560754,-0.44505722782572765,3160.5,2015,2013,2013-2015
200782,-0.5785824133189948,-0.16880634961210636,-0.40977606370688846,30436.500000000477,2015,2013,2013-2015
200794,0.7939724282012912,0.08208750736803128,0.7118849208332599,30195.00000000076,2015,2013,2013-2015
200797,-2.0473684189848513,0.31687593673192976,-2.364244355716781,5569.099999999988,2015,2013,2013-2015
200811,-2.567437509945778,-2.4034653172981733,-0.16397219264760476,5165.499999999981,2015,2013,2013-2015
200826,0.28740084513775116,0.20209436074416087,0.08530648439359029,18047.400000000172,2015,2013,2013-2015
200839,0.9544246490698371,-3.9337284700406596,4.8881531191104965,924.6000000000001,2015,2013,2013-2015
201141,-3.007837514946461,0.6526249521311539,-3.6604624670776147,826.0999999999999,2015,2013,2013-2015
201142,2.9687997728306748,-0.4627199082308929,3.431519681061568,27337.20000000047,2015,2013,2013-2015
201143,0.6779865853701341,-0.33408012699346296,1.0120667123635971,23464.50000000038,2015,2013,2013-2015
201144,2.22693176525581,-0.10117613959697329,2.328107904852783,24704.400000000434,2015,2013,2013-2015
201145,-1.4192100842603523,1.20287722919581,-2.6220873134561624,29653.20000000059,2015,2013,2013-2015
201147,-0.5040840925052918,-0.16088712403155384,-0.34319696847373804,27050.90000000052,2015,2013,2013-2015
201148,-0.8445392091974672,-0.15543825896611588,-0.6891009502313513,10975.10000000001,2015,2013,2013-2015
201149,-0.573537179915359,-1.0280372240570719,0.45450004414171286,21370.000000000317,2015,2013,2013-2015
201150,-0.5317062278864666,1.4491124348338469,-1.9808186627203135,19248.90000000024,2015,2013,2013-2015
201152,0.4808815963893121,0.4762911908625881,0.004590405526724017,30774.90000000052,2015,2013,2013-2015
201155,-0.4502361097044839,0.32309170379077984,-0.7733278134952637,20510.20000000035,2015,2013,2013-2015
201156,0.9415092346715846,0.20756577565669843,0.7339434590148862,15660.60000000016,2015,2013,2013-2015
201158,-0.08773914536851661,2.0347493038114517,-2.1224884491799685,20508.000000000317,2015,2013,2013-2015
201160,-1.0139252753756063,1.8446277023137658,-2.858552977689372,14954.400000000114,2015,2013,2013-2015
201162,0.58474199696749,-0.7026872206736546,1.2874292176411446,22295.800000000374,2015,2013,2013-2015
201163,-0.3675798357930758,1.5642349503054251,-1.9318147860985009,18083.500000000164,2015,2013,2013-2015
201166,0.946907911882727,0.6308078654655025,0.31610004641722456,18263.800000000232,2015,2013,2013-2015
201167,0.46599580269961405,1.3674095957402514,-0.9014137930406374,29198.900000000518,2015,2013,2013-2015
201168,-0.2903062536660279,-2.249179739854991,1.958873486188963,11444.200000000072,2015,2013,2013-2015
201171,-1.8700279992761009,1.2027351068392975,-3.0727631061153984,8068.69999999996,2015,2013,2013-2015
201175,-2.194212275980642,-1.1712885375546624,-1.0229237384259797,9971.900000000009,2015,2013,2013-2015
201177,2.170827263103848,0.7634273555190567,1.4073999075847914,12249.500000000024,2015,2013,2013-2015
201188,-1.043451604908949,0.861855207834716,-1.9053068127436652,24657.400000000463,2015,2013,2013-2015
201189,-1.3663155902339907,1.1144513569537728,-2.480766947187764,1428.0000000000011,2015,2013,2013-2015
201196,-1.050754756374329,0.7196609676167928,-1.7704157239911216,20364.000000000404,2015,2013,2013-2015
201202,-0.5850161303254308,-0.5929432205312741,0.007927090205843368,2704.5999999999963,2015,2013,2013-2015
201228,0.8156770525951679,-0.8511252257254455,1.6668022783206133,13162.100000000057,2015,2013,2013-2015
201229,1.9531185675183056,-0.7492612950791814,2.702379862597487,16031.20000000012,2015,2013,2013-2015
201563,-1.2328892861205736,0.9715277879801536,-2.204417074100727,6785.099999999973,2015,2013,2013-2015
201564,-1.1952739924314248,-0.903301077381771,-0.29197291504965384,16581.00000000015,2015,2013,2013-2015
201565,-0.47116739844856176,1.0576748176542414,-1.5288422161028032,15995.70000000013,2015,2013,2013-2015
201566,2.243757442647377,0.1615085269139429,2.082248915733434,27093.700000000506,2015,2013,2013-2015
201567,0.5696770880522668,-0.28374749943741345,0.8534245874896802,31061.100000000617,2015,2013,2013-2015
