name,season,o_rapm,d_rapm,total_rapm,games,o_rapm_projected,d_rapm_projected,total_rapm_projected
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,20,1.2209414908641565,-0.6348239995567858,1.8557654904209424
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,20,1.2209414908641565,-0.6348239995567858,1.8557654904209424
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,43,1.2209414908641565,-0.6348239995567858,1.8557654904209424
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,43,1.2209414908641565,-0.6348239995567858,1.8557654904209424
LaMelo Ball,2024,2.247638611914,1.8430605351632896,0.4045780767507103,47,1.4613432468546044,1.871599510373568,-0.4102562635189637
Naji Marshall,2024,0.41956692297733,-1.39564053840873,1.81520746138606,69,-0.1658860837651893,-0.5836530701880106,0.4177669864228213
Nick Richards,2024,-1.90753250145415,1.94939846356151,-3.85693096501566,21,-1.2727399991333206,1.7418505362822605,-3.0145905354155813
Nick Richards,2024,-1.90753250145415,1.94939846356151,-3.85693096501566,21,-1.2727399991333206,1.7418505362822605,-3.0145905354155813
Nick Richards,2024,-1.90753250145415,1.94939846356151,-3.85693096501566,36,-1.2727399991333206,1.7418505362822605,-3.0145905354155813
Nick Richards,2024,-1.90753250145415,1.94939846356151,-3.85693096501566,36,-1.2727399991333206,1.7418505362822605,-3.0145905354155813
Garrison Mathews,2024,-0.26472703368587,2.18760820748527,-2.45233524117114,46,0.288783036547096,1.7252979663589365,-1.4365149298118405
Brandon Williams,2024,-3.75810792279834,2.38150197252478,-6.13960989532312,25,-3.75810792279834,2.38150197252478,-6.13960989532312
LeBron James,2024,3.85547525884861,-0.708066457187,4.56354171603561,70,4.599414070265446,-1.1980047318115783,5.797418802077025
Jaxson Hayes,2024,-1.23663693926567,0.54725749279448,-1.78389443206015,56,-1.7749454958259625,0.0018595907217114,-1.7768050865476739
Gary Trent Jr.,2024,-0.30510649223142,2.70479333712914,-3.00989982936056,74,-0.0304792098933653,2.7425622140894603,-2.773041423982826
Alec Burks,2024,0.93285989946685,0.43525790309249,0.4976019963743601,49,0.545914993527163,0.0835437070522945,0.46237128647486847
Chet Holmgren,2024,3.26158445023306,-1.90449147477379,5.16607592500685,32,3.26158445023306,-1.9044914747737904,5.166075925006851
Jaylen Nowell,2024,0.97090639994027,1.79249504211039,-0.8215886421701201,8,-0.2289761134546688,1.0614291185003497,-1.2904052319550186
Dariq Whitehead,2024,-0.4117480528437999,1.21408454737706,-1.62583260022086,16,-0.4117480528437999,1.21408454737706,-1.62583260022086
Garrett Temple,2024,-5.54535601799456,2.83899593869666,-8.38435195669122,19,-2.559541691614648,0.2387150837309941,-2.798256775345642
Anthony Davis,2024,-0.16978787758518,-3.12276811402183,2.95298023643665,42,0.3077276773166373,-2.2055988728363576,2.513326550152995
Anthony Davis,2024,-0.16978787758518,-3.12276811402183,2.95298023643665,42,0.3077276773166373,-2.2055988728363576,2.513326550152995
Anthony Davis,2024,-0.16978787758518,-3.12276811402183,2.95298023643665,9,0.3077276773166373,-2.2055988728363576,2.513326550152995
Anthony Davis,2024,-0.16978787758518,-3.12276811402183,2.95298023643665,9,0.3077276773166373,-2.2055988728363576,2.513326550152995
Desmond Bane,2024,1.77120791473153,-1.35814483669815,3.12935275142968,69,1.6054544458401654,-0.6428356081764361,2.2482900540166018
Toumani Camara,2024,-2.1825316148639,-1.35532744078742,-0.8272041740764802,78,-2.1825316148639,-1.35532744078742,-0.8272041740764797
Keyonte George,2024,-2.54246959657421,1.94338425057901,-4.48585384715322,67,-2.54246959657421,1.94338425057901,-4.48585384715322
Jake LaRavia,2024,-1.45408513512167,1.94142732336456,-3.395512458486229,47,-1.2019174610438372,1.8627985448301747,-3.064716005874012
Jake LaRavia,2024,-1.45408513512167,1.94142732336456,-3.395512458486229,47,-1.2019174610438372,1.8627985448301747,-3.064716005874012
Jake LaRavia,2024,-1.45408513512167,1.94142732336456,-3.395512458486229,19,-1.2019174610438372,1.8627985448301747,-3.064716005874012
Jake LaRavia,2024,-1.45408513512167,1.94142732336456,-3.395512458486229,19,-1.2019174610438372,1.8627985448301747,-3.064716005874012
Torrey Craig,2024,-1.31829619919258,4.23952762635558,-5.55782382554816,16,-0.8525078802689714,3.2258318385419167,-4.078339718810888
Torrey Craig,2024,-1.31829619919258,4.23952762635558,-5.55782382554816,16,-0.8525078802689714,3.2258318385419167,-4.078339718810888
Torrey Craig,2024,-1.31829619919258,4.23952762635558,-5.55782382554816,9,-0.8525078802689714,3.2258318385419167,-4.078339718810888
Torrey Craig,2024,-1.31829619919258,4.23952762635558,-5.55782382554816,9,-0.8525078802689714,3.2258318385419167,-4.078339718810888
Derrick White,2024,1.6265363425340102,-2.72629223417802,4.35282857671203,76,1.2157825043765311,-2.4468529662344443,3.6626354706109754
Brandon Boston Jr.,2024,-3.73515742356579,0.40826787669033,-4.14342530025612,41,-3.497158470666315,0.1296668143204381,-3.626825284986753
Patrick Williams,2024,-0.41256682622826,1.59274756541864,-2.0053143916469,63,-1.185443576172005,2.353701155026392,-3.5391447311983972
Jalen Duren,2024,0.05480947999845,0.19323712075736,-0.1384276407589099,78,0.0381137837992935,0.2734147328553988,-0.2353009490561053
Tyler Herro,2024,2.02228996058686,0.98085623786014,1.04143372272672,77,0.75792345756302,1.5779688155598826,-0.8200453579968625
Dalano Banton,2024,-3.2868714644721497,0.94382435222786,-4.23069581670001,62,-2.8015948979766767,0.6986578468151522,-3.500252744791829
Jalen Wilson,2024,0.32560239265609,0.93797357889489,-0.6123711862387999,79,0.32560239265609,0.93797357889489,-0.6123711862387999
Domantas Sabonis,2024,0.76398571486794,-0.39468449923238,1.15867021410032,70,0.0215596223670334,-0.5432283724777757,0.564787994844809
Kobe Brown,2024,-0.4500974581773,1.64450060838521,-2.09459806656251,27,-0.4500974581773,1.64450060838521,-2.09459806656251
Colby Jones,2024,-0.86122569158045,-0.19918652020485,-0.6620391713756,13,-0.8612256915804501,-0.19918652020485,-0.6620391713756002
Trey Lyles,2024,1.48693965306113,0.76206907178353,0.7248705812776001,69,-0.1311874665678535,0.9880495708990574,-1.119237037466911
RJ Barrett,2024,-0.6073456721842501,2.57908178398999,-3.1864274561742403,58,-0.7194171888354769,1.9290093174180212,-2.648426506253498
Pat Spencer,2024,-0.8702635752329,0.7214600256626,-1.5917236008955,20,-0.8702635752328999,0.7214600256626,-1.5917236008955
Aaron Wiggins,2024,0.2715076056478099,1.02678315910913,-0.7552755534613201,76,0.0055098693006795,1.2710627636552054,-1.265552894354526
Fred VanVleet,2024,1.83412266889788,-1.45847543376047,3.29259810265835,60,1.2054668016302803,-1.317249043653372,2.5227158452836522
Jaden Ivey,2024,-0.69064633630446,3.6031722578639096,-4.2938185941683695,30,-1.360668237558235,3.9481882954662937,-5.308856533024529
Jakob Poeltl,2024,1.10578378251974,0.65617622845077,0.4496075540689699,57,1.6802353844741904,0.1539578449161759,1.5262775395580146
Chris Paul,2024,0.2887855141998799,-2.15908133644311,2.4478668506429897,82,1.947085232425751,-2.479971816786335,4.427057049212086
Vit Krejci,2024,-0.71620924225605,2.78795325904199,-3.50416250129804,56,-0.9108835543560672,2.5416032017559798,-3.452486756112047
Justin Champagnie,2024,-0.07285108995283,2.09660855946034,-2.16945964941317,60,0.0368739692704096,1.9903261434095612,-1.9534521741391515
Ausar Thompson,2024,-1.0819844556047,-0.64982820948858,-0.43215624611612,59,-1.0819844556047,-0.64982820948858,-0.43215624611612
Kevin Huerter,2024,2.5317837790505697,0.14464077551299,2.38714300353758,26,1.261862000761679,0.1133885748457842,1.1484734259158949
Kevin Huerter,2024,2.5317837790505697,0.14464077551299,2.38714300353758,26,1.261862000761679,0.1133885748457842,1.1484734259158949
Kevin Huerter,2024,2.5317837790505697,0.14464077551299,2.38714300353758,43,1.261862000761679,0.1133885748457842,1.1484734259158949
Kevin Huerter,2024,2.5317837790505697,0.14464077551299,2.38714300353758,43,1.261862000761679,0.1133885748457842,1.1484734259158949
Simone Fontecchio,2024,-1.32045291183318,0.63443208251161,-1.95488499434479,75,-1.5644578620179923,1.5628351525980666,-3.127293014616059
Josh Minott,2024,0.7146760244170299,0.3101322968077299,0.4045437276092999,33,0.7146760244170299,0.3101322968077299,0.4045437276093
Josh Green,2024,0.47999409120826,1.26154981783815,-0.7815557266298898,68,-0.0037073419179515,-0.0102587224548014,0.0065513805368498995
Dejounte Murray,2024,1.22927035161607,0.68857509091315,0.54069526070292,31,0.7796970425654498,-0.0663684961971983,0.8460655387626481
Javonte Green,2024,2.09001557278214,-0.45775820377308,2.54777377655522,16,1.4273308577706092,-0.1777175559189775,1.6050484136895866
Javonte Green,2024,2.09001557278214,-0.45775820377308,2.54777377655522,16,1.4273308577706092,-0.1777175559189775,1.6050484136895866
Javonte Green,2024,2.09001557278214,-0.45775820377308,2.54777377655522,50,1.4273308577706092,-0.1777175559189775,1.6050484136895866
Javonte Green,2024,2.09001557278214,-0.45775820377308,2.54777377655522,50,1.4273308577706092,-0.1777175559189775,1.6050484136895866
Lauri Markkanen,2024,2.83566946960162,0.35553353762003,2.48013593198159,47,1.1714241284359783,0.2967196525975294,0.8747044758384489
Kevin Durant,2024,3.78693536539854,-1.03363023409256,4.8205655994911005,62,4.028582374741769,-1.2532355737911252,5.281817948532894
Rayan Rupert,2024,-1.54379553811483,0.8846061964176701,-2.4284017345325,33,-1.54379553811483,0.8846061964176701,-2.4284017345325
Thomas Bryant,2024,-1.3199421528217898,1.56652371714458,-2.88646586996637,9,-1.2741964829921322,1.8971811823734368,-3.171377665365569
Thomas Bryant,2024,-1.3199421528217898,1.56652371714458,-2.88646586996637,9,-1.2741964829921322,1.8971811823734368,-3.171377665365569
Thomas Bryant,2024,-1.3199421528217898,1.56652371714458,-2.88646586996637,56,-1.2741964829921322,1.8971811823734368,-3.171377665365569
Thomas Bryant,2024,-1.3199421528217898,1.56652371714458,-2.88646586996637,56,-1.2741964829921322,1.8971811823734368,-3.171377665365569
De'Anthony Melton,2024,1.4081843477613,-0.53919730308204,1.94738165084334,6,0.6235215312053316,-1.4699777923124602,2.0934993235177917
Tobias Harris,2024,0.44071638237606,0.5575951119120199,-0.1168787295359599,73,0.0121671430900934,0.569209231483269,-0.5570420883931756
Caris LeVert,2024,-0.32530656572829,0.908489722423,-1.23379628815129,38,0.2559150138609414,1.1408346820759896,-0.8849196682150482
Caris LeVert,2024,-0.32530656572829,0.908489722423,-1.23379628815129,38,0.2559150138609414,1.1408346820759896,-0.8849196682150482
Caris LeVert,2024,-0.32530656572829,0.908489722423,-1.23379628815129,26,0.2559150138609414,1.1408346820759896,-0.8849196682150482
Caris LeVert,2024,-0.32530656572829,0.908489722423,-1.23379628815129,26,0.2559150138609414,1.1408346820759896,-0.8849196682150482
Trevelin Queen,2024,-0.3294091948230599,0.3481748169724999,-0.6775840117955599,24,-0.3839031615563617,0.4687666394673248,-0.8526698010236865
Dalen Terry,2024,0.24816831193722,0.53848030629829,-0.29031199436107,71,-0.2824856079167671,0.3415346139073656,-0.6240202218241326
Dyson Daniels,2024,-0.60206177051543,0.22261321440159,-0.82467498491702,76,-1.0314980492229335,-0.0453735606494029,-0.9861244885735306
Jarrett Allen,2024,0.74614522951896,-0.99875203349282,1.7448972630117798,82,0.2560850985696783,-0.8150301966631178,1.0711152952327962
Jordan McLaughlin,2024,0.5009495073521899,-2.5346602995854903,3.03560980693768,18,-0.825929276959149,-0.5947336679245276,-0.23119560903462133
Cade Cunningham,2024,-0.66763167939653,0.20149233752886,-0.86912401692539,70,-0.5682791050796079,0.2512181091335122,-0.81949721421312
Ousmane Dieng,2024,-0.1820597950792,0.91510984522911,-1.09716964030831,31,-0.3130639722786447,0.6690794960888289,-0.9821434683674736
Max Strus,2024,0.4754011332692999,0.24731986270651,0.2280812705627899,50,0.8469297769156465,0.7163456050464673,0.13058417186917926
Kyrie Irving,2024,5.3393898729381,-0.50494210802383,5.84433198096193,50,4.407678495474614,1.0317538156047903,3.375924679869824
Clint Capela,2024,1.58565913347252,-1.01081906490849,2.5964781983810097,55,0.8141170889731156,-1.5500162800852428,2.3641333690583584
D'Angelo Russell,2024,1.63492825118822,0.8184814685464401,0.8164467826417798,29,0.8582225851163215,1.509535413887026,-0.6513128287707045
D'Angelo Russell,2024,1.63492825118822,0.8184814685464401,0.8164467826417798,29,0.8582225851163215,1.509535413887026,-0.6513128287707045
D'Angelo Russell,2024,1.63492825118822,0.8184814685464401,0.8164467826417798,29,0.8582225851163215,1.509535413887026,-0.6513128287707045
D'Angelo Russell,2024,1.63492825118822,0.8184814685464401,0.8164467826417798,29,0.8582225851163215,1.509535413887026,-0.6513128287707045
Christian Braun,2024,-2.52645382271318,-0.97600849825275,-1.55044532446043,79,-2.537129288260825,-0.6608392910290566,-1.8762899972317686
Miles Bridges,2024,0.48117608683831,-0.15167367643947,0.63284976327778,64,0.1927765763790687,0.7073882451616438,-0.514611668782575
CJ McCollum,2024,1.00388066675691,2.39652732708019,-1.39264666032328,56,1.9466647616037265,1.6936289146243722,0.25303584697935433
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,23,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,23,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,23,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,24,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,24,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,24,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,28,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,28,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Dennis Schroder,2024,-0.66191337885988,-0.35311960279946,-0.30879377606042,28,-0.4340338270764057,-0.255349868840682,-0.1786839582357237
Nikola Jovic,2024,-0.13089208000436,0.28522441970756,-0.41611649971192,46,-0.3966886743353765,0.4279231044701586,-0.8246117788055352
Naz Reid,2024,-1.93849653816592,-0.36528426371437,-1.57321227445155,80,-2.3500644899050664,0.3621794105956585,-2.712243900500725
Dereck Lively II,2024,3.0685498478176703,0.76805265447533,2.3004971933423404,36,3.0685498478176703,0.76805265447533,2.3004971933423404
Day'Ron Sharpe,2024,1.87040695395386,0.62419685228963,1.2462101016642302,50,1.33574194254292,1.12529323622975,0.21044870631316992
Amen Thompson,2024,-0.13627612498657,-0.56568742138296,0.42941129639639,69,-0.13627612498657,-0.56568742138296,0.42941129639639003
Bam Adebayo,2024,-1.38416224985763,-2.67108254086868,1.2869202910110498,78,-0.2450323011855332,-2.21024420509849,1.965211903912957
Corey Kispert,2024,0.6137526246959399,3.84298375101988,-3.22923112632394,61,1.1446504798193142,3.2396381048839253,-2.0949876250646113
Caleb Martin,2024,0.3958289960519999,-0.3128567576764,0.7086857537283999,14,-0.1430862700256818,-0.088670390285758,-0.0544158797399238
Caleb Martin,2024,0.3958289960519999,-0.3128567576764,0.7086857537283999,14,-0.1430862700256818,-0.088670390285758,-0.0544158797399238
Caleb Martin,2024,0.3958289960519999,-0.3128567576764,0.7086857537283999,31,-0.1430862700256818,-0.088670390285758,-0.0544158797399238
Caleb Martin,2024,0.3958289960519999,-0.3128567576764,0.7086857537283999,31,-0.1430862700256818,-0.088670390285758,-0.0544158797399238
Taj Gibson,2024,-0.43913503969663,-0.67967131563055,0.24053627593392,35,-0.521425498686651,-0.5772225132576626,0.055797014571011605
Rui Hachimura,2024,0.03917373695912,0.58793328996847,-0.5487595530093501,59,-0.7341747016289978,0.9900235989807752,-1.724198300609773
Austin Reaves,2024,1.16244850023111,-0.22712751234307,1.38957601257418,73,1.1499032651066377,-0.8635619510993444,2.013465216205982
Trey Jemison,2024,-1.10677938203496,1.8222944546893,-2.9290738367242604,14,-1.10677938203496,1.8222944546893,-2.9290738367242604
