name,season,o_rapm,d_rapm,total_rapm,games,poss
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2018,0.06108363324109001,0.8713130191973599,-0.8102293859562699,12,2093
Alec Burks,2019,-0.58151487029204,2.11680570705132,-2.69832057734336,48,2780
Alec Burks,2019,-0.58151487029204,2.11680570705132,-2.69832057734336,48,2780
Alec Burks,2019,-0.58151487029204,2.11680570705132,-2.69832057734336,18,2780
Alec Burks,2019,-0.58151487029204,2.11680570705132,-2.69832057734336,18,2780
Alec Burks,2020,-1.27193537058579,0.8123712919857201,-2.0843066625715103,49,3634
Alec Burks,2021,-1.05226162515156,-0.22833308554276,-0.8239285396088,81,2483
Alec Burks,2022,0.007275974172260644,-1.15975558291021,1.1670315570824705,51,4513
Alec Burks,2023,1.9809070758026097,-0.47814860285679006,2.4590556786594,23,2295
Alec Burks,2023,1.9809070758026097,-0.47814860285679006,2.4590556786594,23,2295
Alec Burks,2023,1.9809070758026097,-0.47814860285679006,2.4590556786594,43,2295
Alec Burks,2023,1.9809070758026097,-0.47814860285679006,2.4590556786594,43,2295
Alec Burks,2024,0.9328598994668501,0.43525790309249,0.4976019963743601,49,2459
Aleksej Pokusevski,2021,-3.15029010878601,2.4320484637875404,-5.58233857257355,61,2319
Aleksej Pokusevski,2022,-1.94176379102621,0.8515441299503099,-2.79330792097652,34,2526
Aleksej Pokusevski,2023,-3.4628099224977102,1.8847424485875601,-5.34755237108527,18,1473
Alex Abrines,2017,0.58010226946721,1.9722958006678102,-1.3921935312006002,73,2172
Alex Abrines,2018,0.63633385666652,1.3722109625591898,-0.7358771058926699,31,2188
Alex Caruso,2018,-1.2664160358166299,-0.63462251169951,-0.6317935241171199,24,1159
Alex Caruso,2019,-1.81865230915632,-1.41278555093338,-0.40586675822294005,63,1108
Alex Caruso,2020,0.25108981534941,-3.9918065552376896,4.2428963705871,58,2451
Alex Caruso,2021,0.6985047733345999,-4.55515040138295,5.25365517471755,41,2463
Alex Caruso,2022,0.64844901128836,-5.41899808811281,6.0674470994011696,67,2319
Alex Caruso,2023,-0.37153888730765,-4.94150807533653,4.56996918802888,71,3152
Alex Caruso,2024,-1.44467843621973,-3.79916867503091,2.35449023881118,54,4033
Alex Len,2014,-0.88189321179426,1.1956033670817001,-2.07749657887596,69,734
Alex Len,2015,-1.8326325558470298,0.92243744071986,-2.7550699965668897,78,3070
Alex Len,2016,-3.0416690630917302,0.3951806451948,-3.4368497082865304,77,3711
Alex Len,2017,-3.80249020689284,0.82832204278449,-4.63081224967733,69,3184
Alex Len,2018,-3.75898664496178,1.35043990990532,-5.1094265548671,77,2919
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,15,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2019,-1.70568030533609,1.21066515180643,-2.91634545714252,40,3359
Alex Len,2020,-1.1329573138801,-0.34993825504181997,-0.7830190588382799,56,2031
Alex Len,2021,-1.4975658692484901,0.09223281673982,-1.5897986859883102,39,2131
Alex Len,2022,-2.98321449426237,-1.1062138885124502,-1.8770006057499198,18,1283
Alex Len,2023,-3.17477738690759,-0.6201681642925,-2.55460922261509,46,354
Alex Len,2024,-1.0891885201012201,-2.11949194215735,1.0303034220561298,31,910
Alex Len,2024,-1.0891885201012201,-2.11949194215735,1.0303034220561298,31,910
Alex Len,2024,-1.0891885201012201,-2.11949194215735,1.0303034220561298,9,910
Alex Len,2024,-1.0891885201012201,-2.11949194215735,1.0303034220561298,9,910
Alex Poythress,2018,-0.06144139331934,2.14058227424361,-2.20202366756295,21,205
Alexey Shved,2014,0.15236186704045,-0.12703123337388,0.27939310041432996,15,1307
Alexey Shved,2014,0.15236186704045,-0.12703123337388,0.27939310041432996,15,1307
Alexey Shved,2014,0.15236186704045,-0.12703123337388,0.27939310041432996,17,1307
Alexey Shved,2014,0.15236186704045,-0.12703123337388,0.27939310041432996,17,1307
Alexis Ajinca,2014,-0.29358888353131,0.14482206289116,-0.43841094642247,66,1804
Alexis Ajinca,2015,-0.51458734565888,0.26934791392413,-0.78393525958301,58,1794
Alexis Ajinca,2016,-2.04429105042798,0.14846430164562,-2.1927553520736,39,1720
Alfonzo McKinnie,2018,-0.02518648577979,0.68377017708257,-0.70895666286236,70,113
Alfonzo McKinnie,2019,-0.49170948179621005,1.64018532175754,-2.13189480355375,35,2112
Alfonzo McKinnie,2020,-0.001851045498051877,1.97791358663139,-1.9797646321294418,27,1218
Alfonzo McKinnie,2021,-0.13126430816416,1.0514276823290198,-1.1826919904931799,15,548
Allen Crabbe,2014,-0.39713185518357996,0.54739212683747,-0.9445239820210499,44,206
Allen Crabbe,2015,-1.3626136344511102,0.88521402685987,-2.24782766131098,81,1356
Allen Crabbe,2016,0.024654770356919996,1.25730166567255,-1.23264689531563,79,4235
Allen Crabbe,2017,-0.10424283447044,2.19488430948978,-2.29912714396022,75,4568
Allen Crabbe,2018,0.9954054712053699,1.9169482059475302,-0.9215427347421603,43,4392
Allen Crabbe,2019,-0.76989541976259,1.2053805114162799,-1.97527593117887,28,2376
Allen Crabbe,2019,-0.76989541976259,1.2053805114162799,-1.97527593117887,28,2376
Allen Crabbe,2019,-0.76989541976259,1.2053805114162799,-1.97527593117887,9,2376
Allen Crabbe,2019,-0.76989541976259,1.2053805114162799,-1.97527593117887,9,2376
Allonzo Trier,2019,-0.8912124751919701,1.02624494897202,-1.9174574241639901,21,2964
Alonzo Gee,2014,-2.08489797271794,1.98500313055051,-4.0699011032684504,35,1983
Alonzo Gee,2014,-2.08489797271794,1.98500313055051,-4.0699011032684504,35,1983
Alonzo Gee,2014,-2.08489797271794,1.98500313055051,-4.0699011032684504,11,1983
Alonzo Gee,2014,-2.08489797271794,1.98500313055051,-4.0699011032684504,11,1983
Alonzo Gee,2015,-2.30005135256732,3.1280351017260197,-5.428086454293339,73,1339
Alperen Sengun,2022,-0.5593467961333399,1.7135881616695998,-2.27293495780294,75,3082
Alperen Sengun,2023,0.9919571850320399,2.2013851032514498,-1.2094279182194099,63,4467
Alperen Sengun,2024,0.9987244363173899,1.49636226013431,-0.4976378238169201,76,4166
Amar'e Stoudemire,2014,-2.98514580309217,2.53583760932709,-5.52098341241926,23,2708
Amar'e Stoudemire,2014,-2.98514580309217,2.53583760932709,-5.52098341241926,23,2708
Amar'e Stoudemire,2014,-2.98514580309217,2.53583760932709,-5.52098341241926,36,2708
Amar'e Stoudemire,2014,-2.98514580309217,2.53583760932709,-5.52098341241926,36,2708
Amar'e Stoudemire,2015,-0.96178761286099,2.7726117133054,-3.73439932616639,52,2357
Amen Thompson,2024,-0.13627612498657002,-0.56568742138296,0.42941129639639,69,2880
Amir Coffey,2020,-0.51557133654038,0.08339515310075,-0.59896648964113,34,338
Amir Coffey,2021,-2.4656243509785,-1.5161624530014102,-0.9494618979770899,64,798
Amir Coffey,2022,-1.87999591284462,-0.58586116577839,-1.2941347470662299,41,3130
Amir Coffey,2023,-2.29834784268126,-0.2170038496315,-2.08134399304976,64,1285
Amir Coffey,2024,0.2955246090336,2.1717482134015,-1.8762236043679001,72,2968
Amir Johnson,2014,2.42096779646411,-1.65949400318306,4.0804617996471695,75,4141
Amir Johnson,2015,2.31288952073565,-1.55234248712379,3.86523200785944,79,3820
Amir Johnson,2016,0.02108936918552,-0.7971586481238101,0.8182480173093301,80,3567
Amir Johnson,2017,-0.1346130539019,-1.25041948191481,1.11580642801291,74,3156
Amir Johnson,2018,1.17483132831309,-2.09096402237561,3.2657953506887,42,2418
Anderson Varejao,2014,1.03679572946768,-1.05999454409011,2.09679027355779,26,3419
Anderson Varejao,2015,-0.12672561379668,-0.0881464698,-0.038579143996679985,29,1207
Anderson Varejao,2015,-0.12672561379668,-0.0881464698,-0.038579143996679985,29,1207
Anderson Varejao,2015,-0.12672561379668,-0.0881464698,-0.038579143996679985,21,1207
Anderson Varejao,2015,-0.12672561379668,-0.0881464698,-0.038579143996679985,21,1207
Andre Drummond,2014,1.8849817658941102,2.1089045346654003,-0.22392276877129014,82,5112
Andre Drummond,2015,1.4926867851946901,2.3259792031676203,-0.8332924179729302,81,4827
Andre Drummond,2016,0.60553954002426,2.1139262211947103,-1.5083866811704503,81,5245
Andre Drummond,2017,-0.8601943905731,1.17331669112299,-2.0335110816960897,78,4707
Andre Drummond,2018,-1.01399025623066,0.53853056488129,-1.55252082111195,79,5257
Andre Drummond,2019,0.65489809662903,1.10918081309776,-0.4542827164687301,8,5335
Andre Drummond,2019,0.65489809662903,1.10918081309776,-0.4542827164687301,8,5335
Andre Drummond,2019,0.65489809662903,1.10918081309776,-0.4542827164687301,49,5335
Andre Drummond,2019,0.65489809662903,1.10918081309776,-0.4542827164687301,49,5335
Andre Drummond,2020,0.92176617494948,1.20279098159081,-0.28102480664133,21,3747
Andre Drummond,2020,0.92176617494948,1.20279098159081,-0.28102480664133,21,3747
Andre Drummond,2020,0.92176617494948,1.20279098159081,-0.28102480664133,25,3747
Andre Drummond,2020,0.92176617494948,1.20279098159081,-0.28102480664133,25,3747
Andre Drummond,2021,-0.6860846018929,-0.14928071271768,-0.53680388917522,24,2488
Andre Drummond,2021,-0.6860846018929,-0.14928071271768,-0.53680388917522,24,2488
Andre Drummond,2021,-0.6860846018929,-0.14928071271768,-0.53680388917522,49,2488
Andre Drummond,2021,-0.6860846018929,-0.14928071271768,-0.53680388917522,49,2488
Andre Drummond,2022,-0.63591575736606,0.51041697537257,-1.14633273273863,67,2877
Andre Drummond,2023,-0.29031255601153,-0.38643266182042,0.09612010580889002,79,1727
Andre Drummond,2024,0.65501553022003,-0.24436805366682998,0.89938358388686,40,2651
Andre Iguodala,2014,0.84072872691146,-4.50422179736184,5.3449505242733,77,4063
Andre Iguodala,2015,1.3775324211814999,-3.3332660160690897,4.71079843725059,65,4174
Andre Iguodala,2016,1.35352757244967,-2.261116941711,3.6146445141606702,76,3565
Andre Iguodala,2017,0.7173507512247901,-1.6823113714189202,2.3996621226437105,64,4133
Andre Iguodala,2018,0.11421832113517,-2.48268227666446,2.59690059779963,68,3322
Andre Iguodala,2019,-0.01508384252672,-2.90596409210277,2.8908802495760497,21,3305
Andre Iguodala,2020,-0.33188341499709,-2.98547292517557,2.65358951017848,63,822
Andre Iguodala,2021,-0.916286763844,-1.47172312043177,0.55543635658777,31,2627
Andre Iguodala,2022,-2.24900824929085,-1.20587771888038,-1.04313053041047,8,1171
Andre Jackson Jr.,2024,-1.08495080777506,2.896973393119,-3.98192420089406,63,1189
Andre Miller,2014,1.49759844558212,-0.71286741955508,2.2104658651372002,30,1828
Andre Miller,2014,1.49759844558212,-0.71286741955508,2.2104658651372002,30,1828
Andre Miller,2014,1.49759844558212,-0.71286741955508,2.2104658651372002,51,1828
Andre Miller,2014,1.49759844558212,-0.71286741955508,2.2104658651372002,51,1828
Andre Miller,2015,1.05745859616891,0.02050025649004,1.03695833967887,25,2358
Andre Miller,2015,1.05745859616891,0.02050025649004,1.03695833967887,25,2358
Andre Miller,2015,1.05745859616891,0.02050025649004,1.03695833967887,11,2358
Andre Miller,2015,1.05745859616891,0.02050025649004,1.03695833967887,11,2358
Andre Roberson,2014,0.01204058536121,0.76670270425876,-0.75466211889755,67,790
Andre Roberson,2015,0.40091643217246,-1.12773308807761,1.5286495202500698,70,2558
Andre Roberson,2016,0.05876441413927,-2.19486587114582,2.25363028528509,79,3082
Andre Roberson,2017,-0.5626731084658501,-2.61518072085708,2.0525076123912296,39,4828
Andrea Bargnani,2014,-2.39112820918695,2.13771813765637,-4.52884634684332,29,2361
Andrea Bargnani,2015,-3.2110534350566002,3.21376083793976,-6.42481427299636,46,1510
Andrew Bogut,2014,-1.2242277173945402,-1.5946652388405098,0.37043752144596964,67,3492
Andrew Bogut,2015,-1.2927950381507,-1.4823022961991001,0.18950725804840007,70,3212
Andrew Bogut,2016,-2.2067707108117998,-1.98511061787689,-0.22166009293490974,26,2973
Andrew Bogut,2017,-4.0538874055385605,-2.6683545677470897,-1.3855328377914709,23,1103
Andrew Bogut,2018,-4.00471642226071,-2.82473220446408,-1.1799842177966302,11,444
Andrew Harrison,2017,-0.54839858698253,0.26759498044692,-0.81599356742945,56,2813
Andrew Harrison,2018,-0.96857586790173,0.34985054649993,-1.31842641440166,10,2541
Andrew Nembhard,2023,-0.009043425688815433,2.36180212822115,-2.3708455539099655,68,4351
Andrew Nembhard,2024,-0.56148460382997,0.73872183744679,-1.30020644127676,65,3522
Andrew Nicholson,2014,-3.2356660880225796,-0.12799636444196,-3.1076697235806194,38,2276
Andrew Nicholson,2015,-3.69404358917666,-0.37420372686504,-3.3198398623116203,50,939
Andrew Nicholson,2016,-3.64051863983302,-1.09938737378896,-2.54113126604406,24,1617
Andrew Wiggins,2015,-1.4254102183597102,2.4512206912106898,-3.8766309095704,81,5745
Andrew Wiggins,2016,-1.21306605329653,1.7238541809533598,-2.93692023424989,82,5684
Andrew Wiggins,2017,0.057758470304920005,2.25785085599532,-2.2000923856903998,82,6036
Andrew Wiggins,2018,-0.37779888057851,1.19539597728421,-1.57319485786272,73,5959
Andrew Wiggins,2019,0.07774527850690001,1.04160297990948,-0.9638577014025799,12,5277
Andrew Wiggins,2019,0.07774527850690001,1.04160297990948,-0.9638577014025799,12,5277
