name,season,o_rapm,d_rapm,total_rapm,games,poss
Donta Hall,2020,-0.39855379185311,0.92457038766516,-1.32312417951827,11,276
Donte DiVincenzo,2019,0.7883858078801801,-1.14457341362559,1.93295922150577,65,887
Donte DiVincenzo,2020,1.3164763539195399,-2.33542141615346,3.651897770073,66,3257
Donte DiVincenzo,2021,2.48621152314288,0.05574002069375,2.43047150244913,17,3855
Donte DiVincenzo,2021,2.48621152314288,0.05574002069375,2.43047150244913,17,3855
Donte DiVincenzo,2021,2.48621152314288,0.05574002069375,2.43047150244913,25,3855
Donte DiVincenzo,2021,2.48621152314288,0.05574002069375,2.43047150244913,25,3855
Donte DiVincenzo,2022,1.64874366005038,-0.05010122947154,1.69884488952192,72,2101
Donte DiVincenzo,2023,0.34267815460516,0.61832750891988,-0.27564935431472,81,3956
Donte DiVincenzo,2024,-0.29332427532813,1.8438154777261702,-2.1371397530543,62,4680
Dorell Wright,2014,-1.24830230327555,1.46146879626989,-2.7097710995454403,46,1945
Dorian Finney-Smith,2017,0.10897498112607999,0.97404169003608,-0.86506670891,21,3075
Dorian Finney-Smith,2018,-0.6441554233229,0.3462622461807,-0.9904176695036,81,889
Dorian Finney-Smith,2019,-1.47006099123003,0.04575595272914,-1.51581694395917,71,4040
Dorian Finney-Smith,2020,-0.16429506084904,-1.08796468924678,0.92366962839774,60,4245
Dorian Finney-Smith,2021,1.4712309843828,-1.03574286034508,2.50697384472788,80,3856
Dorian Finney-Smith,2022,3.5793308735447495,-0.66418304345465,4.243513916999399,26,5143
Dorian Finney-Smith,2022,3.5793308735447495,-0.66418304345465,4.243513916999399,26,5143
Dorian Finney-Smith,2022,3.5793308735447495,-0.66418304345465,4.243513916999399,40,5143
Dorian Finney-Smith,2022,3.5793308735447495,-0.66418304345465,4.243513916999399,40,5143
Dorian Finney-Smith,2023,2.24354875745744,-0.53029875316821,2.77384751062565,68,3968
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,20,3700
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,20,3700
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,43,3700
Dorian Finney-Smith,2024,-0.03282043040596,-0.70015097202515,0.6673305416191899,43,3700
Doug McDermott,2015,-2.1731518412688398,1.87388835589443,-4.04704019716327,81,625
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,22,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2016,-2.4644451788975603,1.5898764015760398,-4.0543215804736,44,3772
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,26,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2017,-1.6416045914936,2.62449827494108,-4.2661028664346805,54,2991
Doug McDermott,2018,-1.26957139314043,1.77645016775728,-3.04602156089771,77,3505
Doug McDermott,2019,0.01189297753072,1.19914715267846,-1.1872541751477401,69,2729
Doug McDermott,2020,0.15897754062804,-0.19970982031274,0.35868736094078,66,2849
Doug McDermott,2021,0.9003556304622801,0.21068772225019003,0.68966790821209,51,3439
Doug McDermott,2022,0.7350656552106299,2.01504106250453,-1.2799754072939002,64,2569
Doug McDermott,2023,0.23518726962825998,2.9190030659435697,-2.6838157963153098,18,2742
Doug McDermott,2023,0.23518726962825998,2.9190030659435697,-2.6838157963153098,18,2742
Doug McDermott,2023,0.23518726962825998,2.9190030659435697,-2.6838157963153098,46,2742
Doug McDermott,2023,0.23518726962825998,2.9190030659435697,-2.6838157963153098,46,2742
Doug McDermott,2024,-0.07163684418894,4.34252490180574,-4.41416174599468,29,1914
Dragan Bender,2017,0.73618053232753,0.7527488793232,-0.016568346995670002,82,1110
Dragan Bender,2018,-0.91199494717498,0.87460844060814,-1.78660338778312,41,4290
Dragan Bender,2019,-2.07414729619595,0.87209982359461,-2.94624711979056,9,1739
Draymond Green,2014,0.1174634998757,-2.81649079656049,2.9339542964361898,79,3549
Draymond Green,2015,1.00179361154365,-3.84205197209265,4.8438455836363,81,5139
Draymond Green,2016,2.70769477070532,-4.60545691086672,7.31315168157204,76,5892
Draymond Green,2017,2.38681270679474,-5.33777631339203,7.72458902018677,70,5149
Draymond Green,2018,1.6781954066519202,-4.33400207677355,6.012197483425471,66,4753
Draymond Green,2019,0.32448168945565,-3.90318433581348,4.22766602526913,43,4354
Draymond Green,2020,-0.09209274346321,-3.03234894319765,2.94025619973444,63,2573
Draymond Green,2021,0.96135312696532,-2.51856120311158,3.4799143300769,46,4250
Draymond Green,2022,-0.08228191823547,-2.7134764206560202,2.6311945024205503,73,2756
Draymond Green,2023,1.7198199448177802,-2.27498771283057,3.99480765764835,55,4808
Draymond Green,2024,0.56038598119551,-4.34680450466282,4.9071904858583295,68,3076
Drew Eubanks,2019,-1.0922458132674,0.5645456539992,-1.6567914672666,17,236
Drew Eubanks,2020,-1.72642358605969,1.3601141300636201,-3.08653771612331,53,592
Drew Eubanks,2021,-2.21613789111488,0.7168065856658601,-2.93294447678074,22,1558
Drew Eubanks,2021,-2.21613789111488,0.7168065856658601,-2.93294447678074,22,1558
Drew Eubanks,2021,-2.21613789111488,0.7168065856658601,-2.93294447678074,45,1558
Drew Eubanks,2021,-2.21613789111488,0.7168065856658601,-2.93294447678074,45,1558
Drew Eubanks,2022,-2.69905244109363,2.21586831317858,-4.9149207542722095,78,2541
Drew Eubanks,2023,-2.22515004506261,1.0684237349338,-3.29357377999641,74,3161
Drew Eubanks,2024,-2.1966347105562103,1.622823221433,-3.81945793198921,37,2332
Drew Eubanks,2024,-2.1966347105562103,1.622823221433,-3.81945793198921,37,2332
Drew Eubanks,2024,-2.1966347105562103,1.622823221433,-3.81945793198921,19,2332
Drew Eubanks,2024,-2.1966347105562103,1.622823221433,-3.81945793198921,19,2332
Drew Gooden,2014,0.48208852178795,2.52747405486581,-2.04538553307786,48,708
Drew Gooden,2015,0.07434804564375,0.54265142392039,-0.46830337827664004,25,1654
Drew Peterson,2024,-0.5471163634880001,0.64261468267551,-1.18973104616351,17,48
Dru Smith,2023,-1.2244252619364,0.27148204031205,-1.49590730224845,8,325
Dru Smith,2024,-2.17373101248815,0.5447343153508499,-2.718465327839,13,267
Duncan Robinson,2019,-1.5728499188669198,1.32728693695249,-2.90013685581941,72,336
Duncan Robinson,2020,3.37630731749123,0.6989355606276,2.67737175686363,72,4314
Duncan Robinson,2021,2.09266578094064,0.17962492537093,1.9130408555697098,79,4509
Duncan Robinson,2022,1.50077841834346,0.29250150478681997,1.20827691355664,40,4037
Duncan Robinson,2023,-0.78916641549572,0.09179234056279001,-0.8809587560585099,68,1385
Duncan Robinson,2024,-0.04632900405133,1.0400654001771399,-1.08639440422847,74,3823
Duop Reath,2024,1.62202837244939,1.72315847023508,-0.10113009778568993,27,2406
Dwayne Bacon,2018,0.01528458220789,0.20799449611986,-0.19270991391197,37,1466
Dwayne Bacon,2019,-0.006342404560885986,0.56160990403775,-0.567952308598636,37,1531
Dwayne Bacon,2020,-0.97022112555913,-0.06227259190722,-0.90794853365191,72,1373
Dwight Buycks,2014,-0.5952804359086,0.45240212701982,-1.04768256292842,5,278
Dwight Howard,2014,-0.08877412786224001,-2.59404798111143,2.5052738532491903,41,4755
Dwight Howard,2015,0.7163491890532501,-2.3768351065515,3.09318429560475,71,2362
Dwight Howard,2016,-0.22637968320040003,-1.1929320935194898,0.9665524103190898,74,4566
Dwight Howard,2017,-1.29271905279917,-0.03433970743344,-1.2583793453657302,81,4407
Dwight Howard,2018,-2.22516383092813,1.21208690390171,-3.4372507348298402,9,5030
Dwight Howard,2019,-2.72287922898299,0.75067925094841,-3.4735584799314,69,483
Dwight Howard,2020,-0.74302680237046,0.77000482070478,-1.51303162307524,69,2642
Dwight Howard,2021,-1.85994876673977,-0.20086908184716,-1.65907968489261,60,2414
Dwight Powell,2015,-0.23241461289312,1.13414452682132,-1.3665591397144399,65,482
Dwight Powell,2016,-3.23880624754937,-0.33407004840589,-2.90473619914348,75,1964
Dwight Powell,2017,-2.12849132333698,1.19471044668794,-3.3232017700249203,79,2511
Dwight Powell,2018,-1.23550065634969,0.10196940485863999,-1.33747006120833,77,3300
Dwight Powell,2019,1.1040063650182599,1.8078121043845201,-0.7038057393662602,40,3384
Dwight Powell,2020,2.11958930997582,0.08595819048386999,2.0336311194919503,57,2090
Dwight Powell,2021,2.47798382515042,0.22522369409940002,2.25276013105102,82,1941
Dwight Powell,2022,0.80169069988133,0.0592473549433,0.74244334493803,75,3462
Dwight Powell,2023,1.20139958053308,-0.22007929626916,1.42147887680224,55,2890
Dwight Powell,2024,1.04956513168542,0.54177859883477,0.50778653285065,45,1719
Dwyane Wade,2014,1.01842656602756,-0.07707608651522,1.09550265254278,62,3418
Dwyane Wade,2015,0.73799418665133,1.6743546393711302,-0.9363604527198002,74,3666
Dwyane Wade,2016,-0.0006899530412431305,2.31403724624171,-2.3147271992829532,60,4399
Dwyane Wade,2017,-0.44829857422297,2.00948320260663,-2.4577817768296,21,3568
Dwyane Wade,2017,-0.44829857422297,2.00948320260663,-2.4577817768296,21,3568
Dwyane Wade,2017,-0.44829857422297,2.00948320260663,-2.4577817768296,46,3568
Dwyane Wade,2017,-0.44829857422297,2.00948320260663,-2.4577817768296,46,3568
Dwyane Wade,2018,-1.52295233277023,0.9604833969145,-2.48343572968473,72,3138
Dylan Windler,2021,0.22470481464578002,0.66367728676124,-0.43897247211546003,38,1047
Dyson Daniels,2023,-1.64497844737651,-0.42821181072224995,-1.21676663665426,61,2160
Dyson Daniels,2024,-0.60206177051543,0.22261321440159,-0.82467498491702,76,2750
Dzanan Musa,2019,-0.49878319472012,0.39672424681440005,-0.8955074415345201,35,86
E'Twaun Moore,2014,-2.8874353138163897,0.32170066984033,-3.20913598365672,49,2954
E'Twaun Moore,2015,-2.20690117919407,1.19892639441181,-3.40582757360588,59,973
E'Twaun Moore,2016,-0.75381216306539,0.48911558634151997,-1.24292774940691,73,2515
E'Twaun Moore,2017,-0.48758980745964003,0.66313655354582,-1.15072636100546,82,3689
E'Twaun Moore,2018,0.9052484772699101,0.15754399906604,0.7477044782038701,53,5411
E'Twaun Moore,2019,0.5192033057175001,1.47771623327693,-0.95851292755943,56,3100
E'Twaun Moore,2020,-0.03023137464292,1.27147464772974,-1.30170602237266,23,2124
Ed Davis,2014,-2.23600675869065,0.2617071839127,-2.49771394260335,78,1786
Ed Davis,2015,-0.08147949418471,1.38760320326623,-1.46908269745094,81,3575
Ed Davis,2016,0.5946556782846499,1.49593031826645,-0.9012746399818001,46,3310
Ed Davis,2017,-0.43279204717968,2.77047607422376,-3.2032681214034397,78,1563
Ed Davis,2018,-0.7941013046678901,-0.14015228038722,-0.65394902428067,81,2852
Ed Davis,2019,-0.8962627716384101,-1.43786606660325,0.5416032949648398,27,2949
Ed Davis,2020,-1.10980973977894,-2.33587124716176,1.22606150738282,21,602
Ed Davis,2021,-1.7525258684273899,-2.40639941046901,0.65387354204162,18,618
Edmond Sumner,2018,-0.64051512351011,0.52888652967856,-1.16940165318867,12,4
Edmond Sumner,2019,-1.40962325586699,1.15658296538789,-2.5662062212548804,28,455
Edmond Sumner,2020,-1.3473394655353899,0.96007572300979,-2.30741518854518,50,926
Ekpe Udoh,2018,0.26684186565843,-0.71703440866729,0.9838762743257199,31,1614
Elfrid Payton,2015,0.36807779510988003,1.64887146670152,-1.2807936715916401,73,4849
Elfrid Payton,2016,0.31558422030244,0.76221872978505,-0.44663450948261,82,4260
Elfrid Payton,2017,1.20119419799378,0.7629282293119399,0.43826596868184,44,4861
Elfrid Payton,2017,1.20119419799378,0.7629282293119399,0.43826596868184,44,4861
Elfrid Payton,2017,1.20119419799378,0.7629282293119399,0.43826596868184,19,4861
Elfrid Payton,2017,1.20119419799378,0.7629282293119399,0.43826596868184,19,4861
Elfrid Payton,2018,-0.03455415767123,2.39989256852191,-2.4344467261931397,42,3739
Elfrid Payton,2019,-0.008086102889278725,3.27547991221531,-3.283566015104589,45,2698
Elfrid Payton,2020,-0.16962204745099,2.7790618162255,-2.9486838636764903,63,2563
Elfrid Payton,2021,0.16375913093355,2.2374679783975697,-2.0737088474640197,43,2949
Elie Okobo,2019,-1.9837761917464398,0.9076746248176201,-2.89145081656406,47,1962
Elijah Hughes,2021,-0.62732296935125,1.16130608399262,-1.78862905334387,20,141
Elijah Millsap,2015,0.06581315476609,-2.5845679547275,2.65038110949359,18,1725
Elton Brand,2014,-1.15367421837652,0.69850694258778,-1.8521811609643,30,2709
Elton Brand,2015,-0.69828436963896,1.60410300090632,-2.30238737054528,17,939
Emmanuel Mudiay,2016,-0.60093960362181,0.87190554804231,-1.47284515166412,53,4171
Emmanuel Mudiay,2017,-2.43171481817629,2.07163361097927,-4.50334842915556,40,2853
Emmanuel Mudiay,2017,-2.43171481817629,2.07163361097927,-4.50334842915556,40,2853
Emmanuel Mudiay,2017,-2.43171481817629,2.07163361097927,-4.50334842915556,22,2853
Emmanuel Mudiay,2017,-2.43171481817629,2.07163361097927,-4.50334842915556,22,2853
Emmanuel Mudiay,2018,-3.66434107971614,3.3002158354265196,-6.96455691514266,58,2555
Emmanuel Mudiay,2019,-2.25553271568842,3.65992053599992,-5.915453251688341,50,3260
Eric Bledsoe,2014,0.45704443273939,-3.83095839024806,4.28800282298745,81,2841
Eric Bledsoe,2015,-0.26266105738215,-3.35532120054694,3.0926601431647898,31,5609
Eric Bledsoe,2016,-0.61319210454843,-2.30014400054628,1.6869518959978498,66,2197
Eric Bledsoe,2017,1.8464767213610602,-0.55115331550597,2.3976300368670302,71,4406
Eric Bledsoe,2018,2.43922741037253,0.69175202935494,1.74747538101759,78,4680
Eric Bledsoe,2019,1.99991887043578,0.26907026462659,1.7308486058091899,61,4854
Eric Bledsoe,2020,1.59237628506795,-0.19494784348405,1.7873241285519998,71,3569
Eric Bledsoe,2021,1.87492659978153,-0.41461329294041,2.28953989272194,54,4378
Eric Gordon,2014,1.76568519310133,3.78302107773201,-2.01733588463068,61,4003
Eric Gordon,2015,0.43796578932038005,3.23193348975803,-2.79396770043765,45,3830
Eric Gordon,2016,-0.28624472973471,2.06751292636281,-2.3537576560975197,75,2998
Eric Gordon,2017,1.2166677180128,0.05039789104405,1.1662698269687501,69,4832
Eric Gordon,2018,1.85053278929929,-0.75028873764371,2.600821526943,68,4390
Eric Gordon,2019,2.2177404546481703,-0.8402808230613601,3.05802127770953,36,4396
Eric Gordon,2020,1.95566330352436,-0.056184865731819994,2.01184816925618,27,2221
Eric Gordon,2021,0.25532676345513,0.94384934197136,-0.6885225785162299,57,1655
Eric Gordon,2022,-0.5479972789166,0.9424328777494501,-1.49043015666605,22,3503
Eric Gordon,2022,-0.5479972789166,0.9424328777494501,-1.49043015666605,22,3503
Eric Gordon,2022,-0.5479972789166,0.9424328777494501,-1.49043015666605,47,3503
Eric Gordon,2022,-0.5479972789166,0.9424328777494501,-1.49043015666605,47,3503
Eric Gordon,2023,-0.25202227019461,0.49949608881897,-0.75151835901358,68,4074
Eric Gordon,2024,0.38044321834625,1.1467757227028201,-0.7663325043565701,39,3798
Eric Paschall,2020,-1.22422783366065,3.36369116968124,-4.58791900334189,40,3427
Eric Paschall,2021,-2.09757717606241,3.5398390450794395,-5.63741622114185,47,1449
Ersan Ilyasova,2014,0.76406768795352,1.55238156338333,-0.78831387542981,58,2791
Ersan Ilyasova,2015,0.10957690960677999,2.47511566219948,-2.3655387525927,52,2559
Ersan Ilyasova,2015,0.10957690960677999,2.47511566219948,-2.3655387525927,52,2559
Ersan Ilyasova,2015,0.10957690960677999,2.47511566219948,-2.3655387525927,22,2559
Ersan Ilyasova,2015,0.10957690960677999,2.47511566219948,-2.3655387525927,22,2559
Ersan Ilyasova,2016,-1.5451055918126,2.43417763410081,-3.9792832259134103,26,3772
Ersan Ilyasova,2016,-1.5451055918126,2.43417763410081,-3.9792832259134103,26,3772
Ersan Ilyasova,2016,-1.5451055918126,2.43417763410081,-3.9792832259134103,53,3772
Ersan Ilyasova,2016,-1.5451055918126,2.43417763410081,-3.9792832259134103,53,3772
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,23,4397
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,23,4397
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,46,4397
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,46,4397
Ersan Ilyasova,2018,0.61196879013814,0.12259617777612,0.48937261236202,67,3511
Ersan Ilyasova,2019,1.90755199020396,-1.7557034263282998,3.6632554165322597,63,2606
Ersan Ilyasova,2020,1.8837875324390603,-0.88450336832483,2.7682909007638905,11,2113
Eugene Omoruyi,2022,-0.81446237819221,0.48375167117685003,-1.2982140493690602,22,40
Eugene Omoruyi,2022,-0.81446237819221,0.48375167117685003,-1.2982140493690602,22,40
Eugene Omoruyi,2022,-0.81446237819221,0.48375167117685003,-1.2982140493690602,17,40
Eugene Omoruyi,2022,-0.81446237819221,0.48375167117685003,-1.2982140493690602,17,40
Eugene Omoruyi,2023,0.7633137867493199,0.9168378730934,-0.1535240863440801,35,1300
Evan Fournier,2014,-0.07783480445879,-2.20413975305859,2.1263049485998,58,3113
Evan Fournier,2015,-0.31989438302715,-0.81835505132629,0.49846066829914004,79,3221
Evan Fournier,2016,-0.33661578931899,0.43899645965353995,-0.7756122489725299,69,5007
Evan Fournier,2017,-0.45828436901386005,1.09823278272501,-1.55651715173887,57,4493
Evan Fournier,2018,-0.34773135287205004,1.8997178099414,-2.2474491628134503,81,3823
Evan Fournier,2019,1.22759650440887,1.2363506275874099,-0.008754123178539963,66,5043
Evan Fournier,2020,1.55699050025084,2.28562502924262,-0.7286345289917799,26,4232
Evan Fournier,2020,1.55699050025084,2.28562502924262,-0.7286345289917799,26,4232
Evan Fournier,2020,1.55699050025084,2.28562502924262,-0.7286345289917799,16,4232
Evan Fournier,2020,1.55699050025084,2.28562502924262,-0.7286345289917799,16,4232
Evan Fournier,2021,1.05236250118722,2.91969008814546,-1.86732758695824,80,2623
Evan Fournier,2022,0.91574483504171,2.9751230592085,-2.0593782241667897,26,4668
Evan Fournier,2023,-0.5378814428681701,2.75196866148096,-3.28985010434913,29,934
Evan Mobley,2022,-0.6745713817579,-2.6374896307761597,1.9629182490182597,79,4622
Evan Mobley,2023,-0.52438324162822,-2.94169912743965,2.41731588581143,50,5377
Evan Mobley,2024,-2.79603142770386,-1.92261094959018,-0.8734204781136801,71,3130
Evan Turner,2014,-1.3298228032654,1.23639779244485,-2.56622059571025,82,4998
Evan Turner,2015,-1.52391475501183,1.28391774786272,-2.80783250287455,81,4502
Evan Turner,2016,-2.4940647975251298,0.26323192422199,-2.7572967217471196,65,4609
Evan Turner,2017,-3.68512148184917,-1.34108608786394,-2.34403539398523,79,3329
Evan Turner,2018,-4.47227354259169,-1.2687991451987801,-3.20347439739291,73,4074
Evan Turner,2019,-3.5517861896411103,0.3234399211491,-3.8752261107902104,19,3282
Facundo Campazzo,2021,-1.1362604781641,-0.19187115496738,-0.94438932319672,58,2858
Festus Ezeli,2015,-1.76466812699363,0.7665704909646,-2.53123861795823,46,1009
Francisco Garcia,2014,-1.86128597335956,-0.83367764808837,-1.0276083252711898,14,2193
Frank Jackson,2019,-1.42732317231894,1.3968273179864998,-2.8241504903054397,57,2550
Frank Jackson,2020,-0.39439118483623004,2.6653833250583703,-3.0597745098946003,38,1692
Frank Jackson,2021,-0.33056303774114,2.4057821658275103,-2.7363452035686504,53,1494
Frank Kaminsky,2016,-1.64429189153911,0.41153354162792993,-2.05582543316704,75,3384
Frank Kaminsky,2017,0.70489987920021,1.13407236946727,-0.42917249026706006,79,3893
Frank Kaminsky,2018,0.56398914401067,1.86303141513347,-1.2990422711227998,42,3693
Frank Kaminsky,2019,0.9183638733782701,1.03577877322059,-0.11741489984232001,39,1552
Frank Kaminsky,2020,0.07647853819418,0.35711433636453,-0.28063579817035,45,1586
Frank Kaminsky,2021,-0.007340967011820222,0.1108633761598,-0.11820434317162024,8,1440
Frank Kaminsky,2022,-0.8559130058904401,0.5043439974336,-1.36025700332404,21,389
Frank Ntilikina,2018,-1.8075912035657,-1.2707184585464901,-0.5368727450192099,43,3381
Frank Ntilikina,2019,-1.96313650930875,-1.17280989548051,-0.7903266138282401,57,1825
Frank Ntilikina,2020,-2.39062567539872,-1.6055361714117498,-0.7850895039869703,28,2385
Frank Ntilikina,2021,-1.6478114977181002,-0.7732840497246399,-0.8745274479934603,50,638
Frank Ntilikina,2022,-1.9174526938794099,-1.8540396036757703,-0.06341309020363961,44,1376
Franz Wagner,2022,1.16815058139367,0.21758640644327998,0.9505641749503899,80,4992
Franz Wagner,2023,1.47495205336005,-2.06755687081445,3.5425089241745003,72,5375
Franz Wagner,2024,0.67725706074303,-2.7962215811726603,3.4734786419156904,60,4697
Fred VanVleet,2017,-1.15777681235015,-1.4070718182603101,0.24929500591016018,76,592
Fred VanVleet,2018,1.7584820164163202,-2.5237885064550802,4.2822705228714,64,3008
Fred VanVleet,2019,1.86136825773478,-2.1426950818430104,4.00406333957779,54,3592
Fred VanVleet,2020,0.72642878642265,-1.35109090916118,2.07751969558383,52,3989
Fred VanVleet,2021,0.71371040406185,-0.92060049987189,1.63431090393374,65,3870
Fred VanVleet,2022,0.4807595094725,-1.15100505375848,1.63176456323098,69,4908
Fred VanVleet,2023,1.32868060580339,-1.10453172571362,2.43321233151701,73,5127
Fred VanVleet,2024,1.83412266889788,-1.45847543376047,3.29259810265835,60,5466
Freddie Gillespie,2021,-1.36145578947641,1.31475255003124,-2.6762083395076504,9,797
Furkan Korkmaz,2018,-0.6834698516505899,1.117032272823,-1.80050212447359,44,174
Furkan Korkmaz,2019,0.42619323449228996,2.22340995932408,-1.7972167248317898,72,1440
Furkan Korkmaz,2020,0.68770359870105,1.50699958678255,-0.8192959880815001,55,3238
Furkan Korkmaz,2021,1.17625311576781,-0.20069909146987003,1.37695220723768,66,2166
Furkan Korkmaz,2022,-0.01217417756192,-1.0129577235323,1.00078354597038,27,2849
Furkan Korkmaz,2023,-1.08381927027676,-1.42058030094162,0.3367610306648601,25,733
Gabe Vincent,2020,-1.47695527455843,0.38372831583278,-1.86068359039121,43,171
Gabe Vincent,2021,-2.1073445573436,1.08064402850807,-3.18798858585167,62,1280
Gabe Vincent,2022,-1.1584487446149,-0.24014205509397998,-0.9183066895209201,68,3145
Gabe Vincent,2023,-0.14843568071916,-0.20728697243896002,0.058851291719800025,11,3510
Gabe Vincent,2024,-0.051728205822700005,-1.05658099095238,1.00485278512968,72,458
Garrett Temple,2014,-1.11553989278875,-0.46739396557012003,-0.6481459272186301,46,1212
Garrett Temple,2015,-2.29710071598586,-0.84559943322257,-1.4515012827632898,79,1447
Garrett Temple,2016,-3.11387888184802,-0.41932328646742,-2.6945555953806,65,3954
Garrett Temple,2017,-2.18816362341876,0.01581299441616,-2.20397661783492,65,3409
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,49,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2018,-2.0927661246064098,-0.40942343825912,-1.6833426863472898,26,3160
Garrett Temple,2019,-2.02572121130902,0.75147098578964,-2.77719219709866,62,4122
Garrett Temple,2020,-1.89840610502982,-0.6608738415500001,-1.23753226347982,56,3636
Garrett Temple,2021,-0.27602567546584,-1.35909147047332,1.0830657950074798,57,3179
Garrett Temple,2023,-2.82611381757095,0.60087198477259,-3.4269858023435398,19,354
Garrett Temple,2024,-5.54535601799456,2.83899593869666,-8.38435195669122,19,600
Garrison Mathews,2020,0.048716270120909996,-0.22716354086117002,0.27587981098208003,62,477
Garrison Mathews,2021,0.143910076391,1.29583234128571,-1.15192226489471,65,2248
Garrison Mathews,2022,1.89302581284673,2.2203520013449,-0.32732618849816975,44,3583
Garrison Mathews,2023,0.18536962302444002,1.70154700151267,-1.51617737848823,66,1420
Garrison Mathews,2024,-0.26472703368587,2.18760820748527,-2.4523352411711397,46,2046
Gary Clark,2019,0.50962937226801,1.92242561740481,-1.4127962451368,15,1313
Gary Clark,2019,0.50962937226801,1.92242561740481,-1.4127962451368,15,1313
