def_player_id,season,poss_vs_elite_scorers,pts_allowed_vs_elite,n_elite_scorers_guarded,avg_opp_orapm,pts_vs_expected_elite,pts_per_100_vs_elite_scorers,player_id,name
200782,2019,283.68,98,5,3.3482983018789825,-0.7709020855903463,34.54596728708404,200782,P.J. Tucker
200782,2020,205.31,79,6,2.507607891540929,-0.7239765401696868,38.47839851931226,200782,P.J. Tucker
200782,2021,41.49,19,2,4.36727169459781,-0.6766875877300547,45.7941672692215,200782,P.J. Tucker
200782,2022,534.0,103,13,3.407013932817438,-0.9452739485505628,19.288389513108616,200782,P.J. Tucker
200782,2023,924.1,237,15,3.2226391626602933,-0.8790920030336851,25.64657504599069,200782,P.J. Tucker
200782,2024,63.400000000000006,10,2,3.76781446354457,-0.9806971054825278,15.772870662460567,200782,P.J. Tucker
200794,2018,98.89,41,2,3.349259004881855,-0.7199737353132799,41.46020831226616,200794,Paul Millsap
200794,2019,105.41,29,4,2.624811399376025,-0.8395512544530882,27.511621288302816,200794,Paul Millsap
200794,2020,23.69,3,1,1.93436373390036,-0.9927079260684256,12.66357112705783,200794,Paul Millsap
200794,2021,24.38,6,1,1.53547950873284,-0.8692514316746953,24.61033634126333,200794,Paul Millsap
201142,2018,88.53,30,2,4.810203023681155,-0.8024133668163426,33.88681802778719,201142,Kevin Durant
201142,2019,114.26,15,4,2.5982183508931547,-0.9996210592993044,13.12795378960266,201142,Kevin Durant
201142,2021,47.97,17,2,2.41535261066327,-0.7446080084246037,35.438815926620805,201142,Kevin Durant
201142,2022,289.7,57,8,3.1577674972401115,-0.9328596585583708,19.675526406627547,201142,Kevin Durant
201142,2023,427.3,91,12,2.872772265960798,-0.9124487671504348,21.296512988532644,201142,Kevin Durant
201142,2024,822.0,158,18,2.749331104924765,-0.9392027918578304,19.22141119221411,201142,Kevin Durant
201143,2018,82.58,21,2,3.9707689611942896,-0.8486379482038547,25.42988617098571,201143,Al Horford
201143,2019,225.37,59,5,3.4434356944409554,-0.888881696267627,26.17917202822026,201143,Al Horford
201143,2020,59.66,16,2,2.04237178015767,-0.8450981047151611,26.81863895407308,201143,Al Horford
201143,2021,260.76,86,5,2.1728063699631424,-0.7739414635966345,32.98051848443013,201143,Al Horford
201143,2022,240.6,54,5,2.9032022668942634,-0.9014200301990982,22.443890274314214,201143,Al Horford
201143,2023,257.2,70,7,2.9874749575109893,-0.8626134368287264,27.216174183514774,201143,Al Horford
201143,2024,225.3,63,6,3.3672555530479764,-0.8579051439652654,27.96271637816245,201143,Al Horford
201144,2019,90.21,13,3,2.838967378115615,-0.9846332174528374,14.410819199645273,201144,Mike Conley
201144,2020,43.86,15,2,2.08909922093116,-0.7765841456980901,34.19972640218879,201144,Mike Conley
201144,2021,144.8,18,4,3.3370752182165804,-0.9950780131130909,12.430939226519335,201144,Mike Conley
201144,2022,349.2,75,10,3.20721875744348,-0.9162545188263084,21.47766323024055,201144,Mike Conley
201144,2023,525.0,128,15,2.732639842679893,-0.8681053329413563,24.38095238095238,201144,Mike Conley
201144,2024,240.0,29,7,2.52969064450126,-1.0061152357109313,12.083333333333334,201144,Mike Conley
201145,2018,45.24,12,2,2.112027153361305,-0.8632775555903385,26.525198938992045,201145,Jeff Green
201145,2019,22.95,4,1,6.44533833952901,-0.9901614443974688,17.429193899782135,201145,Jeff Green
201145,2021,68.42999999999999,25,3,2.9978920554388373,-0.7568999800494641,36.53368405670028,201145,Jeff Green
201145,2022,103.9,31,3,2.8426705184565977,-0.8278270045946126,29.83638113570741,201145,Jeff Green
201145,2023,20.8,7,1,2.50416689253604,-0.7885032073868989,33.65384615384615,201145,Jeff Green
201145,2024,37.5,18,1,3.7486935616906,-0.6574869356169062,48.0,201145,Jeff Green
201147,2018,47.48,8,2,3.167562571508905,-0.9607488406568532,16.849199663016005,201147,Corey Brewer
201152,2018,176.99,45,3,1.96021442526438,-0.871457250407063,25.42516526357421,201152,Thaddeus Young
201152,2019,213.69,72,6,2.4006806765591127,-0.788804334303242,33.69366839814685,201152,Thaddeus Young
201152,2020,119.62,42,4,2.198454917863176,-0.7700354508125853,35.111185420498245,201152,Thaddeus Young
201152,2021,48.650000000000006,7,2,1.81802777236128,-0.9732386352491522,14.388489208633093,201152,Thaddeus Young
201152,2024,45.3,14,2,4.283739349456345,-0.8416466849253659,30.90507726269316,201152,Thaddeus Young
201162,2019,74.08,23,2,2.35772429345604,-0.805558055505526,31.047516198704106,201162,Jared Dudley
201163,2018,103.52,15,4,2.6233262542491023,-0.9867603018951886,14.489953632148378,201163,Wilson Chandler
201163,2019,45.85,12,2,2.433415448082745,-0.8643078281164174,26.172300981461287,201163,Wilson Chandler
201188,2018,152.21,33,4,3.8551674498471264,-0.9145895496797471,21.68057289271401,201188,Marc Gasol
201188,2019,240.94,59,6,3.315570033628796,-0.8906820252415912,24.487424255001244,201188,Marc Gasol
201188,2020,99.68,14,3,1.868357980409215,-0.9735757854425664,14.044943820224717,201188,Marc Gasol
201188,2021,47.01,14,2,3.29682639267493,-0.8360806302177315,29.7808976813444,201188,Marc Gasol
201229,2020,111.03,45,3,2.03317458194728,-0.7192561074367847,40.529586598216696,201229,Anthony Tolliver
201563,2018,20.82,9,1,1.6781954066519202,-0.6845052970060006,43.22766570605187,201563,Michael Beasley
201565,2018,77.93,22,3,2.4821745311916463,-0.8518814816004118,28.230463236237647,201565,Derrick Rose
201565,2019,24.54,4,1,1.75822971066221,-0.9545831121025472,16.299918500407497,201565,Derrick Rose
201565,2022,91.6,5,1,3.22066773438425,-1.0726107177478832,5.458515283842795,201565,Derrick Rose
201565,2024,61.6,4,2,2.831734666001013,-1.0623107459999444,6.493506493506494,201565,Derrick Rose
201566,2018,348.36,33,10,3.584417057370614,-1.043942023006741,9.472959007922835,201566,Russell Westbrook
201566,2019,107.75,28,2,4.084376061017075,-0.8892902108261291,25.986078886310903,201566,Russell Westbrook
201566,2020,43.99,8,1,4.56221925963338,-0.9655666477251356,18.185951352580133,201566,Russell Westbrook
201566,2021,155.67000000000002,38,7,3.0921428132375555,-0.8871413502397463,24.4106121924584,201566,Russell Westbrook
201566,2022,498.1,56,13,2.526994902326157,-1.0135351206991507,11.24272234491066,201566,Russell Westbrook
201566,2023,252.3,44,9,3.207688817198349,-0.9429801778792408,17.439556084026954,201566,Russell Westbrook
201566,2024,140.2,16,4,2.774915233503853,-1.015092510731029,11.412268188302424,201566,Russell Westbrook
201567,2018,21.11,4,1,1.76243421162654,-0.9281406850816848,18.94836570345808,201567,Kevin Love
201567,2019,21.56,11,1,2.66048891196286,-0.6164008074869757,51.02040816326531,201567,Kevin Love
201567,2022,21.3,6,1,1.60830282186663,-0.834392887373596,28.169014084507044,201567,Kevin Love
201567,2024,20.8,6,1,2.02931819845215,-0.8318316435229832,28.846153846153843,201567,Kevin Love
201568,2018,23.78,10,1,4.69670009313867,-0.7264455543376105,42.052144659377625,201568,Danilo Gallinari
201568,2019,81.63,34,3,2.8948358995319565,-0.7115099957726482,41.65135366899425,201568,Danilo Gallinari
201568,2020,219.07,46,5,1.9523493774612464,-0.8995503527514637,20.997854567033368,201568,Danilo Gallinari
201568,2022,49.4,6,1,3.579330873544749,-1.014335818856905,12.145748987854253,201568,Danilo Gallinari
201568,2024,20.9,3,1,2.58227562711263,-0.9822820864146672,14.354066985645932,201568,Danilo Gallinari
201569,2018,71.18,15,3,3.263010942637727,-0.9218585671527848,21.073335206518685,201569,Eric Gordon
201569,2019,114.04,19,4,3.061459989908904,-0.9607253933890472,16.660820764643987,201569,Eric Gordon
201569,2022,353.6,52,10,2.637782999092136,-0.9705107748596766,14.705882352941174,201569,Eric Gordon
201569,2023,330.9,39,10,2.3048563782604745,-1.0066670962170972,11.786038077969176,201569,Eric Gordon
201569,2024,74.5,8,3,2.7991131153778266,-1.0231535329299366,10.738255033557047,201569,Eric Gordon
201571,2018,158.06,42,4,3.401187270874796,-0.8696100997114753,26.57218777679362,201571,D.J. Augustin
201571,2019,332.03,100,11,3.599354314036572,-0.8397859157015708,30.117760443333434,201571,D.J. Augustin
201571,2020,51.13,4,2,3.2754393663668853,-1.0512879985516526,7.823195775474281,201571,D.J. Augustin
201571,2021,40.62,24,1,2.9714027741067803,-0.5388720779626337,59.08419497784343,201571,D.J. Augustin
201572,2019,221.94,98,5,3.506084742128277,-0.6871978074581849,44.15607821933856,201572,Brook Lopez
201572,2020,263.67,97,4,1.8432055586283147,-0.7535274670582868,36.78840975461751,201572,Brook Lopez
201572,2021,224.21,102,6,2.6078334693378555,-0.679624400629899,45.49306453771018,201572,Brook Lopez
201572,2022,95.6,28,3,3.5701691111147738,-0.8794546078308457,29.288702928870297,201572,Brook Lopez
201572,2023,408.3,147,7,3.1436513112369293,-0.7827639889995559,36.00293901542983,201572,Brook Lopez
201572,2024,558.7,119,11,2.9728446312305303,-0.9283743722671092,21.29944514050474,201572,Brook Lopez
201573,2018,25.46,8,1,4.74701279150594,-0.8332517461397255,31.421838177533385,201573,Jerryd Bayless
201573,2019,62.790000000000006,17,1,3.58123565283458,-0.8540841321566832,27.07437490046185,201573,Jerryd Bayless
201577,2019,109.27,34,3,2.0636081050685275,-0.8048323719479473,31.11558524755193,201577,Robin Lopez
201577,2021,20.01,7,1,3.55359196420056,-0.7857108321857338,34.982508745627186,201577,Robin Lopez
201580,2019,69.9,40,3,2.88723748320546,-0.5539613420336339,57.22460658082975,201580,JaVale McGee
201580,2022,97.4,37,2,3.09367522389601,-0.7580793213053042,37.987679671457904,201580,JaVale McGee
201584,2018,277.41,57,9,3.425423656430389,-0.9294746713510932,20.54720449875635,201584,Courtney Lee
201584,2019,20.15,2,1,1.64955487143934,-1.0172399655878426,9.925558312655088,201584,Courtney Lee
201586,2018,72.55,26,3,2.91681632374822,-0.7688012116869002,35.837353549276365,201586,Serge Ibaka
201586,2019,268.47,87,5,2.9279391897785403,-0.7958862493482373,32.4058554028383,201586,Serge Ibaka
201586,2020,28.66,7,1,1.64123245019232,-0.872169477328162,24.424284717376132,201586,Serge Ibaka
201586,2021,24.09,2,1,1.6281219839556798,-1.0332592190093368,8.302200083022,201586,Serge Ibaka
201586,2022,32.2,11,1,2.23293088098816,-0.7807144019775837,34.161490683229815,201586,Serge Ibaka
201587,2018,48.14,23,2,3.2723291154031298,-0.6361551631059641,47.77731616119651,201587,Nicolas Batum
201587,2019,259.95,33,6,2.8248805484402446,-0.9933305192932604,12.69474899019042,201587,Nicolas Batum
201587,2021,20.76,6,1,5.02134417865205,-0.8611961007460582,28.90173410404624,201587,Nicolas Batum
201587,2022,89.3,14,3,4.19879158259639,-0.9852246796900884,15.677491601343784,201587,Nicolas Batum
201587,2023,237.8,36,7,2.6176211319022475,-0.972699354256575,15.138772077375949,201587,Nicolas Batum
201587,2024,254.1,56,9,2.509684811465592,-0.9100328583657372,22.03856749311295,201587,Nicolas Batum
201588,2018,46.97,15,2,4.450466167474311,-0.8285014187725853,31.93527783691718,201588,George Hill
201588,2019,89.72,39,4,3.24981248332114,-0.7087574039581254,43.468568880963,201588,George Hill
201588,2020,22.1,8,1,2.18812147899664,-0.759890264563722,36.199095022624434,201588,George Hill
201588,2022,119.9,44,3,4.05362230362845,-0.7711035543808181,36.69724770642201,201588,George Hill
201588,2023,73.1,13,3,4.05491214881512,-0.9439851221072504,17.78385772913817,201588,George Hill
201596,2018,43.49,9,2,2.719283387093105,-0.9208881701377716,20.69441250862267,201596,Mario Chalmers
201599,2018,133.47,29,4,3.112363917369532,-0.912213549648645,21.72772907769536,201599,DeAndre Jordan
201599,2019,154.71,31,4,2.4534048633738634,-0.9314588320399064,20.03748949647728,201599,DeAndre Jordan
201599,2020,29.85,13,1,1.72039288258708,-0.6816930410536766,43.55108877721943,201599,DeAndre Jordan
201599,2021,144.45,95,3,1.869261921780584,-0.4378468109760811,65.76670128071997,201599,DeAndre Jordan
201599,2022,67.6,14,2,2.7191264056590563,-0.925790703832501,20.710059171597635,201599,DeAndre Jordan
201599,2023,28.4,0,1,1.56408946335181,-1.115640894633518,0.0,201599,DeAndre Jordan
201601,2018,47.03,12,2,3.24508371450927,-0.8658505951957058,25.51562832234744,201601,Luc Mbah a Moute
201609,2018,130.38,22,4,3.6275634191265658,-0.9525220791739216,16.87375364319681,201609,Goran Dragic
201609,2019,24.16,3,1,5.21464220558092,-1.0279742366253457,12.417218543046356,201609,Goran Dragic
201609,2020,51.64,6,1,2.01486336017262,-1.003959632827133,11.618900077459331,201609,Goran Dragic
201609,2023,21.5,0,1,2.28842839008707,-1.1228842839008708,0.0,201609,Goran Dragic
201933,2018,124.8,25,4,4.246216434412494,-0.9326666655894502,20.032051282051285,201933,Blake Griffin
201933,2019,132.68,29,2,1.7417645297294917,-0.9011688252233698,21.85709978896593,201933,Blake Griffin
201933,2021,122.85,43,4,1.985605588943248,-0.7472903832529332,35.002035002035,201933,Blake Griffin
201933,2022,108.3,37,4,3.2424005514591503,-0.8023774361986894,34.16435826408126,201933,Blake Griffin
201933,2023,71.3,19,3,2.1968432223179333,-0.8585281121303502,26.64796633941094,201933,Blake Griffin
201935,2018,44.42,6,2,3.198323884599285,-0.9974364159027996,13.507429085997297,201935,James Harden
201935,2020,23.9,8,1,2.94424366480859,-0.7947144031752826,33.47280334728034,201935,James Harden
201935,2021,20.31,3,1,3.18510677188078,-0.9841405802741992,14.771048744460858,201935,James Harden
201935,2022,130.2,36,5,2.817026780779809,-0.8503956855550924,27.64976958525346,201935,James Harden
201935,2023,131.0,15,5,1.987853764847258,-1.001718786520038,11.450381679389311,201935,James Harden
201935,2024,21.5,5,1,3.94232848318328,-0.9068651452969492,23.25581395348837,201935,James Harden
201936,2019,29.46,3,1,2.63559030899491,-1.0245229091999288,10.183299389002036,201936,Tyreke Evans
201937,2018,179.44,38,5,3.464801214465357,-0.9349470392670798,21.17699509585377,201937,Ricky Rubio
201937,2019,377.1,125,10,4.104514850356861,-0.7997038236417618,33.14770617873243,201937,Ricky Rubio
201937,2020,111.61,27,4,3.6030464335639785,-0.8956036068678535,24.191380700654065,201937,Ricky Rubio
201937,2021,120.84,30,4,2.739770233875522,-0.877354491647487,24.826216484607745,201937,Ricky Rubio
201937,2022,20.9,4,1,2.7401260694611103,-0.9360137008859988,19.138755980861244,201937,Ricky Rubio
201939,2018,87.01,13,3,2.83446392085996,-0.9781225116478738,14.940811400988393,201939,Stephen Curry
201939,2019,89.86,14,2,1.88744786311169,-0.9634099538771664,15.579790785666592,201939,Stephen Curry
201939,2021,96.17,15,3,1.889934236246208,-0.9695228540296572,15.597379640220444,201939,Stephen Curry
201939,2022,283.2,30,6,2.225074941703559,-1.0167192227221842,10.593220338983052,201939,Stephen Curry
201939,2023,135.1,19,4,2.160354712021284,-0.9769590202126304,14.063656550703184,201939,Stephen Curry
201939,2024,272.4,55,5,2.660475661775809,-0.916658973383808,20.19089574155653,201939,Stephen Curry
201942,2018,93.25,24,2,1.6073027658171426,-0.8614150770314153,25.7372654155496,201942,DeMar DeRozan
201942,2019,146.38,40,4,2.022331558308956,-0.8508762865272287,27.32613745047138,201942,DeMar DeRozan
201942,2020,99.49,33,3,3.7730650442435776,-0.8040561870827513,33.169162729922604,201942,DeMar DeRozan
201942,2021,42.3,9,1,1.87492659978153,-0.9017772312822898,21.27659574468085,201942,DeMar DeRozan
201942,2022,273.0,23,7,2.719012408412317,-1.034864866805981,8.424908424908425,201942,DeMar DeRozan
201942,2023,208.3,23,4,2.1205849948088145,-1.017087233373935,11.041766682669229,201942,DeMar DeRozan
201942,2024,124.5,20,4,1.97875906195528,-0.958347213463831,16.06425702811245,201942,DeMar DeRozan
201949,2018,131.68,25,3,4.883074338082146,-0.9354783531641556,18.98541919805589,201949,James Johnson
201949,2019,27.35,14,1,2.20634198420263,-0.6101804216701798,51.18829981718464,201949,James Johnson
201949,2022,69.6,14,2,2.170352717949255,-0.9485714945490028,20.114942528735632,201949,James Johnson
201950,2018,226.11,74,9,3.058278666123207,-0.80148492562,32.727433550042015,201950,Jrue Holiday
201950,2019,253.04,61,6,3.739217892054112,-0.8909176175642962,24.1068605754031,201950,Jrue Holiday
201950,2020,465.45,125,10,3.317292828203076,-0.8630789920051165,26.855731012998174,201950,Jrue Holiday
201950,2021,524.38,135,13,3.633348899720686,-0.8922299627657982,25.74468896601701,201950,Jrue Holiday
201950,2022,735.5,154,13,3.79912692820536,-0.9252228816049816,20.938137321549966,201950,Jrue Holiday
201950,2023,1216.4,322,25,3.182045765201742,-0.8621663448265516,26.4715554094048,201950,Jrue Holiday
201950,2024,598.2,141,20,2.827111747930285,-0.8862061500633643,23.570712136409224,201950,Jrue Holiday
201952,2018,539.71,142,11,3.858745295949545,-0.8685858646427127,26.310425969502138,201952,Jeff Teague
201952,2019,182.33,39,6,4.337214259712084,-0.930041011149744,21.38978774749081,201952,Jeff Teague
201952,2021,21.52,8,1,2.04492205324046,-0.7487020086364937,37.17472118959108,201952,Jeff Teague
201954,2018,455.15,84,11,3.6590926435106166,-0.957530817862726,18.455454245853016,201954,Darren Collison
201954,2019,330.62,104,10,3.6487885150853296,-0.8254792622311177,31.45605226544069,201954,Darren Collison
201959,2018,207.76,29,4,2.403788363685059,-0.9910677626330534,13.958413554100888,201959,Taj Gibson
201959,2019,46.870000000000005,23,2,2.282088215714205,-0.6316813364222931,49.07190100277363,201959,Taj Gibson
201959,2020,50.88,20,1,1.90785221476699,-0.7259967611413807,39.30817610062893,201959,Taj Gibson
201959,2021,28.7,4,1,1.6281219839556798,-0.9769083975399052,13.937282229965156,201959,Taj Gibson
201959,2022,90.5,15,3,4.146797337132534,-0.9667149500270508,16.574585635359114,201959,Taj Gibson
201959,2023,45.7,20,2,3.807237032188625,-0.7367586265407918,43.7636761487965,201959,Taj Gibson
201959,2024,24.5,7,1,2.8599750093183203,-0.8428854643788976,28.57142857142857,201959,Taj Gibson
201960,2018,125.21,54,2,6.880478920404339,-0.7184864517629279,43.12754572318504,201960,DeMarre Carroll
201960,2019,25.96,9,1,6.44533833952901,-0.8177661723012994,34.66872110939907,201960,DeMarre Carroll
201961,2018,23.12,0,1,2.04835963060126,-1.120483596306013,0.0,201961,Wayne Ellington
201961,2021,135.26,15,5,2.508558733029773,-1.0186033991776895,11.089753068165017,201961,Wayne Ellington
201961,2022,75.7,11,3,1.76617143235946,-0.9802291361143176,14.53104359313078,201961,Wayne Ellington
201967,2018,100.04,12,4,4.030499650708521,-1.0260154895038924,11.995201919232308,201967,Dante Cunningham
201967,2019,78.98,41,1,6.44533833952901,-0.6525348685519486,51.91187642441124,201967,Dante Cunningham
201976,2018,28.3,16,1,3.657076871754001,-0.5711997439825578,56.53710247349824,201976,Patrick Beverley
201976,2019,133.17000000000002,32,4,2.364744279910576,-0.8812301353108248,24.02943605917248,201976,Patrick Beverley
201976,2020,139.19,32,4,2.988676217589729,-0.8934275862193588,22.99015733888929,201976,Patrick Beverley
201976,2021,43.89,11,2,5.0716332797231605,-0.898741425250776,25.062656641604008,201976,Patrick Beverley
201976,2022,477.9,84,11,2.511428800764009,-0.9442585346571932,17.576898932831135,201976,Patrick Beverley
201976,2023,622.6,134,12,3.571655766201717,-0.9230769954508669,21.522646964343075,201976,Patrick Beverley
201976,2024,196.4,32,7,3.3552887716367428,-0.966348046495264,16.293279022403258,201976,Patrick Beverley
201980,2018,21.13,2,1,4.38091663718749,-1.0491570130353869,9.46521533364884,201980,Danny Green
201980,2019,185.35,51,6,2.4787991606879825,-0.8547983837328315,27.515511195036417,201980,Danny Green
201980,2020,108.25,36,3,3.305024733862248,-0.8033877386544516,33.25635103926097,201980,Danny Green
201980,2021,176.9,107,6,2.797261944744218,-0.5481235580899845,60.48615036743923,201980,Danny Green
201980,2022,162.3,38,4,2.9280400388496672,-0.8830562340218657,23.41343191620456,201980,Danny Green
201988,2018,87.31,14,4,2.520904271096028,-0.9639259216380888,16.034818462948117,201988,Patty Mills
201988,2021,41.16,22,1,2.48222737464574,-0.5903227596551066,53.44995140913509,201988,Patty Mills
201988,2022,154.3,19,4,1.8232620064774017,-1.0029644539748086,12.313674659753726,201988,Patty Mills
202066,2018,116.45,27,4,2.2263999617119503,-0.8986810243005893,23.1859167024474,202066,Garrett Temple
202066,2019,243.61,63,8,2.5445042392918618,-0.8665377511542628,25.861007347810023,202066,Garrett Temple
202066,2020,100.83,41,2,3.1956445504304503,-0.7299844992583058,40.6625012397104,202066,Garrett Temple
202066,2021,259.85,77,8,3.092407302155518,-0.8364920953627679,29.63248027708293,202066,Garrett Temple
202066,2022,225.6,62,5,3.013939309587172,-0.8664462426395578,27.482269503546096,202066,Garrett Temple
202083,2018,211.6,54,6,2.8884090540465825,-0.8700245087210743,25.51984877126654,202083,Wesley Matthews
202083,2019,220.18,81,4,2.689230902188275,-0.7608608783134573,36.788082477972566,202083,Wesley Matthews
202083,2020,433.45,118,13,2.71885615091895,-0.8592469400299269,27.223439843119163,202083,Wesley Matthews
202083,2021,89.86,26,2,2.5703692340026367,-0.8292173033596777,28.933897173380814,202083,Wesley Matthews
202083,2022,404.9,76,7,3.4651156638573632,-0.9554916223048884,18.77006668313164,202083,Wesley Matthews
202083,2023,154.5,37,4,2.360275441509296,-0.8913315915244532,23.94822006472492,202083,Wesley Matthews
