age,n_players,avg_o_rapm,avg_d_rapm,avg_total_rapm,std_o_rapm,std_d_rapm
19.84941820670773,1,-3.15029010878601,2.4320484637875404,-5.58233857257355,,
19.85763175906913,1,-1.9115091757454497,2.6009796608203,-4.512488836565749,,
19.904175222450377,1,0.70591303106366,2.28060898086169,-1.5746959497980302,,
19.93429158110883,1,-0.98634507071742,0.35746450604311,-1.34380957676053,,
19.95345653661876,1,0.01426278922907,0.38795417870974,-0.37369138948067,,
19.956194387405887,1,0.73618053232753,0.7527488793232,-0.01656834699567,,
19.980835044490075,1,-0.6860867406079201,-0.164071344649,-0.5220153959589201,,
20.005475701574262,1,-1.16161269677429,1.9920060788687897,-3.15361877564308,,
20.060232717316907,1,-2.86953811981457,0.20186812027838,-3.07140624009295,,
20.07118412046544,1,-1.18500990383808,1.54799924376973,-2.73300914760781,,
20.12594113620808,1,-1.47375290674438,1.86335750077208,-3.33711040751646,,
20.164271047227928,1,1.6174576566921,2.4204251563171097,-0.8029674996250098,,
20.18343600273785,2,-0.15191729724471004,1.85087627506058,-2.00279357230529,1.0228719752460353,1.7501735344060283
20.186173853524984,1,0.47555367994155,0.6851245487381099,-0.2095708687965599,,
20.188911704312115,1,-2.14764134755597,1.06227651308491,-3.20991786064088,,
20.194387405886378,1,0.21146087276007,1.76301300613324,-1.55155213337317,,
20.20807665982204,1,-2.03668122346684,1.3428110329374,-3.37949225640424,,
20.21081451060917,2,-0.97533834871834,1.752979859770475,-2.728318208488815,1.0513111796469685,0.18357737894729528
20.240930869267626,1,-0.07092255669503,3.51066482380104,-3.58158738049607,,
20.25188227241616,1,-0.4117480528437999,1.21408454737706,-1.62583260022086,,
20.26283367556468,1,-1.8075912035657,-1.27071845854649,-0.5368727450192099,,
20.265571526351813,1,-2.97211827433825,1.05871966390777,-4.03083793824602,,
20.268309377138944,1,-3.4533300607874,2.71516495529665,-6.16849501608405,,
20.27104722792608,1,-0.5593467961333399,1.7135881616695998,-2.27293495780294,,
20.301163586584533,1,-2.27921459926445,0.74058342927769,-3.01979802854214,,
20.317590691307323,1,-0.42604388833975,0.4257475555158599,-0.85179144385561,,
