name,season,o_rapm,d_rapm,total_rapm,my_o_rapm,my_d_rapm,my_total_rapm,poss,games
Drew Gooden,2014,0.48208852178795,2.52747405486581,-2.04538553307786,-114.9246748280194,87.6391145802831,-202.5637894083025,708,48
Ryan Hollins,2014,-1.81817292093228,-2.44604803552711,0.62787511459483,-154.86647902133862,-92.93152678646985,-61.934952234868774,950,40
Alan Anderson,2014,-0.8203366253850499,1.18611995244846,-2.00645657783351,-36.58483948491047,-75.86992232426569,39.28508283935522,3297,74
Tim Hardaway Jr.,2014,-2.58854611013337,2.53076990406391,-5.119316014197279,-83.69302630991868,165.05489305576222,-248.7479193656809,3605,70
Kyle Singler,2014,-0.94957987985801,0.09887010295099999,-1.04844998280901,-2.85208281125789,11.695538714310159,-14.547621525568049,4615,54
Kyle Singler,2014,-0.94957987985801,0.09887010295099999,-1.04844998280901,-2.85208281125789,11.695538714310159,-14.547621525568049,4615,54
Kyle Singler,2014,-0.94957987985801,0.09887010295099999,-1.04844998280901,-2.85208281125789,11.695538714310159,-14.547621525568049,4615,26
Kyle Singler,2014,-0.94957987985801,0.09887010295099999,-1.04844998280901,-2.85208281125789,11.695538714310159,-14.547621525568049,4615,26
Raymond Felton,2014,3.0328477156856,1.6368318309288001,1.3960158847567998,126.10236049957719,153.7107877085791,-27.608427209001903,3801,21
Cartier Martin,2014,-1.90994999877755,0.47405921841513,-2.3840092171926797,-90.98964352564003,-65.11228689761278,-25.877356628027258,1695,19
Dwyane Wade,2014,1.01842656602756,-0.07707608651522,1.09550265254278,103.7491976000943,26.484442850428742,77.26475474966557,3418,62
Toney Douglas,2014,0.49391197900353,0.8960868132649701,-0.4021748342614401,159.71213200676985,56.01238112862915,103.69975087814069,1284,11
Gerald Henderson,2014,-2.07591564144883,1.14430834512641,-3.22022398657524,-14.585199075447699,65.36447803980974,-79.94967711525744,4626,80
Kenneth Faried,2014,2.27594388262735,3.0781599234008,-0.80221604077345,23.71555959869404,105.3762997828274,-81.66074018413336,4440,75
Patrick Patterson,2014,0.54651265073703,0.01363408258173,0.5328785681553,153.04528109506327,16.11406285357499,136.9312182414883,2879,81
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,26
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Goran Dragic,2014,3.0840103604999,1.0634086663531699,2.02060169414673,163.70775239121883,69.38523977407945,94.32251261713938,5302,52
Ryan Kelly,2014,1.91723829901615,1.42352033054725,0.49371796846890015,169.29561942519814,86.37956198379631,82.91605744140183,2729,51
Kent Bazemore,2014,-3.2571346750857195,1.04510998219119,-4.302244657276909,-184.25732566080424,-14.83329610400839,-169.42402955679586,1908,73
Udonis Haslem,2014,-3.4705627162934705,-0.13406398908721,-3.3364987272062603,-219.64419449827005,-15.21069529902549,-204.43349919924455,1213,61
Mike Conley,2014,3.27261127400719,-0.65039158337687,3.92300285738406,199.5920345530964,-102.94128915593406,302.53332370903047,4573,70
Quincy Acy,2014,0.61605257560976,1.33089804826741,-0.71484547265765,-100.66595214750215,-179.6497108479281,78.98375870042595,1652,68
Luc Mbah a Moute,2014,-1.09468861334524,-0.69390599105701,-0.40078262228823003,-207.58244373390872,8.748851843387099,-216.3312955772958,1933,67
Pero Antic,2014,-0.05096465551946,-1.24312920423234,1.19216454871288,63.58298026584722,-228.52434847399738,292.1073287398446,1793,63
Patrick Beverley,2014,3.1539458894685604,-1.8170407252319098,4.97098661470047,108.2912429559638,-39.0899257797648,147.38116873572858,3438,56
Tristan Thompson,2014,0.23198280511143998,2.75181398822148,-2.51983118311004,-47.71864060653847,72.39708636866602,-120.1157269752045,4967,82
DeMarcus Cousins,2014,-0.22605671169800998,0.48127078839967996,-0.70732750009769,-83.40649488141992,-109.04071555038549,25.63422066896557,4474,59
Henry Sims,2014,-1.88883382050937,0.7868895937558301,-2.6757234142652,-276.9814540980837,-19.49081216971896,-257.49064192836477,1739,73
Kendrick Perkins,2014,-3.49265003389986,-0.73447469634615,-2.75817533755371,-278.87401913303177,43.618147064107994,-322.49216619713974,2381,14
Kendrick Perkins,2014,-3.49265003389986,-0.73447469634615,-2.75817533755371,-278.87401913303177,43.618147064107994,-322.49216619713974,2381,14
Kendrick Perkins,2014,-3.49265003389986,-0.73447469634615,-2.75817533755371,-278.87401913303177,43.618147064107994,-322.49216619713974,2381,51
Kendrick Perkins,2014,-3.49265003389986,-0.73447469634615,-2.75817533755371,-278.87401913303177,43.618147064107994,-322.49216619713974,2381,51
Ramon Sessions,2014,0.03280820316697,1.50473886201406,-1.47193065884709,-125.38454548512664,79.44002289284123,-204.82456837796786,4283,27
Ramon Sessions,2014,0.03280820316697,1.50473886201406,-1.47193065884709,-125.38454548512664,79.44002289284123,-204.82456837796786,4283,27
Ramon Sessions,2014,0.03280820316697,1.50473886201406,-1.47193065884709,-125.38454548512664,79.44002289284123,-204.82456837796786,4283,36
Ramon Sessions,2014,0.03280820316697,1.50473886201406,-1.47193065884709,-125.38454548512664,79.44002289284123,-204.82456837796786,4283,36
Patty Mills,2014,2.44192696057954,-1.76400304213651,4.20593000271605,129.96077743851663,-130.7294998637188,260.6902773022354,3028,51
Tyler Hansbrough,2014,-2.53762503088497,0.57946530589174,-3.1170903367767098,-142.2999229875586,-243.81812629029068,101.51820330273208,1837,73
Chuck Hayes,2014,0.41894995193513995,-0.77345499032185,1.19240494225699,-27.109232353889617,-241.78897337223674,214.67974101834713,1392,28
Kelly Olynyk,2014,0.47767825525999996,2.3668855440314998,-1.8892072887715,121.67696617322916,-68.62729912906056,190.3042653022897,2770,64
Rudy Gay,2014,-0.01593747536266,-0.48837869971568,0.47244122435302,10.5596519548944,23.01419742318998,-12.45454546829558,4877,68
Courtney Lee,2014,0.08568907557045,0.7762633754080001,-0.69057429983755,45.94000438789887,83.03087556638486,-37.090871178486,3670,77
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,23
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Ish Smith,2014,-2.8201730838007197,-1.32108360772432,-1.4990894760763998,-98.4866658782098,-179.55882127283272,81.07215539462291,1995,25
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,27
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Reggie Jackson,2014,0.38325059463755,-1.56021002048561,1.94346061512316,76.73387866982263,9.66461402494392,67.06926464487871,4513,50
Brandon Jennings,2014,-1.0930823608609899,3.7181999558364396,-4.8112823166974295,42.17995935814463,229.66528807958565,-187.48532872144102,5431,41
Ian Mahinmi,2014,-3.5879809783518,-1.4052588119356,-2.1827221664162,-290.9324599329748,-182.5673677647211,-108.36509216825368,2392,61
Kirk Hinrich,2014,-1.19501270577252,-1.1221274299937098,-0.0728852757788101,-9.93740155459014,-71.95799739376652,62.02059583917638,3967,66
Arron Afflalo,2014,-1.2832783455385899,2.6134191047355997,-3.8966974502741896,62.593053413106695,166.96959670210464,-104.37654328899794,4972,53
Arron Afflalo,2014,-1.2832783455385899,2.6134191047355997,-3.8966974502741896,62.593053413106695,166.96959670210464,-104.37654328899794,4972,53
Arron Afflalo,2014,-1.2832783455385899,2.6134191047355997,-3.8966974502741896,62.593053413106695,166.96959670210464,-104.37654328899794,4972,25
Arron Afflalo,2014,-1.2832783455385899,2.6134191047355997,-3.8966974502741896,62.593053413106695,166.96959670210464,-104.37654328899794,4972,25
Matthew Dellavedova,2014,1.08281890658499,-1.51574236727344,2.5985612738584303,141.16576830986344,-153.6282683248389,294.79403663470237,2451,67
Bernard James,2014,-0.96409073591073,1.8382972072373198,-2.80238794314805,-106.88903698283931,12.582898968382619,-119.47193595122194,301,10
Al Jefferson,2014,1.87627533237489,1.08717899340247,0.7890963389724199,68.7984169484395,208.4127538976346,-139.6143369491951,4826,65
Robin Lopez,2014,0.32004531673178,-0.20175818430806003,0.5218035010398401,-100.54038637413223,-41.92854565331421,-58.611840720818016,5117,59
Wesley Johnson,2014,-3.05036911494166,1.8677652202058799,-4.91813433514754,-2.74835233434356,97.97718730612604,-100.7255396404696,4633,76
Carlos Boozer,2014,-2.86509900553243,1.71244726168861,-4.57754626722104,-200.7390106347744,111.4319535889635,-312.1709642237379,4077,71
JJ Hickson,2014,-3.6649813359888603,2.70600292643278,-6.37098426242164,-366.30312447425825,26.40718193126394,-392.7103064055222,3775,73
James Jones,2014,-0.8403401452783,-0.25552933372213,-0.5848108115561701,-23.08815972866658,195.91464162322043,-219.002801351887,430,45
Jimmer Fredette,2014,0.4447954509587,4.41042705747656,-3.96563160651786,180.7553879573913,79.34124978650485,101.41413817088645,1009,45
Terrence Jones,2014,1.23610803198854,3.2471516450426,-2.01104361305406,10.79312270531271,139.96189837088951,-129.16877566557682,4119,33
Amir Johnson,2014,2.42096779646411,-1.65949400318306,4.0804617996471695,104.8539329007739,-172.0520092632943,276.9059421640682,4141,75
Marcus Thornton,2014,-0.26696061621301,1.7982282434490502,-2.0651888596620602,-46.63194829930833,74.76944033733263,-121.40138863664095,3288,39
Josh Smith,2014,-0.06103709755497,-0.77475260120849,0.71371550365352,-145.13978556314953,-32.590287293179756,-112.54949826996977,5404,28
Josh Smith,2014,-0.06103709755497,-0.77475260120849,0.71371550365352,-145.13978556314953,-32.590287293179756,-112.54949826996977,5404,28
Josh Smith,2014,-0.06103709755497,-0.77475260120849,0.71371550365352,-145.13978556314953,-32.590287293179756,-112.54949826996977,5404,55
Josh Smith,2014,-0.06103709755497,-0.77475260120849,0.71371550365352,-145.13978556314953,-32.590287293179756,-112.54949826996977,5404,55
Chris Bosh,2014,1.38769443953453,-0.82590511898074,2.21359955851527,12.81487597863732,-12.27230177746106,25.087177756098377,4819,44
Kawhi Leonard,2014,1.07084423327419,-0.92427906433004,1.9951232976042301,123.828253142575,-174.5424447408526,298.3706978834276,3803,64
Brian Roberts,2014,-1.92544401114151,2.30840612447698,-4.23385013561849,-60.93353795958385,35.09710438074997,-96.03064234033383,3204,71
Nate Wolters,2014,-1.89544736079896,-0.49434508478225997,-1.4011022760167,10.47889210600526,-117.8673398686421,128.34623197464737,2448,10
Caron Butler,2014,-0.47433212284689,3.02906827251057,-3.50340039535746,-4.49860429907155,192.1299009667709,-196.62850526584245,2719,78
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,57
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
Jae Crowder,2014,0.71056985727707,-1.65880348145688,2.3693733387339497,2.21541601207392,-136.3135279602967,138.52894397237063,2441,24
LaMarcus Aldridge,2014,1.38963725092717,-1.6872014305998901,3.07683868152706,121.05058308111538,-85.25584254125955,206.30642562237495,4928,71
Robert Sacre,2014,-0.67543415745766,1.5378057711780901,-2.2132399286357503,-107.54804176362795,23.61199702484512,-131.16003878847306,2241,65
Terrence Ross,2014,0.8987084925806599,2.3489803478196,-1.45027185523894,104.4131182290062,217.8694706662496,-113.45635243724341,4112,82
Eric Gordon,2014,1.76568519310133,3.78302107773201,-2.01733588463068,58.03295005563909,160.0356503148808,-102.0027002592417,4003,61
Richard Jefferson,2014,-1.33400218098229,2.43239960532947,-3.76640178631176,-63.96236687398377,134.07368278562828,-198.03604965961205,4185,73
Josh McRoberts,2014,0.20061125998563997,0.56030908241561,-0.35969782242996995,87.19070901047297,-3.6515063997606103,90.84221541023358,4391,17
Iman Shumpert,2014,0.15695516193115,-1.28861621277425,1.4455713747054,-22.27646014040467,-154.4815541857212,132.2050940453165,3635,38
Iman Shumpert,2014,0.15695516193115,-1.28861621277425,1.4455713747054,-22.27646014040467,-154.4815541857212,132.2050940453165,3635,38
Iman Shumpert,2014,0.15695516193115,-1.28861621277425,1.4455713747054,-22.27646014040467,-154.4815541857212,132.2050940453165,3635,24
Iman Shumpert,2014,0.15695516193115,-1.28861621277425,1.4455713747054,-22.27646014040467,-154.4815541857212,132.2050940453165,3635,24
Lance Thomas,2014,-2.20596225483133,-0.05191074988207,-2.1540515049492597,-109.69967865643963,44.311810912385305,-154.01148956882494,78,40
Lance Thomas,2014,-2.20596225483133,-0.05191074988207,-2.1540515049492597,-109.69967865643963,44.311810912385305,-154.01148956882494,78,40
Lance Thomas,2014,-2.20596225483133,-0.05191074988207,-2.1540515049492597,-109.69967865643963,44.311810912385305,-154.01148956882494,78,21
Lance Thomas,2014,-2.20596225483133,-0.05191074988207,-2.1540515049492597,-109.69967865643963,44.311810912385305,-154.01148956882494,78,21
Devin Harris,2014,1.5722882674276,-0.11349158289458999,1.68577985032219,89.55956941181147,-38.25313310128617,127.81270251309763,1590,76
Francisco Garcia,2014,-1.86128597335956,-0.83367764808837,-1.0276083252711898,-63.67672057395176,-9.99559982968125,-53.681120744270515,2193,14
JR Smith,2014,1.44309239518102,-0.30912201006587997,1.7522144052469,0.36705591977203,-30.68906020403898,31.056116123811012,4561,46
JR Smith,2014,1.44309239518102,-0.30912201006587997,1.7522144052469,0.36705591977203,-30.68906020403898,31.056116123811012,4561,46
JR Smith,2014,1.44309239518102,-0.30912201006587997,1.7522144052469,0.36705591977203,-30.68906020403898,31.056116123811012,4561,24
JR Smith,2014,1.44309239518102,-0.30912201006587997,1.7522144052469,0.36705591977203,-30.68906020403898,31.056116123811012,4561,24
Thabo Sefolosha,2014,-1.3368769370273699,-1.63003879167439,0.29316185464702005,29.85672680387787,-170.0254937791477,199.88222058302557,3165,52
Jonas Jerebko,2014,-1.5140870629158598,1.10478648242482,-2.61887354534068,-53.03924739646006,-120.53017671952382,67.49092932306377,1443,29
Jonas Jerebko,2014,-1.5140870629158598,1.10478648242482,-2.61887354534068,-53.03924739646006,-120.53017671952382,67.49092932306377,1443,29
Jonas Jerebko,2014,-1.5140870629158598,1.10478648242482,-2.61887354534068,-53.03924739646006,-120.53017671952382,67.49092932306377,1443,46
Jonas Jerebko,2014,-1.5140870629158598,1.10478648242482,-2.61887354534068,-53.03924739646006,-120.53017671952382,67.49092932306377,1443,46
Evan Turner,2014,-1.3298228032654,1.23639779244485,-2.56622059571025,-49.45919632613524,90.98168826971884,-140.44088459585407,4998,82
