name,season,o_rapm,d_rapm,total_rapm,my_o_rapm,my_d_rapm,my_total_rapm,poss,games
Nicolas Batum,2016,1.25935529455512,0.86050161816634,0.3988536763887801,23.188636371695072,54.28899006671073,-31.10035369501566,4866,77
Cory Joseph,2016,-0.9110981833820401,-1.5118855150111699,0.6007873316291298,-40.08266433931139,-89.9833238517796,49.90065951246821,3890,80
Quincy Acy,2016,-3.40332529189124,1.51325407457483,-4.9165793664660695,-213.21932016413027,-92.72809785762074,-120.49122230650953,1786,31
Udonis Haslem,2016,-3.62934374702871,2.67523716091393,-6.30458090794264,-381.321241452091,82.94528308255916,-464.26652453465016,492,15
Derrick Williams,2016,-1.35039162488841,2.58305457411066,-3.93344619899907,-178.623231274381,155.91884918338528,-334.54208045776625,2792,22
Derrick Williams,2016,-1.35039162488841,2.58305457411066,-3.93344619899907,-178.623231274381,155.91884918338528,-334.54208045776625,2792,22
Derrick Williams,2016,-1.35039162488841,2.58305457411066,-3.93344619899907,-178.623231274381,155.91884918338528,-334.54208045776625,2792,25
Derrick Williams,2016,-1.35039162488841,2.58305457411066,-3.93344619899907,-178.623231274381,155.91884918338528,-334.54208045776625,2792,25
JaVale McGee,2016,-2.54310170965656,1.64362462059389,-4.186726330250449,13.1594879010245,-60.283574887813586,73.44306278883809,714,72
Jason Smith,2016,-1.3621923800478801,4.05410168262826,-5.41629406267614,-62.099157069359435,120.0467247211812,-182.14588179054064,2279,74
Eric Gordon,2016,-0.28624472973471,2.06751292636281,-2.3537576560975197,26.13299290977174,-21.65470917879696,47.7877020885687,2998,75
Kyle Singler,2016,-1.46787130888724,1.1105058694398,-2.57837717832704,-160.9334274986551,-52.830139985867255,-108.10328751278786,1976,28
Jose Calderon,2016,0.45132015487879,3.14043937643652,-2.6891192215577298,-167.47083545268742,123.59916755416371,-291.07000300685115,3907,17
Jose Calderon,2016,0.45132015487879,3.14043937643652,-2.6891192215577298,-167.47083545268742,123.59916755416371,-291.07000300685115,3907,17
Jose Calderon,2016,0.45132015487879,3.14043937643652,-2.6891192215577298,-167.47083545268742,123.59916755416371,-291.07000300685115,3907,22
Jose Calderon,2016,0.45132015487879,3.14043937643652,-2.6891192215577298,-167.47083545268742,123.59916755416371,-291.07000300685115,3907,22
Ed Davis,2016,0.5946556782846499,1.49593031826645,-0.9012746399818001,-113.8641925104772,-32.04405963273889,-81.8201328777383,3310,46
Emmanuel Mudiay,2016,-0.60093960362181,0.87190554804231,-1.47284515166412,-192.24537677344733,233.87508661280455,-426.1204633862519,4171,53
Kevin Seraphin,2016,-3.21256375382597,-0.54411773396639,-2.66844601985958,-241.63523713261,0.9431231958055101,-242.5783603284155,1035,43
Kosta Koufos,2016,-1.1613031306964001,-0.77064749045856,-0.39065564023784016,-202.99814617009656,-48.63766290524955,-154.360483264847,2988,71
Jon Leuer,2016,-1.14748343510136,0.22552544349181003,-1.3730088785931702,-80.80616890773383,-37.6299240681352,-43.17624483959863,2600,75
Ian Mahinmi,2016,-3.46556838786699,-1.42503773478828,-2.0405306530787097,-259.0950816457301,-219.346114925012,-39.7489667207181,3656,31
Matthew Dellavedova,2016,0.18889162379913002,-2.16024878228143,2.34914040608056,122.55620860643357,-7.36599577159665,129.92220437803022,3605,76
Hassan Whiteside,2016,-0.67620193275453,0.35919845287256,-1.03540038562709,12.51734547196704,-12.601130714808919,25.118476186775958,4078,77
LaMarcus Aldridge,2016,1.31896507714768,-1.28421915775907,2.6031842349067498,-24.39417375645086,-65.1980893343217,40.80391557787083,4375,72
Lavoy Allen,2016,-0.36052927660550005,-0.9897847774144399,0.6292555008089399,-28.59149341753483,-127.0053359971256,98.41384257959076,3118,57
Kevin Love,2016,2.25606231894927,-0.18353149159663,2.4395938105459,-16.0021607465077,-89.79841843963217,73.79625769312447,4660,60
Dwight Powell,2016,-3.23880624754937,-0.33407004840589,-2.90473619914348,-163.79382678978237,-21.83228690985111,-141.96153987993125,1964,75
Stanley Johnson,2016,-2.81389728240968,0.8361784702864,-3.65007575269608,-135.1265831989959,-4.2302911966523,-130.89629200234359,3336,75
Aaron Brooks,2016,1.0244136194145201,1.65562492160339,-0.6312113021888699,57.57177923334845,-6.70105621831027,64.27283545165872,2181,61
Brandon Rush,2016,-0.45489187145953003,4.18105799518946,-4.63594986664899,-88.64717184281695,407.82017270984187,-496.4673445526588,2170,47
Patrick Patterson,2016,3.79408530818261,-0.41753818158626005,4.21162348976887,177.2105534209252,-102.91375707593787,280.1243104968631,3797,65
Patty Mills,2016,2.65964808463421,-2.7396202847994,5.39926836943361,69.02625402763117,-36.12313722486835,105.14939125249953,3292,80
Ryan Anderson,2016,2.56693701487,1.6737788023581501,0.89315821251185,137.07121357961336,97.72112516965832,39.350088409955035,4105,72
Will Barton,2016,-1.7624396160581202,0.02070133503891,-1.7831409510970302,-95.44619045281496,-52.96788338052016,-42.4783070722948,4676,60
Seth Curry,2016,-0.94903900552239,1.80583985828997,-2.75487886381236,132.54976692989993,84.9243064021413,47.625460527758634,1385,70
Spencer Dinwiddie,2016,-3.76301296317973,0.64364946767134,-4.40666243085107,-105.87794935728618,35.64143277976369,-141.5193821370499,310,59
Tyler Ennis,2016,-1.8370701689576001,1.27654638304294,-3.11361655200054,16.39803483794772,-18.71103880542778,35.109073643375496,1278,18
Tyler Ennis,2016,-1.8370701689576001,1.27654638304294,-3.11361655200054,16.39803483794772,-18.71103880542778,35.109073643375496,1278,18
Tyler Ennis,2016,-1.8370701689576001,1.27654638304294,-3.11361655200054,16.39803483794772,-18.71103880542778,35.109073643375496,1278,21
Tyler Ennis,2016,-1.8370701689576001,1.27654638304294,-3.11361655200054,16.39803483794772,-18.71103880542778,35.109073643375496,1278,21
James Michael McAdoo,2016,-1.40429578200072,2.27716306362462,-3.68145884562534,-170.96967014764616,10.06250837483316,-181.0321785224793,546,38
Beno Udrih,2016,-0.69155740806581,1.07331350870031,-1.76487091676612,120.35664827205473,22.92599178565893,97.4306564863958,1356,35
Brandon Knight,2016,-0.48454426169168996,2.41624568048333,-2.9007899421750203,-83.73042489145524,160.74847825673652,-244.47890314819176,3840,54
Marcelo Huertas,2016,-0.76031676920741,0.6287690613359199,-1.3890858305433298,82.12825655294127,-43.64063874677912,125.76889529972038,1696,19
Jordan Clarkson,2016,-0.95331509617,3.28500795908872,-4.23832305525872,-40.20834693856105,219.6840421166237,-259.8923890551847,5096,82
Marreese Speights,2016,-2.14388495695507,0.98122323675228,-3.12510819370735,-17.95533414015454,-48.503673791845294,30.548339651690753,1678,82
Anthony Morrow,2016,1.5916093598313599,0.22284730758416,1.3687620522472,123.10052387211643,-90.55294714046056,213.65347101257697,1860,39
Dion Waiters,2016,-0.46859885652086,-0.28461836125885,-0.18398049526201,-50.22765727041374,-37.361329419015924,-12.866327851397813,4357,46
Aaron Gordon,2016,-0.26081573724301,1.00582173494216,-1.26663747218517,30.46446328043103,44.458159644463166,-13.993696364032136,3712,80
Kevon Looney,2016,-0.51931626616531,1.13238689949744,-1.65170316566275,-237.5950093739387,-19.48349110604381,-218.1115182678949,46,38
Thaddeus Young,2016,0.51445484266538,1.85812686865029,-1.34367202598491,56.60517672872516,-46.56493395841999,103.17011068714515,4738,74
Steven Adams,2016,-1.8013316610342198,0.3054377898776,-2.1067694509118198,-146.03711602162988,-142.15207694173847,-3.8850390798914134,4032,80
Gerald Henderson,2016,-1.6766352254581298,-0.15183471662084,-1.5248005088372898,-80.41413867440859,-18.984496277984768,-61.42964239642382,2839,72
Paul George,2016,0.8610943391661199,-3.33198607538243,4.19308041454855,177.55392583120252,-11.11191350182457,188.6658393330271,5727,75
Mike Conley,2016,2.1555537020407503,-0.23678561524683,2.3923393172875804,245.04345284416465,-15.39159639476368,260.43504923892834,3377,69
Richard Jefferson,2016,-1.92933904084817,1.5313946647463799,-3.46073370559455,-20.72367292068446,-24.54473532207253,3.821062401388069,2578,79
Rudy Gay,2016,0.87417375080528,0.9947607901286201,-0.12058703932334003,55.94629177909852,29.654516313601633,26.29177546549689,4880,30
Jonas Jerebko,2016,-0.37259506617708,-0.770263728679,0.39766866250191996,73.77727825446043,-132.611319937596,206.3885981920564,2357,77
Kyle O'Quinn,2016,-0.42489451872533,0.61669755594284,-1.04159207466817,-194.2164050505998,-44.75991893716158,-149.45648611343822,1488,77
Harrison Barnes,2016,-2.15255618512005,0.47761819868716,-2.6301743838072102,-49.97671150858599,71.13246789634637,-121.10917940493236,4211,79
David West,2016,0.24162320688331998,-1.17432298033527,1.41594618721859,-24.14959308508862,-125.10301889703419,100.95342581194558,2749,68
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,10
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Cameron Payne,2016,-0.5051205223620401,1.24077244051733,-1.74589296287937,-97.23009356671166,134.20075421523032,-231.43084778194196,1387,20
Goran Dragic,2016,2.6231437234815798,-0.6041104436971599,3.2272541671787396,115.82320250120115,6.4957235273996705,109.32747897380148,4634,73
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,24
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Terrence Ross,2016,0.52725124110576,2.62486987473928,-2.09761863363352,118.97779488450999,169.8556865130301,-50.8778916285201,3322,54
Joel Embiid,2017,-0.67347247445708,-0.8338111626881201,0.16033868823104003,203.40527616871412,-236.27953073992774,439.68480690864186,1598,63
Jarell Martin,2017,-2.61781088553631,-0.5701084590286499,-2.04770242650766,-182.21585533748922,-64.38193142959757,-117.83392390789164,1091,71
Andre Drummond,2017,-0.8601943905731,1.17331669112299,-2.0335110816960897,-217.68826004823865,-103.29856407198714,-114.3896959762515,4707,78
DeMar DeRozan,2017,-0.40434906755690003,1.1011022576384,-1.5054513251953,40.52422681809494,118.71267390203496,-78.18844708394002,5137,80
Channing Frye,2017,0.82627193322,2.09502911023564,-1.2687571770156398,123.88379444007869,-29.43179298921833,153.315587429297,2793,38
Channing Frye,2017,0.82627193322,2.09502911023564,-1.2687571770156398,123.88379444007869,-29.43179298921833,153.315587429297,2793,38
Channing Frye,2017,0.82627193322,2.09502911023564,-1.2687571770156398,123.88379444007869,-29.43179298921833,153.315587429297,2793,9
Channing Frye,2017,0.82627193322,2.09502911023564,-1.2687571770156398,123.88379444007869,-29.43179298921833,153.315587429297,2793,9
Joe Ingles,2017,-0.47212238089708003,1.1426571777865702,-1.6147795586836502,46.55564559278421,130.36513273635103,-83.80948714356683,3762,82
Jaylen Brown,2017,-2.19238310485148,1.7591367550152899,-3.95151985986677,-19.41583424608988,17.38641594711331,-36.80225019320319,2661,70
Justin Anderson,2017,-2.11884916254963,1.5783997618861199,-3.6972489244357503,-170.8213250398535,-2.44533357635641,-168.3759914634971,2422,34
Jakob Poeltl,2017,-1.01153841145679,-0.32289417753034,-0.68864423392645,-90.5453158950137,89.90851503455428,-180.45383092956797,1209,82
Timothe Luwawu-Cabarrot,2017,-1.47722271539777,-0.95917915255771,-0.5180435628400599,-126.36589926884554,-228.6708290410051,102.30492977215957,2473,50
Dewayne Dedmon,2017,-2.2352087442730197,-1.23084695939229,-1.0043617848807298,-119.79666028853725,-164.75945390052286,44.9627936119856,2533,62
Jerryd Bayless,2017,-1.96608707547212,0.78801556820193,-2.75410264367405,-215.87055942426568,81.46087089746304,-297.3314303217287,140,38
Pat Connaughton,2017,-0.7521668357076899,0.855945839933,-1.6081126756406898,171.690490182804,-11.48941829045403,183.17990847325805,638,82
Victor Oladipo,2017,0.05182181677637,-0.7335648261242,0.78538664290057,62.80401122663072,-147.33807174709213,210.14208297372284,4532,75
Serge Ibaka,2017,1.0986956734081499,-0.42149715773596996,1.52019283114412,65.8360030811227,-42.233758546030494,108.06976162715318,4796,76
Willy Hernangomez,2017,-0.46539975738246,1.28837526785878,-1.75377502524124,-123.80546360836998,-57.348098369678915,-66.45736523869107,2657,18
Willy Hernangomez,2017,-0.46539975738246,1.28837526785878,-1.75377502524124,-123.80546360836998,-57.348098369678915,-66.45736523869107,2657,18
Willy Hernangomez,2017,-0.46539975738246,1.28837526785878,-1.75377502524124,-123.80546360836998,-57.348098369678915,-66.45736523869107,2657,19
Willy Hernangomez,2017,-0.46539975738246,1.28837526785878,-1.75377502524124,-123.80546360836998,-57.348098369678915,-66.45736523869107,2657,19
Wilson Chandler,2017,0.8827850038354,2.89948309865454,-2.01669809481914,-20.57010706985124,160.16670615136056,-180.7368132212118,4418,74
Tony Allen,2017,0.23246915454825,-3.05931639287051,3.29178554741876,-86.56683861564628,-254.7041700156364,168.13733139999013,3611,22
Jabari Parker,2017,-0.21205215605337,3.26540064459179,-3.47745280064516,-59.65342327918699,159.0828808258994,-218.7363041050864,3459,31
Montrezl Harrell,2017,1.32484833864706,1.16920235084919,0.15564598779786998,32.57709770427411,-81.62450226420171,114.20159996847582,2204,73
Jahlil Okafor,2017,-5.19890917959111,3.07934649847446,-8.27825567806557,-345.66845609275975,275.63441538927225,-621.3028714820321,2267,26
Jonathon Simmons,2017,0.78854422924564,-1.18073480972856,1.9692790389742,60.89766940916351,25.1423198322687,35.755349576894815,2710,69
Jeff Teague,2017,0.40874717376629,0.39691608459356,0.011831089172730014,-1.4908946747853802,168.75951752768802,-170.2504122024734,5296,70
Avery Bradley,2017,0.79260281000543,1.56303598987961,-0.77043317987418,0.59996402315358,62.25270102322299,-61.65273700006941,3682,40
Avery Bradley,2017,0.79260281000543,1.56303598987961,-0.77043317987418,0.59996402315358,62.25270102322299,-61.65273700006941,3682,40
Avery Bradley,2017,0.79260281000543,1.56303598987961,-0.77043317987418,0.59996402315358,62.25270102322299,-61.65273700006941,3682,6
Avery Bradley,2017,0.79260281000543,1.56303598987961,-0.77043317987418,0.59996402315358,62.25270102322299,-61.65273700006941,3682,6
Josh Huestis,2017,-0.19047856008292,0.33278140325146,-0.52325996333438,84.8617555034692,-67.46808375178746,152.32983925525667,67,67
Jeremy Lamb,2017,-0.20102969038171997,-0.67600317444669,0.47497348406497003,130.77035751959505,-79.89707865989321,210.66743617948828,2217,80
James Johnson,2017,-0.15093303438489,-0.45945597974527996,0.30852294536038993,-34.954066535146126,-67.59094442285833,32.6368778877122,4172,73
David Nwaba,2017,-1.09479948641538,-1.14479307304096,0.049993586625579844,56.17990777897812,12.632290986166561,43.54761679281156,809,70
Malcolm Brogdon,2017,2.95175339995465,0.04296742004678,2.90878597990787,128.181102179567,-8.38430115594139,136.5654033355084,3867,48
Kyle Korver,2017,0.8997246768991,-0.05394659231679,0.95367126921589,66.68212711747644,-35.18089092797891,101.86301804545535,3554,73
Shelvin Mack,2017,-0.25195021740154,0.47235573844028,-0.72430595584182,26.999150829845348,-0.30257611565397996,27.30172694549933,2301,67
Marquese Chriss,2017,-1.2315911586124302,3.40200571746129,-4.63359687607372,-92.63422048147778,130.93330100044912,-223.56752148192692,3565,72
Joe Harris,2017,-3.6019625470624197,2.48759872940625,-6.08956127646867,-23.85877948563567,21.769172955988438,-45.6279524416241,2374,78
Garrett Temple,2017,-2.18816362341876,0.01581299441616,-2.20397661783492,-128.13038970306172,-14.97068796265414,-113.15970174040758,3409,65
Nerlens Noel,2017,-3.543766056452,0.57659257939084,-4.12035863584284,-257.5303401213374,-70.07953998081294,-187.45080014052448,2076,29
Marc Gasol,2017,-0.004080579896255376,0.57630243749701,-0.5803830173932654,-88.14720772248583,165.2024020215047,-253.34960974399053,4829,73
Caris LeVert,2017,1.41289742106396,1.32928905789183,0.08360836317213005,56.27033560773141,82.47922039468529,-26.208884786953874,2588,71
Miles Plumlee,2017,-1.58112021628482,1.6034930007321602,-3.18461321701698,-222.0158465875839,-24.704414028895393,-197.3114325586885,937,54
Fred VanVleet,2017,-1.15777681235015,-1.4070718182603101,0.24929500591016018,167.23125532821936,-327.95196124804795,495.18321657626734,592,76
Danilo Gallinari,2017,2.30462084700001,-0.49079307169578,2.79541391869579,56.82432954953322,-83.79521442837925,140.61954397791249,4293,21
Tony Snell,2017,-0.28930687543784,-1.20903719253439,0.9197303170965498,-30.37964769498552,10.38634856181935,-40.76599625680487,4583,75
Malcolm Delaney,2017,-0.50766867511155,-0.61452098857242,0.10685231346086999,25.351484914789342,-37.22686606192165,62.57835097671099,2485,54
Anthony Tolliver,2017,1.42239526046736,1.16589145154369,0.25650380892367,80.33638811779964,68.13098529359249,12.205402824207155,2936,79
Wayne Ellington,2017,-1.42804512648352,0.03204302779194,-1.46008815427546,56.877473319340176,59.26910088848232,-2.3916275691421447,2946,77
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,24
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
George Hill,2017,1.33539839463314,-1.5408108029283198,2.87620919756146,110.8782638510916,49.23085426846483,61.64740958262677,2899,43
Pau Gasol,2017,0.37288631036711,0.44644428602347,-0.07355797565636002,-110.96418985886896,3.00998339575271,-113.97417325462168,3107,77
CJ McCollum,2017,1.9675780788505601,-0.84849563855512,2.81607371740568,226.55291544723002,103.04547628086516,123.50743916636486,5619,81
Darren Collison,2017,0.77820327561798,1.03362813184677,-0.25542485622878996,171.89342696204076,138.17557263975354,33.717854322287224,4034,69
Brandan Wright,2017,-1.0209491094937901,1.08502886989766,-2.10597797939145,-167.97229957795543,-135.903225985541,-32.06907359241441,849,27
Boban Marjanovic,2017,0.83479482881332,0.60262281204781,0.23217201676551003,-37.70388822896736,-106.86093833476168,69.15705010579433,589,20
Boban Marjanovic,2017,0.83479482881332,0.60262281204781,0.23217201676551003,-37.70388822896736,-106.86093833476168,69.15705010579433,589,20
Boban Marjanovic,2017,0.83479482881332,0.60262281204781,0.23217201676551003,-37.70388822896736,-106.86093833476168,69.15705010579433,589,16
Boban Marjanovic,2017,0.83479482881332,0.60262281204781,0.23217201676551003,-37.70388822896736,-106.86093833476168,69.15705010579433,589,16
Corey Brewer,2017,-1.2094125411571601,-0.13388414941559,-1.0755283917415701,-109.95615315861735,-3.9675027553009397,-105.98865040331641,2602,18
Corey Brewer,2017,-1.2094125411571601,-0.13388414941559,-1.0755283917415701,-109.95615315861735,-3.9675027553009397,-105.98865040331641,2602,18
Corey Brewer,2017,-1.2094125411571601,-0.13388414941559,-1.0755283917415701,-109.95615315861735,-3.9675027553009397,-105.98865040331641,2602,53
Corey Brewer,2017,-1.2094125411571601,-0.13388414941559,-1.0755283917415701,-109.95615315861735,-3.9675027553009397,-105.98865040331641,2602,53
Shaun Livingston,2017,0.34170815715326996,-0.8392945513906199,1.18100270854389,-31.774219287333672,-35.25857743433468,3.4843581470010108,2662,71
Wesley Matthews,2017,0.6117803690398801,-0.474801625749,1.08658199478888,58.89036184926132,215.8290727774677,-156.93871092820638,4697,63
Jodie Meeks,2017,0.47137611595963,1.6508794258111699,-1.17950330985154,131.02824291516126,335.07002164290344,-204.04177872774218,1477,76
Tyus Jones,2017,0.37763106742846003,1.5380240046142701,-1.1603929371858102,120.70979039626937,8.3969710736294,112.31281932263997,1534,82
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,2.09731472742982,-91.19515865602969,93.29247338345951,4397,23
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,2.09731472742982,-91.19515865602969,93.29247338345951,4397,23
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,2.09731472742982,-91.19515865602969,93.29247338345951,4397,46
Ersan Ilyasova,2017,0.63366487766704,1.11243153279045,-0.4787666551234099,2.09731472742982,-91.19515865602969,93.29247338345951,4397,46
D'Angelo Russell,2017,-1.53586335673634,2.3702279658692103,-3.9060913226055503,37.32768197279962,198.19776547795328,-160.87008350515367,3719,48
Mike Scott,2017,-1.64604650147771,-1.88417745643712,0.23813095495941017,-183.78600694671377,-157.23705845229452,-26.54894849441925,385,76
Tyreke Evans,2017,0.9763876804717699,1.61155761615442,-0.6351699356826501,62.176582612933586,-34.37059399786998,96.54717661080358,1559,52
Willie Cauley-Stein,2017,0.0018139940436430468,2.33931596648477,-2.337501972441127,-83.85769707631573,-30.48614946686153,-53.3715476094542,2774,73
JJ Redick,2017,1.81919323859441,-0.20392597915554,2.02311921774995,124.22705864623771,69.5878364384274,54.639222207810306,4414,70
Russell Westbrook,2017,6.07242360763654,0.9853187662667099,5.08710484136983,296.4617569882921,40.62032673265324,255.84143025563887,5784,80
Danny Green,2017,1.34998490963035,-1.49623464567058,2.84621955530093,34.16576597617228,-75.63273350605392,109.7984994822262,3386,70
Rodney Hood,2017,0.9535606562840001,1.23234978753263,-0.2787891312486298,24.607954106073297,205.0543571547528,-180.4464030486795,2999,39
Rodney Hood,2017,0.9535606562840001,1.23234978753263,-0.2787891312486298,24.607954106073297,205.0543571547528,-180.4464030486795,2999,39
Rodney Hood,2017,0.9535606562840001,1.23234978753263,-0.2787891312486298,24.607954106073297,205.0543571547528,-180.4464030486795,2999,21
Rodney Hood,2017,0.9535606562840001,1.23234978753263,-0.2787891312486298,24.607954106073297,205.0543571547528,-180.4464030486795,2999,21
Ian Clark,2017,-1.0884996620765202,1.47125269684548,-2.559752358922,-45.85244954300456,23.85250132936537,-69.70495087236993,2320,72
Chris Paul,2017,5.209728807283169,-2.41475135879447,7.624480166077639,450.6629502566837,-125.20784215013508,575.8707924068187,3833,58
Wayne Selden,2017,-0.54410110488073,1.0936469267545599,-1.63774803163529,-33.310906082514855,44.15606663491468,-77.46697271742954,450,35
Isaiah Thomas,2017,4.614923795924749,3.29786005735353,1.3170637385712194,232.3714736162285,268.8205710314059,-36.44909741517739,5203,17
Isaiah Thomas,2017,4.614923795924749,3.29786005735353,1.3170637385712194,232.3714736162285,268.8205710314059,-36.44909741517739,5203,17
Isaiah Thomas,2017,4.614923795924749,3.29786005735353,1.3170637385712194,232.3714736162285,268.8205710314059,-36.44909741517739,5203,15
Isaiah Thomas,2017,4.614923795924749,3.29786005735353,1.3170637385712194,232.3714736162285,268.8205710314059,-36.44909741517739,5203,15
Tobias Harris,2017,-0.28010784194397,0.7159234900798,-0.99603133202377,42.071708213558765,33.66348313168379,8.408225081874974,5070,48
Tobias Harris,2017,-0.28010784194397,0.7159234900798,-0.99603133202377,42.071708213558765,33.66348313168379,8.408225081874974,5070,48
Tobias Harris,2017,-0.28010784194397,0.7159234900798,-0.99603133202377,42.071708213558765,33.66348313168379,8.408225081874974,5070,48
