player_id,name,season,off_poss,touches,drive_rate,drive_fg_pct,dreb_contest_rate,rim_dfg
203117,Doron Lamb,2014,1328,766,0.057441253263707574,0.35714285714285715,0.2682926829268293,0.8275862068965517
2617,Udonis Haslem,2014,1213,777,0.006435006435006435,0.6666666666666666,0.3609022556390977,0.6666666666666666
201144,Mike Conley,2014,4573,6334,0.13498579096937163,0.46131805157593125,0.1511627906976744,0.7377049180327869
203112,Quincy Acy,2014,1652,1201,0.026644462947543714,0.4444444444444444,0.36428571428571427,0.5370370370370371
201601,Luc Mbah a Moute,2014,1933,1084,0.06365313653136531,0.38235294117647056,0.43333333333333335,0.6923076923076923
203544,Pero Antic,2014,1793,1570,0.033121019108280254,0.3157894736842105,0.40816326530612246,0.6119402985074627
200756,Hilton Armstrong,2014,195,118,0.0,,0.5357142857142857,0.45454545454545453
200779,Steve Novak,2014,1071,699,0.002861230329041488,0.0,0.42,0.5740740740740741
101198,Will Bynum,2014,2089,2218,0.23895401262398558,0.4419889502762431,0.11688311688311688,0.7441860465116279
201976,Patrick Beverley,2014,3438,3345,0.10044843049327354,0.41353383458646614,0.14634146341463414,0.5714285714285714
203493,Reggie Bullock,2014,795,428,0.02570093457943925,0.5,0.2926829268292683,0.5454545454545454
202354,Dexter Pittman,2014,3,2,0.0,,,0.0
202684,Tristan Thompson,2014,4967,4147,0.03496503496503497,0.5113636363636364,0.33541666666666664,0.6707818930041153
202326,DeMarcus Cousins,2014,4474,4474,0.06437192668752793,0.46153846153846156,0.35225375626043404,0.5757575757575758
201576,Anthony Randolph,2014,1081,817,0.05263157894736842,0.5,0.2815533980582524,0.5507246376811594
203156,Henry Sims,2014,1739,1316,0.015197568389057751,0.46153846153846156,0.38636363636363635,0.5954198473282443
2570,Kendrick Perkins,2014,2381,1780,0.007303370786516854,0.375,0.2702702702702703,0.5217391304347826
201196,Ramon Sessions,2014,4283,4918,0.17100447336315575,0.42011834319526625,0.09202453987730061,0.7910447761194029
203104,Marquis Teague,2014,839,958,0.1336116910229645,0.4418604651162791,0.10526315789473684,0.64
201988,Patty Mills,2014,3028,3527,0.04224553444853984,0.3783783783783784,0.145985401459854,0.5740740740740741
201946,Tyler Hansbrough,2014,1837,1335,0.015730337078651686,0.375,0.47530864197530864,0.6347826086956522
101236,Chuck Hayes,2014,1392,1069,0.00841908325537886,0.5,0.40441176470588236,0.6442307692307693
203482,Kelly Olynyk,2014,2770,2588,0.039799072642967545,0.5384615384615384,0.3,0.6683168316831684
200752,Rudy Gay,2014,4877,4026,0.1381023348236463,0.45794392523364486,0.27184466019417475,0.6627906976744186
201584,Courtney Lee,2014,3670,2709,0.0753045404208195,0.4766355140186916,0.17834394904458598,0.7547169811320755
202397,Ish Smith,2014,1995,2249,0.151622943530458,0.40425531914893614,0.23469387755102042,0.676923076923077
202091,Dionte Christmas,2014,398,291,0.054982817869415807,0.5,0.28,0.9090909090909091
202704,Reggie Jackson,2014,4513,4627,0.15776961314026366,0.4696132596685083,0.1970260223048327,0.6568047337278107
1733,Al Harrington,2014,959,823,0.10814094775212636,0.4,0.2857142857142857,0.7446808510638298
201943,Brandon Jennings,2014,5431,6548,0.11194257788637751,0.36140350877192984,0.06914893617021277,0.7946428571428571
203197,Diante Garrett,2014,1960,2342,0.10247651579846286,0.34375,0.10588235294117647,0.75
101133,Ian Mahinmi,2014,2392,1257,0.007159904534606206,0.0,0.44,0.4730290456431535
203318,Glen Rice,2014,216,193,0.08808290155440414,0.42857142857142855,0.25,1.0
2550,Kirk Hinrich,2014,3967,4927,0.07469048102293485,0.35833333333333334,0.12658227848101267,0.5895522388059702
201167,Arron Afflalo,2014,4972,4323,0.08396946564885496,0.4222222222222222,0.12173913043478261,0.7459016393442623
203521,Matthew Dellavedova,2014,2451,2216,0.11146209386281589,0.3728813559322034,0.13829787234042554,0.7123287671232876
203108,Bernard James,2014,301,131,0.007633587786259542,0.0,0.6296296296296297,0.6666666666666666
202686,Jan Vesely,2014,1509,1160,0.013793103448275862,0.2,0.4017857142857143,0.6041666666666666
2744,Al Jefferson,2014,4826,3575,0.01090909090909091,0.38461538461538464,0.35096153846153844,0.6285714285714286
201577,Robin Lopez,2014,5117,2770,0.005776173285198556,0.625,0.4426229508196721,0.5
202694,Marcus Morris Sr.,2014,3581,2648,0.04984894259818731,0.32786885245901637,0.31896551724137934,0.6589595375722543
202325,Wesley Johnson,2014,4633,2847,0.02107481559536354,0.2608695652173913,0.29454545454545455,0.6654135338345865
2430,Carlos Boozer,2014,4077,3571,0.026323158779053488,0.5,0.3628865979381443,0.6328502415458938
201581,JJ Hickson,2014,3775,3077,0.023074423139421516,0.3611111111111111,0.3333333333333333,0.6386861313868614
203519,Adonis Thomas,2014,71,38,0.05263157894736842,0.0,0.0,0.5
2592,James Jones,2014,430,298,0.016778523489932886,0.5,0.2857142857142857,0.7142857142857143
202690,Jimmer Fredette,2014,1009,1088,0.13786764705882354,0.5079365079365079,0.022727272727272728,0.7419354838709677
203093,Terrence Jones,2014,4119,3092,0.07373868046571798,0.3767123287671233,0.3643835616438356,0.6283185840707964
101161,Amir Johnson,2014,4141,3628,0.024807056229327454,0.42857142857142855,0.4492307692307692,0.5795454545454546
201977,Marcus Thornton,2014,3288,1968,0.07266260162601626,0.3333333333333333,0.14788732394366197,0.7217391304347827
2746,Josh Smith,2014,5404,4324,0.07839962997224792,0.42105263157894735,0.38461538461538464,0.56282722513089
2547,Chris Bosh,2014,4819,3914,0.04292284108329075,0.4457831325301205,0.4084507042253521,0.6085790884718498
202695,Kawhi Leonard,2014,3803,2710,0.09372693726937269,0.47959183673469385,0.3283582089552239,0.5909090909090909
203148,Brian Roberts,2014,3204,3692,0.10834236186348863,0.43452380952380953,0.1092436974789916,0.7157894736842105
203099,Jared Cunningham,2014,159,110,0.10909090909090909,0.0,0.75,0.625
203479,Jamaal Franklin,2014,311,177,0.01694915254237288,0.3333333333333333,0.15789473684210525,0.6
203489,Nate Wolters,2014,2448,2743,0.13488880787458987,0.42207792207792205,0.16071428571428573,0.6823529411764706
2406,Caron Butler,2014,2719,2165,0.03279445727482679,0.35,0.29901960784313725,0.6153846153846154
203109,Jae Crowder,2014,2441,1812,0.032560706401766004,0.42105263157894735,0.23129251700680273,0.6973684210526315
200746,LaMarcus Aldridge,2014,4928,4761,0.01596303297626549,0.4375,0.34833333333333333,0.5813953488372093
203135,Robert Sacre,2014,2241,1696,0.012382075471698114,0.3333333333333333,0.4093567251461988,0.5689655172413793
203082,Terrence Ross,2014,4112,2326,0.10189165950128977,0.448,0.16831683168316833,0.6484848484848484
201569,Eric Gordon,2014,4003,2644,0.174357034795764,0.41735537190082644,0.1259259259259259,0.7941176470588235
1740,Rashard Lewis,2014,1811,1419,0.05919661733615222,0.4117647058823529,0.3176470588235294,0.7064220183486238
2210,Richard Jefferson,2014,4185,3097,0.09783661608007749,0.52,0.16161616161616163,0.697986577181208
201177,Josh McRoberts,2014,4391,5918,0.05204460966542751,0.48484848484848486,0.3649122807017544,0.6299559471365639
202697,Iman Shumpert,2014,3635,2452,0.06566068515497553,0.42857142857142855,0.23008849557522124,0.7205882352941176
203810,Casper Ware,2014,236,252,0.08333333333333333,0.6,0.1111111111111111,0.8333333333333334
202498,Lance Thomas,2014,78,39,0.02564102564102564,0.0,0.4,1.0
201957,Byron Mullens,2014,834,763,0.00655307994757536,0.0,0.31343283582089554,0.8
201964,Victor Claver,2014,359,243,0.04938271604938271,0.0,0.45161290322580644,0.55
2734,Devin Harris,2014,1590,2007,0.1310413552566019,0.3875,0.21052631578947367,0.7692307692307693
101128,Francisco Garcia,2014,2193,1303,0.09286262471220261,0.5416666666666666,0.19,0.6804123711340206
2747,JR Smith,2014,4561,4032,0.0920138888888889,0.48175182481751827,0.17424242424242425,0.684931506849315
200757,Thabo Sefolosha,2014,3165,1639,0.0762660158633313,0.4186046511627907,0.22485207100591717,0.6349206349206349
201973,Jonas Jerebko,2014,1443,1137,0.055408970976253295,0.4838709677419355,0.36585365853658536,0.7558139534883721
202323,Evan Turner,2014,4998,4265,0.15920281359906213,0.42857142857142855,0.21220930232558138,0.715
203584,Troy Daniels,2014,145,102,0.06862745098039216,0.6,0.25,0.75
203476,Gorgui Dieng,2014,1650,1123,0.014247551202137132,0.25,0.40512820512820513,0.580110497237569
201145,Jeff Green,2014,5490,4156,0.09384023099133783,0.43457943925233644,0.2577639751552795,0.6266666666666667
201166,Aaron Brooks,2014,3169,2858,0.18229531140657804,0.375,0.13861386138613863,0.69
1891,Jason Terry,2014,1047,772,0.09455958549222798,0.25,0.0625,0.6521739130434783
201563,Michael Beasley,2014,1584,1384,0.10476878612716763,0.5222222222222223,0.2826086956521739,0.5596330275229358
2408,Melvin Ely,2014,46,29,0.0,,0.0,1.0
203141,Mirza Teletovic,2014,2642,2239,0.04689593568557392,0.39473684210526316,0.36,0.5789473684210527
203079,Dion Waiters,2014,4004,3336,0.20863309352517986,0.4232209737827715,0.21739130434782608,0.6859504132231405
101106,Andrew Bogut,2014,3492,2597,0.013477088948787063,0.5,0.4282700421940928,0.5318471337579618
203146,Maalik Wayns,2014,20,23,0.043478260869565216,,0.0,0.0
203187,Chris Johnson,2014,1537,916,0.04039301310043668,0.2727272727272727,0.22727272727272727,0.7192982456140351
201162,Jared Dudley,2014,3414,2094,0.054441260744985676,0.4375,0.21138211382113822,0.5956284153005464
202344,Trevor Booker,2014,2934,2523,0.013476020610384463,0.52,0.3275862068965517,0.6993006993006993
977,Kobe Bryant,2014,357,439,0.11617312072892938,0.4666666666666667,0.16666666666666666,0.6153846153846154
201627,Anthony Morrow,2014,2721,1439,0.103544127866574,0.39603960396039606,0.27927927927927926,0.726027397260274
203552,Seth Curry,2014,26,19,0.15789473684210525,0.0,1.0,0.0
203548,Elias Harris,2014,25,12,0.08333333333333333,0.0,,1.0
202332,Cole Aldrich,2014,642,533,0.001876172607879925,1.0,0.3695652173913043,0.4025974025974026
203084,Harrison Barnes,2014,4339,2407,0.12588284171167427,0.3584905660377358,0.2459016393442623,0.6233766233766234
2561,David West,2014,4747,5032,0.033386327503974564,0.44339622641509435,0.33890214797136037,0.5596330275229358
2045,Hedo Turkoglu,2014,760,764,0.03664921465968586,0.21428571428571427,0.3076923076923077,0.5909090909090909
203100,Tony Wroten,2014,3642,3595,0.1760778859527121,0.40062111801242234,0.15527950310559005,0.6896551724137931
203474,DJ Stephens,2014,25,23,0.043478260869565216,0.0,0.0,0.0
201880,Greg Stiemsma,2014,1893,1558,0.009627727856225931,0.16666666666666666,0.39215686274509803,0.6235955056179775
201986,Nando De Colo,2014,964,923,0.11375947995666305,0.47058823529411764,0.2033898305084746,0.5714285714285714
202688,Brandon Knight,2014,4595,6009,0.12431352970544184,0.4533762057877814,0.19607843137254902,0.6893939393939394
202339,Eric Bledsoe,2014,2841,3061,0.1630186213655668,0.45408163265306123,0.17613636363636365,0.6388888888888888
1713,Vince Carter,2014,3889,3481,0.11232404481470842,0.47282608695652173,0.37727272727272726,0.6772151898734177
203106,Jeffery Taylor,2014,1226,785,0.09936305732484077,0.35294117647058826,0.15555555555555556,0.5238095238095238
201574,Jason Thompson,2014,3844,2898,0.00862663906142167,0.3333333333333333,0.3315068493150685,0.6081632653061224
202361,Landry Fields,2014,559,418,0.1076555023923445,0.3333333333333333,0.18421052631578946,0.5555555555555556
201587,Nicolas Batum,2014,5865,5663,0.04291011831184884,0.5961538461538461,0.24285714285714285,0.6434108527131783
2034,Mike Miller,2014,3245,2510,0.07370517928286853,0.49019607843137253,0.19886363636363635,0.6813186813186813
202333,Xavier Henry,2014,1873,1456,0.13392857142857142,0.3723404255319149,0.2159090909090909,0.640625
1897,Metta World Peace,2014,756,514,0.07976653696498054,0.4782608695652174,0.425,0.5416666666666666
203480,James Southerland,2014,59,45,0.044444444444444446,0.0,0.125,0.2
201939,Stephen Curry,2014,5664,6130,0.11517128874388255,0.48559670781893005,0.18275862068965518,0.7398373983739838
1905,Andrei Kirilenko,2014,1582,1121,0.05976806422836753,0.4166666666666667,0.26436781609195403,0.68
2757,Beno Udrih,2014,1237,1557,0.10982658959537572,0.45098039215686275,0.20408163265306123,0.625
201202,Joel Anthony,2014,364,180,0.011111111111111112,1.0,0.21739130434782608,0.6333333333333333
203124,Kyle O'Quinn,2014,2320,2150,0.017209302325581394,0.42857142857142855,0.38846153846153847,0.5652173913043478
201971,DeJuan Blair,2014,2410,1594,0.00878293601003764,0.4,0.42035398230088494,0.5897435897435898
2738,Andre Iguodala,2014,4063,2780,0.07625899280575539,0.35714285714285715,0.17796610169491525,0.6771653543307087
203481,Jeff Withey,2014,1315,973,0.02158273381294964,0.6363636363636364,0.47,0.5483870967741935
202962,Greg Smith,2014,204,114,0.0,,0.25,0.7
202682,Derrick Williams,2014,3551,2286,0.04286964129483815,0.3,0.21951219512195122,0.6644736842105263
202334,Ed Davis,2014,1786,1404,0.00641025641025641,0.6666666666666666,0.4260355029585799,0.5299145299145299
202345,Damion James,2014,100,75,0.06666666666666667,0.0,0.36363636363636365,1.0
201580,JaVale McGee,2014,162,115,0.034782608695652174,0.0,0.5714285714285714,0.6875
201575,Brandon Rush,2014,795,530,0.05849056603773585,0.4375,0.358974358974359,0.717948717948718
201156,Nick Young,2014,3680,2594,0.1202775636083269,0.4394904458598726,0.16666666666666666,0.6964285714285714
201979,Nick Calathes,2014,2195,2940,0.1336734693877551,0.411214953271028,0.24347826086956523,0.6122448979591837
200758,Ronnie Brewer,2014,322,158,0.0189873417721519,0.0,0.4166666666666667,0.8333333333333334
201160,Jason Smith,2014,1593,1493,0.01942397856664434,0.38095238095238093,0.4186046511627907,0.7357142857142858
203459,Allen Crabbe,2014,206,132,0.05303030303030303,0.0,0.125,1.0
200839,Mike Harris,2014,439,350,0.025714285714285714,0.5,0.3333333333333333,0.5757575757575758
201585,Kosta Koufos,2014,2510,2235,0.011185682326621925,0.5,0.42745098039215684,0.5111111111111111
2207,Joe Johnson,2014,4813,3594,0.11046188091263216,0.4630541871921182,0.22972972972972974,0.7053571428571429
101179,Ronnie Price,2014,722,710,0.09014084507042254,0.375,0.1388888888888889,0.75
201572,Brook Lopez,2014,1018,683,0.016105417276720352,0.75,0.4918032786885246,0.4791666666666667
203486,Mason Plumlee,2014,2428,1715,0.021574344023323616,0.5,0.36585365853658536,0.6170212765957447
201599,DeAndre Jordan,2014,5684,4043,0.001978728666831561,0.5,0.3783783783783784,0.5791433891992551
201567,Kevin Love,2014,5765,6660,0.01936936936936937,0.47368421052631576,0.43091655266757867,0.670995670995671
1717,Dirk Nowitzki,2014,5141,4990,0.01503006012024048,0.5,0.4026548672566372,0.604221635883905
2730,Dwight Howard,2014,4755,4206,0.005943889681407513,0.5333333333333333,0.40764331210191085,0.5659340659340659
203497,Rudy Gobert,2014,838,526,0.005703422053231939,0.0,0.3786407766990291,0.5306122448979592
201948,Austin Daye,2014,300,316,0.07911392405063292,0.2222222222222222,0.5652173913043478,0.75
203115,Will Barton,2014,768,636,0.11163522012578617,0.2972972972972973,0.17543859649122806,0.46875
203543,Vitor Faverani,2014,936,914,0.005470459518599562,,0.4235294117647059,0.5428571428571428
2590,Mo Williams,2014,3628,4046,0.10553633217993079,0.4097222222222222,0.11926605504587157,0.7157894736842105
202350,Daniel Orton,2014,512,403,0.009925558312655087,0.0,0.4318181818181818,0.5333333333333333
2749,Jameer Nelson,2014,4244,4874,0.15305703734099302,0.4479166666666667,0.12315270935960591,0.7956989247311828
201203,Mustafa Shakur,2014,25,25,0.12,,,0.0
203382,Aron Baynes,2014,978,707,0.009900990099009901,1.0,0.4942528735632184,0.5974025974025974
202391,Jeremy Lin,2014,4188,4126,0.1885603490063015,0.48497854077253216,0.23026315789473684,0.5925925925925926
2222,Gerald Wallace,2014,2737,2163,0.056865464632454926,0.4375,0.288135593220339,0.5833333333333334
2501,Reggie Evans,2014,1724,1067,0.01780693533270853,0.6363636363636364,0.34101382488479265,0.7142857142857143
200751,Randy Foye,2014,5114,3520,0.11136363636363636,0.45222929936305734,0.15306122448979592,0.7210526315789474
2767,Royal Ivey,2014,8,12,0.08333333333333333,,0.0,0.0
203142,Chris Copeland,2014,520,381,0.12598425196850394,0.5416666666666666,0.4230769230769231,0.5806451612903226
202338,Kevin Seraphin,2014,1091,877,0.012542759407069556,0.6,0.4,0.45161290322580644
203507,Giannis Antetokounmpo,2014,3607,3261,0.078196872125115,0.3333333333333333,0.28294573643410853,0.5121951219512195
203130,Darius Johnson-Odom,2014,34,34,0.11764705882352941,,0.0,0.6666666666666666
201965,Jeff Ayres,2014,1893,1515,0.0026402640264026403,1.0,0.40476190476190477,0.6071428571428571
202779,Dwight Buycks,2014,278,299,0.1505016722408027,0.2727272727272727,0.05263157894736842,0.42857142857142855
203816,Scotty Hopson,2014,15,13,0.0,,,1.0
201152,Thaddeus Young,2014,5596,5432,0.058357879234167895,0.4,0.3440514469453376,0.6744186046511628
101123,Gerald Green,2014,4688,3094,0.09114414996767937,0.5118110236220472,0.24553571428571427,0.6521739130434783
202620,Arinze Onuaku,2014,61,40,0.0,,0.16666666666666666,1.0
202706,Jordan Hamilton,2014,2059,1388,0.13112391930835735,0.3614457831325301,0.225,0.6428571428571429
202685,Jonas Valanciunas,2014,4313,3574,0.009792949076664802,0.5,0.39337474120082816,0.5437352245862884
201583,Ryan Anderson,2014,1548,1151,0.03388357949609035,0.47368421052631576,0.4675324675324675,0.6770833333333334
203081,Damian Lillard,2014,5841,6918,0.12677074298930327,0.40253164556962023,0.17054263565891473,0.6277777777777778
2585,Zaza Pachulia,2014,2514,2058,0.03158406219630709,0.375,0.4117647058823529,0.6376811594202898
203496,Robert Covington,2014,68,38,0.07894736842105263,,0.3333333333333333,1.0
203094,Andrew Nicholson,2014,2276,1504,0.011303191489361703,0.6153846153846154,0.4306930693069307,0.6242038216560509
203136,Ognjen Kuzmic,2014,200,93,0.0,,0.45454545454545453,0.7058823529411765
200745,Andrea Bargnani,2014,2361,1863,0.061191626409017714,0.4375,0.35714285714285715,0.6392405063291139
202389,Timofey Mozgov,2014,3596,2760,0.005797101449275362,0.5714285714285714,0.39655172413793105,0.5232558139534884
201942,DeMar DeRozan,2014,5634,4804,0.18109908409658618,0.4551282051282051,0.22105263157894736,0.7134146341463414
203524,Solomon Hill,2014,423,293,0.06825938566552901,0.6666666666666666,0.28125,0.7333333333333333
201573,Jerryd Bayless,2014,3202,3185,0.09481946624803768,0.4174757281553398,0.2032520325203252,0.7586206896551724
201168,Tiago Splitter,2014,2520,2138,0.013096351730589336,0.4,0.41735537190082644,0.4578313253012048
2544,LeBron James,2014,5550,5929,0.12228031708551189,0.6117216117216118,0.24269662921348314,0.6054054054054054
201150,Spencer Hawes,2014,5030,5279,0.03864368251562796,0.3523809523809524,0.40344168260038243,0.5813953488372093
2586,Keith Bogans,2014,107,62,0.04838709677419355,,0.3333333333333333,0.3333333333333333
101154,Andray Blatche,2014,3045,2819,0.06243348705214615,0.4875,0.4566929133858268,0.6062992125984252
203499,Shane Larkin,2014,954,1082,0.11460258780036968,0.4222222222222222,0.1935483870967742,0.7142857142857143
2736,Luol Deng,2014,4220,3294,0.10230722525804493,0.4057971014492754,0.26436781609195403,0.6601307189542484
202343,Elliot Williams,2014,2386,1438,0.12517385257301808,0.4,0.1568627450980392,0.7708333333333334
101141,Ersan Ilyasova,2014,2791,2817,0.03336883209087682,0.25,0.43043478260869567,0.6502242152466368
2440,Matt Barnes,2014,3498,2514,0.05409705648369133,0.4716981132075472,0.2672413793103448,0.7027027027027027
202336,Larry Sanders,2014,1068,880,0.01818181818181818,0.3,0.47,0.4842105263157895
1938,Manu Ginobili,2014,3121,2942,0.14581917063222297,0.5759493670886076,0.23837209302325582,0.6379310344827587
201596,Mario Chalmers,2014,4194,4828,0.13380281690140844,0.49295774647887325,0.11627906976744186,0.6528925619834711
203468,CJ McCollum,2014,939,676,0.128698224852071,0.45454545454545453,0.2682926829268293,0.6206896551724138
202348,Jordan Crawford,2014,3678,3926,0.13627101375445747,0.44642857142857145,0.0967741935483871,0.7341772151898734
1712,Antawn Jamison,2014,487,479,0.027139874739039668,0.4444444444444444,0.35555555555555557,0.5869565217391305
203460,Andre Roberson,2014,790,381,0.04461942257217848,0.16666666666666666,0.2413793103448276,0.6341463414634146
203506,Victor Oladipo,2014,4885,5311,0.13481453586895123,0.444794952681388,0.23693379790940766,0.6073298429319371
202087,Alonzo Gee,2014,1983,1319,0.10917361637604246,0.3870967741935484,0.18584070796460178,0.7454545454545455
951,Ray Allen,2014,3637,2376,0.11363636363636363,0.6153846153846154,0.2087912087912088,0.7890625
200780,Solomon Jones,2014,167,114,0.02631578947368421,0.5,0.375,0.5454545454545454
201947,Earl Clark,2014,1483,1063,0.07431796801505174,0.47619047619047616,0.3140495867768595,0.6823529411764706
2694,Josh Powell,2014,37,20,0.0,,0.6,0.5
201155,Rodney Stuckey,2014,3822,2863,0.13482361159622774,0.4330708661417323,0.22137404580152673,0.7272727272727273
2446,Rasual Butler,2014,723,424,0.02830188679245283,0.6666666666666666,0.21212121212121213,0.5517241379310345
202349,Greivis Vasquez,2014,3323,4415,0.11392978482446206,0.4205607476635514,0.20915032679738563,0.7216494845360825
203508,Sergey Karasev,2014,316,202,0.024752475247524754,0.0,0.0,0.46153846153846156
101155,Ryan Gomes,2014,73,50,0.02,,0.25,1.0
200782,P.J. Tucker,2014,5008,3142,0.04519414385741566,0.3620689655172414,0.2188365650969529,0.6099290780141844
201579,Roy Hibbert,2014,4577,3133,0.007341206511330993,0.3,0.4229607250755287,0.44924406047516197
200768,Kyle Lowry,2014,5484,6995,0.11593995711222302,0.44932432432432434,0.1618705035971223,0.6369426751592356
2743,Kris Humphries,2014,2635,2617,0.027894535727932747,0.30303030303030304,0.40213523131672596,0.5703125
201980,Danny Green,2014,3275,2545,0.06168958742632613,0.4423076923076923,0.2634146341463415,0.6358381502890174
1718,Paul Pierce,2014,3940,3470,0.14610951008645534,0.46835443037974683,0.3449367088607595,0.6355140186915887
203268,Jorge Gutierrez,2014,469,458,0.0611353711790393,0.2222222222222222,0.125,0.75
203098,John Jenkins,2014,310,218,0.0779816513761468,0.5,0.21052631578947367,0.7777777777777778
2427,Roger Mason Jr.,2014,498,332,0.07228915662650602,0.0,0.23809523809523808,0.7692307692307693
